,2021-12-31,长沙实现数字人民币税款缴纳全流程,中国金融新闻网
3242,2020-07-27,石河子交银村镇银行跨经营区域发放贷款被罚40万元 交行持股66.32%,金融界
3243,2020-07-27,结构性存款规模下降超万亿，利差空间明显压缩,Wind
3244,2020-07-27,金价直逼峰值 结构性产品走俏,北京商报
3245,2020-07-26,黄金上扬直逼历史高位 看涨金价结构性产品顺势走俏,北京商报
3246,2020-07-26,6月份结构性存款压降1.01万亿，产品“量价齐跌”，套利空间还有多大,券商中国
3247,2020-07-25,交行行长刘珺：人民币国际化需兼顾数字货币的发展和变化,新浪
3248,2020-07-24,第六届“交通银行杯”青海省大学生创新创业大赛启动,科技日报
3249,2020-07-24,交行协同人民银行启动长三角地区跨行账户信息验证工作,中国金融新闻网
3250,2020-07-24,工信部通报侵害用户权益行为APP：去哪儿网等58款在列,Wind
3251,2020-07-24,小银行想玩“断舍离”？不良资产成为定增新搭头,Wind
3252,2020-07-23,7月减持逾550亿，解禁洪峰刚过压力犹存,Wind
3253,2020-07-23,十年60倍科技龙头遭大举套现，基金刚刚加仓超200亿！行业龙头减持名单曝光，千亿减持计划在路上,证券时报网
3254,2020-07-23,稳外资系列举措将加快推出,Wind
3255,2020-07-23,银行系调研路径揭晓：医药、科技、消费和可转债,上证报
3256,2020-07-22,建行迎来两位副行长：“邮储老人”吕家进上一站为交通银行，“70后”王浩已在建行工作27年,凤凰网
3257,2020-07-22,建行迎两位副行长 原邮储银行行长吕家进履新,每日经济新闻
3258,2020-07-22,央行上海:长三角地区法人银行跨行账户信息验证服务在沪启动,央行
3259,2020-07-22,刘永好又出手了！9个月增持民生银行33次,券商中国
3260,2020-07-22,透视银行信用卡业务,Bank资管
3261,2020-07-22,惊人！多家银行接连遭骗贷巨额贷款背后究竟发生了什么？ 欺诈造假,和讯
3262,2020-07-22,银行周报第23期：理财步入正轨 LPR利率已维持4个月无变化,新浪
3263,2020-07-22,分红派息渐近尾声，资金抢权推高银行股估值,Wind
3264,2020-07-21,交行江苏分行：精准施策护航“六稳”“六保”,新华网
3265,2020-07-21,上海公示首批金融科技创新监管试点应用，浦发、交行等机构8项目入选,21世纪经济报道
3266,2020-07-21,吕家进因工作调动辞任交通银行副行长 董监高成员变化,中国网
3267,2020-07-21,上半年信用卡投诉黑榜：浦发投诉量最多 交行回复率最低 产品问题,新浪
3268,2020-07-21,每日理财观察：LPR报价连续3个月按兵不动，国际金价创近9年新高,Wind
3269,2020-07-21,上市公司正负面新闻2020年7月21日星期二,Wind
3270,2020-07-20,建行现人事调整信号：副行长人选有新佐证 一正两副架构将改变,新浪
3271,2020-07-20,吕家进辞任交通银行副行长：在邮政系统耕耘31年，带领邮储银行完成港股上市 董监高成员变化,凤凰网
3272,2020-07-20,晚间重要公告2020年7月20日星期一,Wind
3273,2020-07-20,交通银行副行长吕家进辞任 已提交书面报告 董监高成员变化,新浪
3274,2020-07-20,交通银行(03328-HK)副行长因工作调动请辞 董监高成员变化,财华社
3275,2020-07-20,交通银行(03328-HK)高管辞任 董监高成员变化,财华社
3276,2020-07-20,吕家进辞任交通银行(03328)副行长 董监高成员变化,智通财经
3277,2020-07-20,吕家进因工作调动原因辞去交行副行长职务 董监高成员变化,新浪
3278,2020-07-20,交通银行：因工作调动，吕家进辞去副行长职务 董监高成员变化,每日经济新闻
3279,2020-07-20,交通银行(601328.SH)：吕家进辞去副行长职务 董监高成员变化,格隆汇
3280,2020-07-20,交通银行：副行长吕家进因工作调动原因辞职 董监高成员变化,Wind
3281,2020-07-20,时代银行周报 | MLF利率连续3月不变，货币政策将回归常态化,时代在线
3282,2020-07-20,年内权益新品悉数为偏债混基 爆款权益时期中加基金脚步放缓,红周刊
3283,2020-07-20,A股融资融券日报：两融余额减少64.64亿元（7月17日）,Wind
3284,2020-07-20,什么信号？山西金融系统两天内4人落马，包括省金融办主任 其他违规处罚,每日经济新闻
3285,2020-07-19,山西掀金融反腐风暴：两日内金融办主任和省联社3名高管被查,澎湃新闻
3286,2020-07-19,山西省农信联社原理事长、主任、党委专职副书记等3人被查,澎湃新闻
3287,2020-07-19,交通银行推出国际贸易“单一窗口”服务新举措,新华网
3288,2020-07-18,涉嫌严重违纪违法！山西农信社原党委书记、理事长崔联会等3人被查 金融监管处罚,每日经济新闻
3289,2020-07-17,社保减持交行落地 10天套现近22亿！多家银行股东与高管增减持频频丨焦点资讯 减持股份,第一财经
3290,2020-07-17,这10家公司发布公告有看点 股价有望率先企稳,巨丰财经
3291,2020-07-17,Wind风控日报2020年7月17日星期五,Wind
3292,2020-07-17,6万股民傻眼！3300亿免税巨头业绩暴跌！股价3个月飙升200% 盈利能力下降,中国基金报
3293,2020-07-17,上市公司正负面新闻2020年7月17日星期五,Wind
3294,2020-07-16,晚间重要公告2020年7月16日星期四,Wind
3295,2020-07-16,多家银行参投国家绿色发展基金，工农中各出资80亿元,Wind
3296,2020-07-16,社保基金会减持交通银行股份进程过半 减持股份,上证报
3297,2020-07-16,这家国有大行迎来六大行最年轻副行长！,和讯
3298,2020-07-16,社保基金会已减持交行3.95亿股A股股份 交行：系减持计划的正常实施 减持股份,中证网
3299,2020-07-16,交通银行(601328):拟出资75亿参与设立国家绿色发展基,证券时报
3300,2020-07-16,社保基金会减持交行计划完成过半，减持总金额超21亿元 减持股份,澎湃新闻
3301,2020-07-16,上市公司晚间利空汇总：近日社保基金会已减持交通银行3.95亿股股份,金融界
3302,2020-07-16,交通银行(03328.HK)截至7月15日社保基金已减持A股约3.95亿股 减持股份,格隆汇
3303,2020-07-16,交通银行：社保基金会已减持公司0.5313%股份 减持股份,e公司
3304,2020-07-16,交通银行(601328.SH)：拟斥75亿元参设国家绿色发展基金,格隆汇
3305,2020-07-16,交通银行(601328.SH)：社保基金会已减持3.95亿股占减持计划数的53.13% 减持股份,格隆汇
3306,2020-07-16,交通银行：社保基金已累计减持3.95亿股公司股份 减持股份,Wind
3307,2020-07-16,交通银行：截至7月15日，社保基金会累计减持公司3.95亿股，达到计划拟减持股份数量的53.13% 拟减持股份,金十数据
3308,2020-07-16,7月15日复盘笔记：强势板块集体杀跌 外资继续净流出 连续下跌,新浪
3309,2020-07-16,环保行业：绿色发展基金乘风破浪 披荆斩棘,西南证券
3310,2020-07-16,财经早报：华南一家大基金减仓10% 7月已有四城出手为楼市降温,新浪
3311,2020-07-16,股海导航 7月16日沪深股市公告提示,新浪
3312,2020-07-16,交通银行(03328-HK)拟向香港子行增资最多300亿,财华社
3313,2020-07-15,7月16日上市公司重要公告集锦：渤海租赁上半年预亏18亿元-27亿元,证券日报
3314,2020-07-15,885亿，又一只国家级大基金成立！,Wind
3315,2020-07-15,银行股频遇减持，进一步修复还需时日 减持股份,Wind
3316,2020-07-15,交通银行(03328)：向香港子行增资不超200亿港元获监管批复,智通财经
3317,2020-07-15,公告点题丨7月15日这些公告有看头,第一财经
3318,2020-07-15,交通银行：拟向交通银行香港公司增资不超300亿港元,证券时报网
3319,2020-07-15,7月15日上市公司晚间公告速递,新浪
3320,2020-07-15,交行成功上线国际贸易单一窗口区块链平台,中华海运网
3321,2020-07-15,交通银行(03328.HK)拟增资交通银行(香港)获批,格隆汇
3322,2020-07-15,交通银行(601328.SH)增资交通银行(香港)有限公司获监管批复,格隆汇
3323,2020-07-15,交通银行：本公司拟向交通银行（香港）有限公司实施分次增资，增资总额不超过300亿港元,金十数据
3324,2020-07-15,港股收盘：汇丰料腾讯将再涨21% 百济神州创上市新高,英为财情
3325,2020-07-15,交行湖北省分行启动二级响应、一级战备,中国金融新闻网
3326,2020-07-15,科技股全线下跌！这个板块利好加持，多股涨停,证券时报网
3327,2020-07-15,港股开盘前瞻：金融板块压力显现,腾讯网
3328,2020-07-15,内银股偏软 交通银行跌逾1%建行及工行跟跌近1%,新浪
3329,2020-07-15,今日操盘：社保、大基金密集套现机构预判二季度经济增长1%-3.4%,经济日报
3330,2020-07-15,国家队再度出手：社保减持交行2.3亿港元一周5家银行遭减持 减持股份,格隆汇
3331,2020-07-15,7月15日盘前早讯：社保基金减持交行，银保监严查“资金违规流入股市”,环球老虎财经
3332,2020-07-14,晚间要闻2020年7月14日星期二,Wind
3333,2020-07-14,国家队再度出手！社保减持交行终落地，套现2.3亿港元 减持股份,21世纪经济报道
3334,2020-07-14,揭秘！五大行员工爆料：我们工资到底有多高？,新浪
3335,2020-07-14,社保基金出手减持交行A股超4232万股，均价5.44港元 减持股份,澎湃新闻
3336,2020-07-14,中国银联与交行推出长三角信用卡 助力长三角更高质量一体化发展,中国金融新闻网
3337,2020-07-14,全国社保基金理事会减持4230万股交通银行港股 减持股份,老虎证券
3338,2020-07-14,社保基金对交通银行的持股比例从9.09%降至8.98%,新浪
3339,2020-07-14,据港交所：全国社会保障基金理事会7月14日对交通银行的持股在交易后从9.09%降至8.98%,金十数据
3340,2020-07-14,社保基金对交通银行持股比例从9.09%降至8.98%,Wind
3341,2020-07-14,分红派息哪家上市银行最“给力” 7家银行股息率超5%,中投网
3342,2020-07-14,35家银行分红4700亿，工行分937亿，招行303亿，平安“最小气”,腾讯网
3343,2020-07-14,人民币外汇主经纪业务正式上线 交行作为主经纪商达成首笔交易,新浪
3344,2020-07-13,外汇交易中心：中行、交行成为首批银行间人民币外汇市场主经纪商,Wind
3345,2020-07-13,外汇交易中心：中行、交行成为首批银行间人民币外汇市场主经纪商,上证报
3346,2020-07-13,外汇局大连市分局积极推进跨境金融区块链业务,中国金融新闻网
3347,2020-07-13,银行业周观点：向合理的量价回归,新浪
3348,2020-07-13,将跌破前低，涤短可以抄底吗？粘短工厂政策已出，低位会有多低？,纺织网
3349,2020-07-12,今年上半年关闭1318家分支机构 身边的银行网点为何越来越少？,北青网
3350,2020-07-12,身边的银行网点为什么越来越少？,北青网
3351,2020-07-11,交行成立长三角一体化管理总部，进一步支持区域产业发展,Wind
3352,2020-07-11,交行成立长三角一体化管理总部 进一步支持区域产业发展,中证网
3353,2020-07-10,华茂股份(000850.SZ)解除质押2500万股国泰君安A股,格隆汇
3354,2020-07-10,交通银行江苏省分行：专项支持疫情重点物资保障企业 为“四新”注入金融活水,新华网
3355,2020-07-10,分红潮来临！逾百家公司派现，金融股集中现身,Wind
3356,2020-07-10,“国家队”对4家公司抛百亿减持，A股降温 减持股份,观察者网
3357,2020-07-10,送达诉状副本及开庭传票——交通银行股份有限公司太平洋信用卡中心 诉讼纠纷,上海高级人民法院
3358,2020-07-09,交通银行(03328)：刘?B担任行长的任职资格获批准,和讯
3359,2020-07-09,市值3000多亿保险巨头遭国家队减持！中国人保回应了 减持股份,中新经纬
3360,2020-07-09,交通银行(03328-HK)行长和首席风险官任职资格获核准,财华社
3361,2020-07-09,市场太火爆后市怎么走？紧盯三大变盘信号,券商中国
3362,2020-07-09,交通银行(601328.SH)：2名高管任职资格获监管机构核准,格隆汇
3363,2020-07-09,中国人保将遭社保基金减持 小券商融资额度也告急！ 减持股份,券商中国
3364,2020-07-09,交通银行(03328.HK)：刘珺任行长资格获银保监会核准,格隆汇
3365,2020-07-09,交行：行长刘珺、首席风险官张辉任职资格获银保监会核准,新浪
3366,2020-07-09,九年浮盈超50亿！社保基金拟减持人保股份,Wind
3367,2020-07-09,6月CPI企稳小幅回升，四大信号不可忽视！,21世纪经济报道
3368,2020-07-09,1000亿！金融能量助推工业转型 ——交行重庆市分行联手市经信委让山城工业“雄起”,上游新闻
