,2021-12-31,化工行业2021年11月数据：国内化工行业运行指标跟踪,新浪
4143,2021-01-29,北上资金1月份净买入399.57亿元连续4个月净买入,证券时报网
4144,2021-01-29,晚间公告｜1月29日这些公告有看头,第一财经
4145,2021-01-29,1月29日上市公司晚间公告速递,新浪
4146,2021-01-29,2020Q4化工行业基金持仓分析：公募基金向核心资产聚集趋势明显 化纤行业备受青睐,广发证券
4147,2021-01-29,万华化学：2月份MDI挂牌价环比不变,格隆汇
4148,2021-01-29,中泰化工丨化工固收系列之总览篇：2020年化工债市有何变化,岳读债市
4149,2021-01-29,宝城期货PP日报20210129：多L空PP操作,宝城期货
4150,2021-01-29,卫星石化(002648)：丙烯酸及酯景气回升 Q4利润同比大增,新浪
4151,2021-01-29,华安证券--基础化工行业：标准升级系列之三：PLA核心在于丙交酯，PBAT核心在于一体化【行业研究】,金融界股吧
4152,2021-01-29,万华化学(600309)重大事项点评：平台型化工新材料龙头 加速布局营养品业务,新浪
4153,2021-01-29,陈晓寒K线江湖：恐慌盘已杀出，找准机会低吸,中金在线
4154,2021-01-29,中泰证券--化工周度观点21W4：高端制造核心资产，化工迎来最强行情【行业研究】,金融界股吧
4155,2021-01-29,256公司利润环比连增67家步入绩优股行列,证券时报网
4156,2021-01-29,三招透视上市公司的“原力”：资本开支,锦缎
4157,2021-01-29,专访｜化工巨头如何迎接碳减排？亨斯迈：这是最大的机会,澎湃新闻
4158,2021-01-28,格隆汇港股聚焦(01.28)︱赤子城科技预计年度收入增长150%-250%；洛阳玻璃2020年净利预增456%到530%,格隆汇
4159,2021-01-28,山东上市公司市值因何偏低,财经网
4160,2021-01-28,82股今日获机构买入评级8股上涨空间超50%,证券时报网
4161,2021-01-28,宝城期货LLDPE日报20210128：LLDPE上行空间有限,宝城期货
4162,2021-01-28,中粮包装(00906.HK)与万华化学(600309.SH)设两家合资公司,格隆汇
4163,2021-01-28,生意社：厂家供货依旧紧张 氨纶价格维持震荡上行,生意社
4164,2021-01-28,万华化学(600309)：柠檬醛设计产能超预期 加速香精香料领域布局,华安证券
4165,2021-01-28,215公司利润不断改善63家步入绩优股行列,证券时报网
4166,2021-01-28,万华化学(600309)公司跟踪报告：4.2亿元收购中国化学子公司华陆工程30％股权,新浪
4167,2021-01-28,公募1月调仓动向曝光：加配银行和港股，新发基金建仓谨慎,21世纪经济报道
4168,2021-01-28,牧原股份去年净利预超270亿仅次茅台 量价齐升日赚近亿实控人身家超1800亿,长江商报
4169,2021-01-28,华安证券--万华化学:柠檬醛设计产能超预期，加速香精香料领域布局【公司研究】,金融界股吧
4170,2021-01-28,石油化工行业专题报告：化工行业投资组合(1月份),新浪
4171,2021-01-28,【华安化工 | 事件点评】万华化学：柠檬醛设计产能超预期，加速香精香料领域布局,化工阿尔法
4172,2021-01-28,公募基金1月调仓动向曝光：加配银行、港股 同时建仓谨慎,21世纪经济报道
4173,2021-01-28,公募基金1月调仓动向曝光：加配银行、港股 同时建仓谨慎,Wind
4174,2021-01-28,公募1月调仓动向： 加配银行、港股 同时建仓谨慎,21世纪经济报道
4175,2021-01-27,公募基金1月调仓动向曝光：加配银行和港股 新发基金建仓谨慎,21世纪经济报道
4176,2021-01-27,宝城期货LLDPE日报20210127：LLDPE上行空间有限,宝城期货
4177,2021-01-27,【方正化工】万华化学事件点评：4.8万吨柠檬醛项目公示，进军营养品业务，目标全球新材料龙头,靠谱化工股
4178,2021-01-27,禁塑令打开可降解塑料千亿级市场！可降解塑料有望成为国内需求增长最快的市场，PVC助剂龙头切入新赛道,金融界
4179,2021-01-27,打赢原材料价格战，梦百合的全球梦能实现吗？,证券之星
4180,2021-01-27,华安证券--美瑞新材新股系列之二：绿色环保的TPU材料正向高端化发展【公司研究】,金融界股吧
4181,2021-01-27,禁塑令逐步落地，降解塑料概念再度活跃，金发科技等涨停,证券时报网
4182,2021-01-27,生意社：万华化学MDI2021年1月挂牌价环比下调,生意社
4183,2021-01-27,190公司利润环比连增60家步入绩优股行列,证券时报网
4184,2021-01-27,2021年LPG市场展望——供需相对平衡，LPG期货将季节性波动,上海中期期货
4185,2021-01-27,果然“顶流”！张坤、蔡嵩松、董承非等旗下老基金上榜,中国基金报
4186,2021-01-26,“二师兄”领衔新春“送红包” 背后驱动力能否持续？,新浪
4187,2021-01-26,百亿爆款基金重仓曝光！“暖男大白”谢治宇加仓腾讯控股、中国平安！,金融界
4188,2021-01-26,瞰鉴鲁股：千亿市值公司增至8家 ST亚星6连板后连续跌停 连续下跌,每日经济新闻
4189,2021-01-26,利润环比连增+同比暴增69匹盈利白马现身,证券时报网
4190,2021-01-26,化工行业周报：MDI淡季走强 醋酸等煤化工产品价格走高 菊酯等农药普涨 粘胶短纤涨价,新浪
4191,2021-01-26,恒力石化(600346)：三千亿 新起点 新征程,光大证券
4192,2021-01-26,化工行业板块2020Q4持仓分析：配置比例提升 增配顺周期成长龙头,新浪
4193,2021-01-26,重仓新材料行业，业绩也很燃？,包子君
4194,2021-01-26,市场会选择何种风格,南方财经网
4195,2021-01-26,日赚近1亿！“猪茅”业绩逆天，更有猪企净利暴增超1000倍，行业赚钱本领碾压科技、房地产,证券时报网
4196,2021-01-25,游资导致春季行情波动，重点关注创业板表现,搜狐
4197,2021-01-25,化工行业周观点：化纤等顺周期持续上涨 关注周期成长,新浪
4198,2021-01-25,73股今日获机构买入评级,证券时报网
4199,2021-01-25,生意社：1月25日万华化学石化丙烯酸价格动态,生意社
4200,2021-01-25,中泰周期·大宗指南第4期：周期品周度运行变化,新浪
4201,2021-01-25,化工行业周报：农药板块迎来景气反转 关注细分龙头 继续推荐顺周期资产,新浪
4202,2021-01-25,海康威视、迈瑞医疗、顺丰、隆基、药明康德、比亚迪等明星股均创新高,Wind
4203,2021-01-25,深度|百亿爆款基份额缩水一半，新基金加速“输血”老基金,第一财经
4204,2021-01-25,化工行业：化工板块超额收益有望继续 看好四条主线,新浪
4205,2021-01-25,“果链”巨头盘中暴跌9%！公募减仓142亿，立讯精密不香了？ 连续下跌,搜狐
4206,2021-01-25,【华安化工|报告节选】化工年度策略（3）：从供给侧推荐创新周期和资本周期中的长期机会,化工阿尔法
4207,2021-01-25,149公司利润环比连增53家步入绩优股行列,证券时报网
4208,2021-01-25,化工蓝筹难言泡沫！,醇萃化工研究
4209,2021-01-25,石油化工新材料行业北上资金周报,新浪
4210,2021-01-25,优秀的公募基金经理都买了什么公司？,雪球
4211,2021-01-25,十大“顶流”基金公司重仓股大曝光：易方达、汇添富、广发,中国基金报
4212,2021-01-25,中国化学混合所有制改革迈新步,国家煤化工网
4213,2021-01-25,高仓位“抱团”风格强化，基金老将警惕“口号式”投资,Wind
4214,2021-01-25,北上资金连续12周净流入 30股登上成交活跃榜,证券时报
4215,2021-01-25,塑料替代品涨价 概念股集体拉升,第一财经
4216,2021-01-24,化工行业深度研究与投资策略：寻找确定性更强的增长方向,新浪
4217,2021-01-24,限塑令市场蓝海催生“妖股”，替代品类价格上涨,第一财经
4218,2021-01-24,山东哪个市上市公司最多，哪家公司市值最大，图文详解！,大众日报
4219,2021-01-24,万华化学(600309)：入股华陆公司 合作共赢推动高成长发展,新浪
4220,2021-01-24,年初至今化工涨幅第一，氨基酸大幅上涨,中信建投证券研究
4221,2021-01-23,【华安化工|报告节选】化工年度策略（2）,化工阿尔法
4222,2021-01-23,142公司利润不断改善50家步入绩优股行列,证券时报网
4223,2021-01-23,加码新能源和国产替代，基金四季报透露投资新动向,Wind
4224,2021-01-22,股民看呆了！3000多股飘绿、创业板大涨创新高！北京金融街排队做核酸：这一概念大爆发！南下近100亿扫货，港股却大跳水,中国基金报
4225,2021-01-22,顶流基金经理都在买什么？王宗合：去年4季度重仓白酒,新浪
4226,2021-01-22,53股今日获机构买入评级,证券时报网
4227,2021-01-22,【泰山财经·鲁股速递】万华化学参与中国化学混改，收购华陆公司30%股权,鲁网
4228,2021-01-22,万华化学(600309.SH)：5%以上股东合成国际质押106.7009万股,格隆汇
4229,2021-01-22,谢治宇、董承非等十大明星经理重仓股大曝光,中国基金报
4230,2021-01-22,抄作业的机会来了！各大金牌基金经理持仓和调仓曝光,新浪
4231,2021-01-22,金能科技—成本优势推动长期成长,--
4232,2021-01-22,化工行业2020年报经营前瞻：曙光已现 聚氨酯、纺服原料、钛白粉表现抢眼,新浪
4233,2021-01-22,迈瑞医疗、隆基股份、万华化学、爱尔眼科、恒力石化、荣盛石化等再创新高,Wind
4234,2021-01-22,中国化学混改迈出关键步伐,中证网
4235,2021-01-22,万华化学(600309)：参股华陆公司 夯实技术壁垒,新浪
4236,2021-01-22,130公司利润不断改善46家步入绩优股行列,证券时报网
4237,2021-01-22,【华安化工|事件点评】万华化学：收购华陆30%股权，技术壁垒进一步加强，精细化工领域布局加速,化工阿尔法
4238,2021-01-22,中国化学工程混合所有制改革取得新成效－国务院国有资产监督管理委员会,国资委
4239,2021-01-22,沪指再上3600点，明星基金持仓曝光,Wind
4240,2021-01-22,百元股数量创历史新高，67股获北上资金增持,Wind
4241,2021-01-22,百元股数量创历史新高 67股获北上资金增持,证券时报
4242,2021-01-21,中国化学推进混改 成功转让子公司49%股权 资产异常,证券日报网
4243,2021-01-21,明星基金调仓记：傅鹏博、张坤、刘彦春、刘格菘等四季报起底,21世纪经济报道
4244,2021-01-21,盘后公告集锦|东方日升与福莱特签订近90亿元光伏玻璃重大销售合同 药明康德、江铃汽车年度净利大幅预增,财联社
4245,2021-01-21,萧楠买酒，张坤卖药，傅鹏博配港股，冯明远看好5G，四季报看点曝光,华尔街见闻
4246,2021-01-21,沪指、创业板齐创五年新高！股民彻底沸腾：明星投资大佬调仓记录曝光！但盲目抄作业的很多都亏钱了？,21世纪经济报道
4247,2021-01-21,A股头条之上市公司（1.22）,金融界
4248,2021-01-21,公告精选：中国化学引入万华化学参与子公司混改；贵州轮胎等业绩大幅预增,e公司
4249,2021-01-21,易方达三剑客管理资金超2200亿：张坤、萧楠、陈皓新进颐海国际,新浪
4250,2021-01-21,实施国企改革三年行动 中国化学混改取得新成效,上证报
4251,2021-01-21,晚间重要公告2021年1月21日星期四,Wind
4252,2021-01-21,在山东，追寻转型中国的答案,经济观察网
4253,2021-01-21,中国化学(601117.SH)：华陆公司实施混改万华化学及西安共赢入股,格隆汇
4254,2021-01-21,刚刚，首位千亿基金经理诞生！十大明星经理重仓股大曝光（附名单）,证券时报网
4255,2021-01-21,陈光明睿远基金四季度调仓：三一重工遭剔除，福耀玻璃等新进,红周刊
4256,2021-01-21,中国化学：引入万华化学参与子公司混合所有制改革,格隆汇
4257,2021-01-21,中国化学：万华化学和西安共赢合计受让子公司华陆公司49%股权,格隆汇
4258,2021-01-21,中国化学：子公司华陆工程科技混改引入万华化学和西安共赢,Wind
4259,2021-01-21,明星基金经理最新持仓浮出水面！“四冠王”赵诣大幅加仓新能源股，刘彦春增持贵州茅台和五粮液,新浪
4260,2021-01-21,明星基金经理重仓股大曝:含傅鹏博、张坤、刘格菘、赵诣等,中国基金报
4261,2021-01-21,十大明星经理重仓股曝光！刘格菘4基金顶格买入一股,中国基金报
4262,2021-01-21,超重磅！刚刚，首位千亿基金经理诞生！傅鹏博、张坤、刘格菘、刘彦春、冯波、赵诣等十大明星经理重仓股大曝光！,中国基金报
4263,2021-01-21,明星基金调仓曝光！“四冠王”赵诣大幅加仓新能源股，萧楠半数仓位在白酒股,中证报
4264,2021-01-21,睿远旗下两只公募基金四季报出炉,上证报
4265,2021-01-21,陈光明旗下基金调仓曝光！赵诣、傅鹏博加仓新能源,中证报
4266,2021-01-21,陈光明旗下基金调仓曝光！“四冠王”赵诣大幅加仓新能源股，刘格菘股票仓位创新高,中证报
4267,2021-01-21,睿远基金旗下基金四季报出炉 继续保持高仓位运作,中证网
4268,2021-01-21,睿远基金最新持仓：这些股新进仓位前十，称今年回报可能会下降,澎湃新闻
4269,2021-01-21,刚刚，首位千亿基金经理诞生！十大明星经理重仓股大曝光（附名单）,中国基金报
