,2021-12-31,海螺水泥：持续节能降耗管控 保持竞争比较优势,新浪
3683,2020-05-17,【华泰建筑建材鲍荣富】2020年1-4月建材投资数据点评：需求强劲复苏，Q2值得期待,华泰建筑建材研究
3684,2020-05-16,上海市等向缅方提供医疗物资援助,商务部
3685,2020-05-15,中国企业品牌价值几何？“外滩品牌榜”揭晓答案（附榜单）,上观
3686,2020-05-15,小摩减持海螺水泥(00914)118.88万股，每股作价59.35港元 减持股份,智通财经
3687,2020-05-15,智通港股空仓持单统计|5月15日,智通财经
3688,2020-05-15,442亿主力资金近三日撤出融资融券概念股,证券时报网
3689,2020-05-15,海螺水泥：探究海螺水泥的资源价值,方正证券
3690,2020-05-15,5月15日主力资金净流出134亿元,证券时报网
3691,2020-05-15,智通AH统计|5月15日,智通财经
3692,2020-05-15,海螺水泥又一座矿山被认定为省级绿色矿山,中国水泥网
3693,2020-05-15,海螺水泥(600585)：探究海螺水泥的资源价值,方正证券
3694,2020-05-15,5G赋能 数字海螺智能工厂创新升级,中安在线
3695,2020-05-15,5月15日午盘主力巨资抢筹四大板块(附股),金融界
3696,2020-05-15,港股午评：恒指早盘V型反转涨0.4%,证券时报网
3697,2020-05-15,【权益变动】海螺水泥(00914-HK)被摩根大通减持约118.88万股 减持股份,财华社
3698,2020-05-15,"【国泰君安国际】晨报：市场印证我们5月观点：美国流动性外溢,资金回流配置港股 2020年7月7日周二",国泰君安证券香港
3699,2020-05-15,国泰君安国际**环球早间速递**2020年5月26日周二,国泰君安证券香港
3700,2020-05-15,智通港股通持股解析|5月15日,智通财经
3701,2020-05-15,智通港股通资金流向统计(T+2)|5月15日,智通财经
3702,2020-05-15,沪指叩关年线 八大券商辩牛熊,中证报
3703,2020-05-15,八大券商辩牛熊：分化愈演愈烈 多条主线掘金后市,中证报
3704,2020-05-15,格隆汇港股通5日资金流入流出排行榜 | 5月14日,格隆汇
3705,2020-05-14,连续3日净买入 海螺水泥获沪股通净买入1.86亿元,证券时报网
3706,2020-05-14,陆股通净卖出13.25亿元（附名单）,证券时报网
3707,2020-05-14,【收盘简评】2020-05-14,赢家之星
3708,2020-05-14,5月14日主力资金流向日报,证券时报网
3709,2020-05-14,476亿主力资金近三日撤出融资融券概念股,证券时报网
3710,2020-05-14,27股主力资金净流入超亿元,证券时报网
3711,2020-05-14,130只个股创历史新高:机构更爱大蓝筹小票真没机会?,上证报
3712,2020-05-14,大盘回到前期支撑位，市场跷跷板效应还存在吗？,金融界
3713,2020-05-14,智通AH统计|5月14日,智通财经
3714,2020-05-14,恒指收跌1.45% 乳制品板块领跌,中新经纬
3715,2020-05-14,A股收评：全天弱势市场跌近1%，数字货币，军工概念逆势走强,格隆汇
3716,2020-05-14,冀东水泥2017年将采暖季过剩水泥和熟料销售给海螺水泥,冀东水泥
3717,2020-05-14,提升95位丨海螺水泥名列“全球上市公司2000强”第312位,数字水泥
3718,2020-05-14,海螺、中国建材等水泥企业入选福布斯“全球企业2000强”榜单,中国水泥网
3719,2020-05-14,恒指低开0.59% 保险板块领跌,中新经纬
3720,2020-05-14,凯利泰上市八年利润增近八倍 吸引机构大佬作战投,新浪
3721,2020-05-14,10家公司公告有看点 大资金或已提前进场,巨丰财经
3722,2020-05-14,智通港股通持股解析|5月14日,智通财经
3723,2020-05-14,杠杆资金5天加仓近300亿 一大批股票创新高（名单）,中证报
3724,2020-05-14,不惧高估值 金牛私募与北向资金紧盯二线白马,中证报
3725,2020-05-14,凯利泰上市八年主业利润增近八倍 吸引淡马锡高瓴资本近11亿参与定增,长江商报
3726,2020-05-14,智通港股通资金流向统计(T+2)|5月14日,智通财经
3727,2020-05-14,不惧高估值看好结构牛 金牛私募与北向资金紧盯二线白马,中证报
3728,2020-05-13,近10个交易日107股创新高，它们有个最大特点,中证报
3729,2020-05-13,海螺水泥现1笔大宗交易 共成交200.23万元,新浪
3730,2020-05-13,数据复盘| 市场主力资金连续三日净流出 北向资金净买入药明康德等股,证券时报网
3731,2020-05-13,完胜外资！杠杆资金5天加仓近300亿，一大批股票创新高（名单）,中证报
3732,2020-05-13,智通AH统计|5月13日,智通财经
3733,2020-05-13,最被看好十大港股：小摩予华润啤酒目标价45港元,新浪
3734,2020-05-13,【华创建筑建材】水泥行业深度研究报告（二）：西北水泥：供给格局持续优化，新疆甘肃基建加码保障需求,华创建筑建材研究
3735,2020-05-13,泰林科建上升25% 创上市新高,新浪
3736,2020-05-13,新余工业经济运行持续向好,江西人民政府
3737,2020-05-13,大摩：内地水泥股估值有更多提升空间 板块首选海螺水泥(00914)及中国建材(03323),智通财经
3738,2020-05-13,泰林科建升近14% 创上市新高,新浪
3739,2020-05-13,大摩：基建需求和供给缺口支撑提价升水泥股目标价,格隆汇
3740,2020-05-13,5月13日港股午评：恒指低开高走平收,证券时报网
3741,2020-05-13,大摩:上调中国水泥股目标价 基建需求和供给缺口支撑提价,证券时报
3742,2020-05-13,安徽省4月份散装水泥供应量创历史同期新高,数字水泥
3743,2020-05-13,摩根士丹利：上调中国水泥股目标价基建需求和供给缺口支撑提价,格隆汇
3744,2020-05-13,总投资1000亿！海螺集团又有大动作！,中国水泥网
3745,2020-05-13,券商首次关注2股并给予买入评级（5月13日）,Wind
3746,2020-05-13,水泥板块多股创历史新高 逾6成个股遭主力资金减持 减持股份,中证报
3747,2020-05-13,智通港股通占比异动统计|5月13日,智通财经
3748,2020-05-13,30股获券商买入评级 御家汇目标涨幅达80.34%,Wind
3749,2020-05-13,智通港股通持股解析|5月13日,智通财经
3750,2020-05-13,智通港股通资金流向统计(T+2)|5月13日,智通财经
3751,2020-05-13,北上资金抢筹“核心资产”频创新高 私募拒绝追高公募崇尚“业绩为王”,21世纪经济报道
3752,2020-05-13,市场需求攀升水泥企业迎来估值修复期,证券时报
3753,2020-05-13,北上资金抢筹“核心资产”：公募崇尚“业绩为王”,21世纪经济报道
3754,2020-05-12,睿投顾：三大指数呈现弱势整理 水泥板块却逆势大涨,恒泰头派账户
3755,2020-05-12,高瓴资本再度现身定增市场 拟参与凯利泰增发,每日经济新闻
3756,2020-05-12,复工推进多地水泥需求攀涨 市场价格较年初高点仍有差距,e公司
3757,2020-05-12,千亿级大白马被买爆 A股“核心资产”股价刷出新高！,第一财经
3758,2020-05-12,海螺、祁连山、中材水泥入选甘肃第一批绿色制造体系名单,中国水泥网
3759,2020-05-12,千亿市值“白马”齐创新高，背后是资金“买买买”,第一财经
3760,2020-05-12,海螺水泥股价再创历史新高,上证报
3761,2020-05-12,沪指2900点展开争夺 多家公司股价再创新高,中国证券网
3762,2020-05-12,智通港股通占比异动统计|5月12日,智通财经
3763,2020-05-12,智通港股通持股解析|5月12日,智通财经
3764,2020-05-12,银河证券：需求回补利好水泥及消费建材行业龙头,证券时报网
3765,2020-05-12,千亿级大白马被买爆，A股核心资产股价创新高,中国基金报
3766,2020-05-12,多家千亿市值龙头企业齐创新高，股价创新高的背后逻辑是什么？,搜狐
3767,2020-05-12,超级大单：痛失全球第一宝座 6亿资金恐慌出逃千亿巨头,金融界
3768,2020-05-12,沪指2900点展开争夺战 优质资产筹码有望更集中,上证报
3769,2020-05-12,沪指2900点展开争夺战，多家千亿市值公司股价再创新高,Wind
3770,2020-05-12,【信达看盘】2020.5.12,信达证券上海
3771,2020-05-12,水泥也疯狂？疫情压制需求二季度集中释放 年内“拐点”确立量价齐升,21世纪经济报道
3772,2020-05-11,挖掘机股价全部创新高,华讯财经
3773,2020-05-11,侃财丨创新高的龙头股，都有这个特性,证券时报网
3774,2020-05-11,【国信建材|周观点】水泥出货再创新高，玻璃价格或现年内拐点,国信证券建材研究
3775,2020-05-11,大基金二期重磅出击！20多亿投向紫光展锐！重大玄机你看懂了吗？,每日经济新闻
3776,2020-05-11,重磅！大基金二期大出手！20多亿投向紫光展锐！重大玄机你看懂了吗？高毅冯柳爆买这只股，持股市值近30亿！,每日经济新闻
3777,2020-05-11,机构：基建发力 把握建材板块长线布局机会,中国财富网
3778,2020-05-11,智通AH统计|5月11日,智通财经
3779,2020-05-11,A股市场主力资金净流出321.95亿元 中天科技净流入额居首,中证网
3780,2020-05-11,52股盘中创历史新高 牛股背后显现三特征,中证网
3781,2020-05-11,北向资金延续流入把握“两会”窗口期,财界网
3782,2020-05-11,市场短调需求强烈 大盘回补缺口目标不变,金融界
3783,2020-05-11,4只千亿市值龙头齐创历史新高！大资金狂买 什么情况？,上证报
3784,2020-05-11,刚刚，大资金狂买千亿市值龙头股！什么情况？,上证报
3785,2020-05-11,午市前瞻：看好腾讯首季表现 恒指短线上望25000点,新浪
3786,2020-05-11,水泥股普遍造好 中国建材及海螺水泥各涨3%,新浪
3787,2020-05-11,恒指高开0.99% 家庭电器板块领涨,中新经纬
3788,2020-05-11,水泥建材板块早盘集体走强 金圆股份涨停,金融界
3789,2020-05-11,水泥股早盘集体走强 福建水泥涨超4%,e公司
3790,2020-05-11,太平洋证券：水泥板块行情或贯穿全年,格隆汇
3791,2020-05-11,智通港股通占比异动统计|5月11日,智通财经
3792,2020-05-11,智通港股通持股解析|5月11日,智通财经
3793,2020-05-11,智通港股通资金流向统计(T+2)|5月11日,智通财经
3794,2020-05-11,中泰证券：西北水泥高弹性 B端品牌建材加速成长,金融界
3795,2020-05-11,取消QFII额度限制利好A股,中国经济时报
3796,2020-05-10,【中信证券建筑水泥】水泥周报：发货强劲，库存消化，短期价格进入上行通道（20200510）,Citics建筑
3797,2020-05-10,【太平洋策略-流动性周报】两融和外资持续流入,周雨策略观察
3798,2020-05-10,恒瑞医药一年学术推广费近75亿花哪儿了,第一财经
3799,2020-05-10,解密恒瑞医药营收疾进：近1.5万销售人员一年花费85亿,第一财经
3800,2020-05-09,市场进入“政策预期”博弈阶段,股市动态分析
3801,2020-05-09,[原创]环保收官之年，水泥行业“超低排放”时代真的来了！,中国水泥网
3802,2020-05-08,但斌一季度买了啥？这份产品管理报告揭秘：五大重仓股现身,金融界
3803,2020-05-08,重磅！QFII和RQFII不再限购，“抬轿子”的来了？,格隆汇
3804,2020-05-08,金融开放迎重磅利好 逾3000股齐涨！,中投网
3805,2020-05-08,智通AH统计|5月8日,智通财经
3806,2020-05-08,业绩承压下股价仍一路开挂 海螺水泥底气何在？|解财报 盈利能力下降,第一财经
3807,2020-05-08,中国砂石协会会长胡幼奕预判砂石开采业三大必然趋势,中国水泥网
3808,2020-05-08,A股市值半日增7700亿！券商：反弹持续关键看这个指标,中证报
3809,2020-05-08,巨丰数据赢｜北上资金流出是短期现象 低估科技龙头或将启动,巨丰财经
3810,2020-05-08,西部水泥涨近9%创5年高位水泥股票近期行情如何?2020年水泥行业发展现状,新浪
3811,2020-05-08,水泥股造好 西部水泥涨近9%创5年高位,新浪
3812,2020-05-08,西部水泥升近11%创52周新高 暂连升4日,新浪
3813,2020-05-08,光大证券点评建材行业财报：聚焦水泥和消费建材龙头企业,金融界
3814,2020-05-08,【信达看盘】2020.5.8,信达证券上海
3815,2020-05-08,粤开策略：陆股通逆势增持3只个股超1亿元,金融界
3816,2020-05-08,重磅新规落地！股债迎来长期利好，这些个股要关注,中国财富网
3817,2020-05-08,趋势巡航：晚间利好 两类股受益,金融界
3818,2020-05-08,A股头条：央行取消QFII/RQFII额度限制 工信部深入推进移动物联网全面发展,金融界
3819,2020-05-07,【收盘简评】2020-05-07,赢家之星
3820,2020-05-07,但斌一季度买了什么？这只产品的管理报告揭秘：五大重仓股现身，擒获两只“猪周期”龙头股！,每日经济新闻
3821,2020-05-07,高瓴资本启动130亿美元新一轮募资，张磊重仓做多中国,21世纪经济报道
3822,2020-05-07,A股“嗨了”！央行放出超级大招！,中国基金报
3823,2020-05-07,北向资金5月7日净买入居前股：三七互娱、三一重工、海螺水泥,上游新闻
3824,2020-05-07,数据复盘|市场主力资金连续两日净流出 21股资金净流入超亿元,证券时报网
3825,2020-05-07,智通港股解盘(05.07) | 非农数据恐不乐观恒指再度调整 国产替代是未来大方向,智通财经
3826,2020-05-07,北上资金净卖出格力电器4.14亿、白云机场2.9亿元,格隆汇
3827,2020-05-07,北向资金今日净卖出格力电器4.14亿元,e公司
3828,2020-05-07,北向资金今日净流出31.48亿元，三七互娱逆势获净买入2.72亿元,Wind
3829,2020-05-07,沪深两市主力资金净流出246.24亿元 五粮液净流入额居首,中证网
3830,2020-05-07,环能国际上升78% 创1个月新高,新浪
3831,2020-05-07,央视经济信息联播聚焦海螺水泥,数字水泥
