,2021-12-31,国金证券积极落实乡村振兴 助力农村产业升级,中证网
1305,2020-09-21,港股创三个月新低，国联证券在港股通“北水”推动下大涨36%,21世纪经济报道
1306,2020-09-21,这一次，行情能否捅破“天花板”,搜狐
1307,2020-09-21,收盘综述：午后主要指数均收阴 国防军工板块涨幅居前,新浪
1308,2020-09-21,国联闪电上市“精准”并购，券业新一轮并购潮启幕？,第一财经
1309,2020-09-21,“金联”证券合并引市场分歧，空头和多头对掐开始了,21世纪经济报道
1310,2020-09-21,2分钟读财报|9.20国金国联官宣合并 中小券商整合大幕开启？,新浪
1311,2020-09-21,兴证期货研发中心股指期货早报,新浪
1312,2020-09-21,基金周报：券商合并拉开序幕，市场启动一触即发（附基）,金融界
1313,2020-09-21,国联国金证券合并，近千亿券商起航,经济日报
1314,2020-09-21,每日全球并购：国联国金证券合并，奥园健康斥资6.91亿元收购连天美55%股权（09/21）,晨哨网
1315,2020-09-21,杨德龙：当前市场多空分歧较大 建议逢低布局迎接四季度反弹行情,新浪
1316,2020-09-21,"盘中暴涨75%！""牛市旗手""情绪又被点燃，还有多少空间可以想象？多只券商股遭灵魂追问，并购大戏要上演？",券商中国
1317,2020-09-21,基金收评 | 指数震荡走弱，军工股成两市主线！后期行情如何？,第一财经
1318,2020-09-21,策略研究：盈利改善延续 低估值顺周期仍是占优赛道,华安证券
1319,2020-09-21,合并利好刺激，国联证券港股大涨35%，股民“撮合”多家券商合并,时代在线
1320,2020-09-21,资金提前进入过节模式！北向资金出逃65亿，暴风退跌20%，股民:上升趋势不改,网易
1321,2020-09-21,A股冲高回落沪指跌0.63%外资大幅净流出节前避险情绪升温,财华社
1322,2020-09-21,国联证券港股冲高回落 全日上涨35.85%,证券时报网
1323,2020-09-21,巨·热点 | 市场调整回落 五板块盘中受追捧！,巨丰财经
1324,2020-09-21,国联吸收合并国金 券商行业整合大幕开启？,新浪
1325,2020-09-21,收评：港股恒指大跌2.06% 小米暴跌6.6%汇丰今年股价腰斩 连续下跌,新浪
1326,2020-09-21,A股收盘：北向资金净卖出超60亿 舍得酒业被实施风险警示,英为财情
1327,2020-09-21,李志林丨大金融开启“秋抢”行情，大盘首要收复五周线,中金在线
1328,2020-09-21,巨丰收评：券商板块左右市场,巨丰财经
1329,2020-09-21,巨丰投顾：大盘反弹遇阻后盘整 券商板块左右市场,新浪
1330,2020-09-21,[公司]国金证券停牌筹划重组 拟与国联证券合并,全景网
1331,2020-09-21,市场要闻 | 券商“双国”联姻，或带动市场重获“牛市曙光”,36氪
1332,2020-09-21,刚刚，国联证券H股一度大涨75%！“蛇吞象”后市值近千亿，国金证券将退市？,搜狐
1333,2020-09-21,合并官宣 券商板块高开低走！国金证券最新回应：优势互补 看好合并前景,中证报
1334,2020-09-21,券业合并传闻被坐实!并购重组提升大金融券商股集体上扬,财华社
1335,2020-09-21,国联吸并国金 券业还有哪些合并值得期待？,第一财经
1336,2020-09-21,合并官宣 券商板块高开低走 国金回应:优势互补 看好合并前景,中证报
1337,2020-09-21,太突然！军工板块早盘全线上扬，什么情况？,上证报
1338,2020-09-21,最多暴涨75%！刚刚，国联证券港股带头，两市证券股涨嗨了！机构：10月做多机会来了,证券时报网
1339,2020-09-21,A股再陷调整原因曝光两大题材表现强势或迎机遇,搜狐
1340,2020-09-21,午评：港股恒指跌0.95% 科技股集体走低军工股走高,新浪
1341,2020-09-21,巨丰投顾：千亿合并终落地 A股新行情是否提前上演？,新浪
1342,2020-09-21,犀牛财经早报：国联、国金合并官宣 舍得酒业回应将被“ST”,GPLP犀牛财经
1343,2020-09-21,巨丰午评：大盘高开低走 震荡符合预期,巨丰财经
1344,2020-09-21,巨丰视角：千亿合并终落地 券商大涨再掀风云 A股新行情是否提前上演？,巨丰财经
1345,2020-09-21,港股周策略：金融、地产料崛起，乐享互动、华住、明源云IPO,老虎证券
1346,2020-09-21,解盘：消费金融低迷，军工、今日头条、生物育种略涨,Wind
1347,2020-09-21,国联证券H股开盘暴涨75%！两大证券合并，A股将重演2014年下半年行情？,上游新闻
1348,2020-09-21,国联证券在香港大幅回落至43% 从高点计一手浮亏570港元 亏损,新浪
1349,2020-09-21,上市仅两个月的国联证券，要“吞并”国金证券？千亿市值券商或诞生！业内看法：大势所趋,国际金融报
1350,2020-09-21,合并落地！A股券商集体高潮，港股国联证券一度大涨75%,格隆汇
1351,2020-09-21,大参考：国家顶层政策强力助推 体育产业成长空间巨大,巨丰财经
1352,2020-09-21,国联证券、国金证券官宣“联姻” ，券商股阶段性上涨行情有望开启,第一财经
1353,2020-09-21,国金证券回应合并：优势互补共谋发展 对整合后业务进步充满信心,中证网
1354,2020-09-21,首例上市券商合并拉开序幕 国联证券筹划吸收合并国金证券,证券日报
1355,2020-09-21,国联证券港股高开75.07%，拟换股吸收合并国金证券,澎湃新闻
1356,2020-09-21,【港股通】筹划合并国金证券引爆市场热点 国联证券开盘冲高涨超75%,凤凰网
1357,2020-09-21,国联证券国金证券合并推动券商股集体上涨,凤凰网
1358,2020-09-21,三大股指全线翻绿 券商板块涨幅收窄,上证报
1359,2020-09-21,券商板块大幅拉升，国联证券拟合并国金证券，券业合并望加速,证券时报网
1360,2020-09-21,行业点评 | 行业兼并重组趋势加速，龙头优势显著,丁丁带你玩转金融
1361,2020-09-21,国联证券高开逾75% 报6.25港元,新浪
1362,2020-09-21,“金联”证券横空出世路径猜想：国金像宏源一样退市？,21世纪经济报道
1363,2020-09-21,国联证券H股高开75.07%,上证报
1364,2020-09-21,国联证券、国金证券“联姻” 券商板块大幅高开：浙商证券涨停,金融界
1365,2020-09-21,证券行业快报：国联证券吸收合并国金证券快评,新浪
1366,2020-09-21,国联证券拟吸收合并国金证券事件点评：合并后综合实力明显提升 总市值迈向千亿,新浪
1367,2020-09-21,开盘：恒指高开0.12% 国联证券拟合并国金证券H股涨75.07%,金融界
1368,2020-09-21,国联证券拟蛇吞象合并国金证券 H股涨75.07%创四年新高,金融界
1369,2020-09-21,"快讯：恒指高开0.12% ""双国""合并国联证券H股暴涨75%",新浪
1370,2020-09-21,机构：沪指站稳3300点 期指维持高抛低吸,新浪
1371,2020-09-21,快讯：国联证券H股开盘大涨75% 拟与国金证券合并,新浪
1372,2020-09-21,筹划吸收合并国金证券国联证券(1456.HK)跳涨75.07%,格隆汇
1373,2020-09-21,【行情】国联证券港股开盘涨超70%，消息面上，国联证券发布公告称拟吸收合并国金证券,金十数据
1374,2020-09-21,【国君非银】并购提升规模为先，机制改善更为重要——国联证券拟吸收合并国金证券事件点评,欣琦看金融
1375,2020-09-21,今日操盘：A股机构持股市值创新高数字货币真要来了？,经济日报
1376,2020-09-21,【非银】券业又现合并，看好做大做强导向下板块投资价值——非银金融行业周报——看好,渤海证券研究
1377,2020-09-21,操盘必读｜国联国金官宣合并；暴风集团进入退市整理期；舍得酒业将被ST；美推迟禁止下载TikTok禁令,上游新闻
1378,2020-09-21,最新公告透露利好 13只个股有望爆发（09.21）,中金在线
1379,2020-09-21,9月21日 13股盘前利好公告速递,中财网
1380,2020-09-21,A股早报2020年9月21日星期一,Wind
1381,2020-09-21,国联证券国金证券合并引爆券商股 A股将重演2014年下半年行情？,证券时报网
1382,2020-09-21,国金国联两大券商确认合并 多股望走上涨行情,巨丰财经
1383,2020-09-21,今起A股停牌H股不停牌 国金证券回应合并热点问题,上证报
1384,2020-09-21,国联与国金官宣“联姻” ！期货业务有望整合,期货日报
1385,2020-09-21,“双国”合并，券商再次吹响牛市号角？,Wind
1386,2020-09-21,大金融托底！两点转机托住底线！,财经
1387,2020-09-21,时代点金（0921）：南国置业确认28.26亿业绩承诺,时代在线
1388,2020-09-21,券商千亿合并官宣前，股价双双涨停！网友：麻烦查查内幕交易,网易
1389,2020-09-21,【四大证券报精华摘要】9月21日,新华网
1390,2020-09-21,国联证券与国金证券官宣“联姻” ！同业竞争下期货业务有望整合,期货日报
1391,2020-09-21,晚间公告热点追踪：看不懂！雅戈尔一边拟回购一边要减持,新浪
1392,2020-09-21,股海导航 9月21日沪深股市公告提示,新浪
1393,2020-09-21,智通港股早知道︱(9月21日)国联证券(01456)拟吸收合并国金证券，关注中资券商股波动,智通财经
1394,2020-09-21,四大报摘要：首例上市券商合并拉开序幕,证券日报
1395,2020-09-21,早知道：国联证券筹划合并国金证券；特斯拉电池发布会召开在即,e公司
1396,2020-09-21,国联、国金正式官宣合并 券商再次吹响牛市号角？,Wind
1397,2020-09-21,国联证券拟“吸并”国金证券，券业混改谋求1+1>2,Wind
1398,2020-09-21,国内财经媒体头版2020年9月21日星期一,Wind
1399,2020-09-21,巨丰早评：券商重组拉开大幕,巨丰财经
1400,2020-09-21,国联证券将并购国金证券？中国证券公司的蛇吞象大战要来了？,搜狐
1401,2020-09-21,首例上市券商合并拉开序幕，国联证券筹划吸收合并国金证券,Wind
1402,2020-09-21,并购拉开帷幕 券商股或起,财富动力网
1403,2020-09-21,券商又迎并购利好 金融护盘A股稳了!,财富动力网
1404,2020-09-21,国联证券拟“吸并”国金证券 券业混改谋求1+1>2,上证报
1405,2020-09-21,国联证券拟合并国金证券 望跻身券商第一梯队,证券时报
1406,2020-09-21,国联证券拟吸收合并国金证券 预计停牌不超10个交易日,中证报
1407,2020-09-21,券商并购潮涌 国联证券鲸吞国金证券,北京商报
1408,2020-09-21,强化顺周期行业配置，奇正转债建议参与—可转债周报【华创固收丨周冠南团队】20200920,华创债券论坛
1409,2020-09-20,国联证券拟与国金证券整合 双方透露融合意图,经济观察网
1410,2020-09-20,应完善重组审核与股票异常交易挂钩制度,每日经济新闻
1411,2020-09-20,9月21日上市公司重要公告集锦：国联证券拟换股吸收合并国金证券两券商9月21日起停牌-亚汇网,--
1412,2020-09-20,上市券商月度数据披露要求取消，专家称考虑公平和减轻负担,澎湃新闻
1413,2020-09-20,公告精选：国联证券拟换股吸收合并国金证券；首家“友阿中免美妆化妆品综合店”开业,e公司
1414,2020-09-20,【提前看】20日公告精选：雅戈尔拟不超15亿元回购；国联证券拟换股吸收合并国金证券，股票双双停牌,证券时报网
1415,2020-09-20,国金证券：与国联证券签署吸收合并意向协议 控股股东拟转让7.82%公司股份 减持股份,证券日报
1416,2020-09-20,又一桩内幕交易？国联国金证券合并的追问,新浪
1417,2020-09-20,国联证券、国金证券双双承认并购，业内：四类主体将受益，最大阻力或来自国金中小股东！,每日经济新闻
1418,2020-09-20,又一千亿券商来了！国联将合并国金证券，中信班底涌金系发力,澎湃新闻
1419,2020-09-20,国联、国金合并传闻成真，上周五双双涨停，股民质疑内幕交易,南都报
1420,2020-09-20,国联、国金合并官宣 券商股能否带领市场走出盘整？,新浪
1421,2020-09-20,券商板块王者归来，今年最后一波吃饭行情来啦？,老司基一枚
1422,2020-09-20,国联证券(01456)拟以发行A股股票的方式吸收合并国金证券,智通财经
1423,2020-09-20,国联证券鲸吞国金证券揭开面纱 券商业并购暗潮涌动,北京商报
1424,2020-09-20,券商“合并”真的来了！催化剂效果或引爆券商股更大级别行情,红周刊
1425,2020-09-20,国联证券(01456-HK)配合合并国金证券建议A股21日起暂停买卖,财华社
1426,2020-09-20,是真的！国联证券合并国金证券，市值合计930亿，此前股票双双涨停,和讯
