,2021-12-31,【银华基金】交易日报 2021-12-31,新浪
3310,2021-03-11,牛年七成基金亏损：益民基金包揽亏损冠亚军，东方周期优选亏出新低,21世纪经济报道
3311,2021-03-11,银行业点评：新增社融表现超预期 金融机构信贷结构持续优化,新浪
3312,2021-03-11,银行基本面跟踪二十八：需求旺 政策稳-2月社融、信贷点评,新浪
3313,2021-03-11,银行业2021年2月金融数据点评：需求恢复 融资乐观,新浪
3314,2021-03-11,中泰证券--银行角度看2月社融：实体信贷需求旺盛，板块景气度向【行业研究】,金融界股吧
3315,2021-03-11,A股机会掘金：银行股强势崛起！有色、水泥等板块掀涨停潮 抓住机会了吗？,中金在线
3316,2021-03-11,成交量创年内新低后，银行率先发力引领反击，中金给出40%上涨目标价,财联社
3317,2021-03-11,【异动股】银行板块拉升，宁波银行(002142-CN)涨7.09%,财华社
3318,2021-03-11,宏观需求持续向好，银行板块受提振，招商银行等大涨,证券时报网
3319,2021-03-11,兴业银行大涨5.16%，近5日共流出39847.6万元,中新经纬
3320,2021-03-11,【行情】银行板块开盘走高，江苏银行涨逾4%，招商银行、兴业银行、南京银行跟涨,金十数据
3321,2021-03-11,A股融资融券日报：两融余额减少53.4亿元（3月10日）,Wind
3322,2021-03-11,银行角度看2月社融：实体信贷需求旺盛，板块景气度向上【中泰金融·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
3323,2021-03-10,兴业银行现2笔大宗交易 共成交541.58万元,新浪
3324,2021-03-10,兴业银行今日大宗交易成交23.66万股，成交价22.89元溢价0.0%,Wind
3325,2021-03-10,宋城演艺跌5.26% 兴证全球基金旗下两只混基持股,中国经济网
3326,2021-03-10,兴业银行：计划于4月13日赎回300亿元“16兴业银行二级”,Wind
3327,2021-03-10,兴业银行泸州分行持续开展防范电信网络诈骗宣传活动,金融投资报
3328,2021-03-10,8只“牛市超额收益明显，熊市风险控制强”基金,养基司令
3329,2021-03-10,上海清算所年度评选揭晓 兴业银行斩获11个奖项,兴业银行
3330,2021-03-10,A股融资融券日报：两融余额减少116.86亿元（3月9日）,Wind
3331,2021-03-09,股市大幅回调银行板块跑赢大盘：四大行逆势上涨，招商、平安等跌超10%,21世纪经济报道
3332,2021-03-09,350家银行最新同业存单发行计划、总资产及不良率排名,金融界
3333,2021-03-09,2月银行业罚单报告：共218张罚单，中信银行领16张,Wind
3334,2021-03-09,东北证券--银行业周报：解读政府工作报告，银行上涨确定【行业研究】,金融界股吧
3335,2021-03-09,A股融资融券日报：两融余额减少48.58亿元（3月8日）,Wind
3336,2021-03-09,【读财报】超半数银行发布业绩快报：净利润普遍增长 资产质量整体向好,面包财经
3337,2021-03-09,利率走高大盘跌 机构唱多银行股：估值过低,财富动力网
3338,2021-03-08,“她力量”崛起 38家A股上市银行女性董监高一览,新浪
3339,2021-03-08,银行行业报告：基本面有望持续改善 看好板块估值提升,新浪
3340,2021-03-08,金融科技赋能 兴业银行持续提升小微企业开户体验,金融界
3341,2021-03-08,大连银行业青年员工以行动弘扬志愿者精神,中国金融新闻网
3342,2021-03-08,财信证券--银行行业点评：贷款利率回升，关注资产质量【行业研究】,金融界股吧
3343,2021-03-08,金融行业周报(第九周),新浪
3344,2021-03-08,A股融资融券日报：两融余额减少69.43亿元（3月5日）,Wind
3345,2021-03-08,银行业：如何看本轮银行股估值修复空间？,新浪
3346,2021-03-08,【策略*姚佩】节后外资买了什么、卖了什么？东吴策略·行业风火轮,东吴研究所
3347,2021-03-08,戴志锋：贷款利率上升 有望持续较长时间,新浪
3348,2021-03-07,专题 | 贷款利率上升，有望持续较长时间——供求关系与监管政策【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
3349,2021-03-07,各种茅集体重挫，昔日跌停“绞肉机”却暴涨100%！,Wind
3350,2021-03-06,银行业2021年春季投资策略：从区域分化视角看银行股投资逻辑,光大证券
3351,2021-03-06,券商承销债券低价“过招”,Wind
3352,2021-03-06,七成银行股估值过低渐被看多,新浪
3353,2021-03-05,低位低价股二级市场表现火爆 “杀猪盘”股逆袭,第一财经
3354,2021-03-05,刚刚，*ST工新被宣布退市，业绩巨亏20亿，近5万股东踩雷！“杀猪盘”股逆袭，8天7板股价翻倍，光伏龙头很“受伤” 重大损失,证券时报
3355,2021-03-05,银行涉房贷款出台集中度管理制，昆明银行咋放贷？专家详解,搜狐
3356,2021-03-05,银行业哪家强？100家贡献整个行业95%净利,Wind
3357,2021-03-05,2020年中国银行业100强榜单出炉,证券时报
3358,2021-03-05,中国平安、招商银行、中国人寿、兴业银行均跌超3%,Wind
3359,2021-03-05,银行股走弱，宁波银行跌超6%,Wind
3360,2021-03-05,A股融资融券日报：两融余额减少79.03亿元（3月4日）,Wind
3361,2021-03-05,3月券商金股出炉：61股获2家以上机构推荐,证券时报
3362,2021-03-05,3月券商金股出炉：61股获2家以上机构推荐,Wind
3363,2021-03-05,邮储兴业位置互换 百强创造行业95%净利,证券时报
3364,2021-03-04,超级大单：资金扫货“宇宙行” 鼠年涨超10倍大牛股牛年已经跌懵,新浪
3365,2021-03-04,银行业复盘2017看2021：坚定看好大行,新浪
3366,2021-03-04,银行行业-复盘2017看2021：坚定看好大行,新浪
3367,2021-03-04,安信证券--银行业：银行股演绎进攻逻辑【行业研究】,金融界股吧
3368,2021-03-04,中泰证券--银行基本面周度跟踪：结构性存款余额1月小幅反弹，同业存单发行力度加大(增持)03-01【行业研究】,金融界股吧
3369,2021-03-04,【专栏】解析兴业消金业务数据：半年新增余额不到1亿，线上贷款业务占比降至4.66%,新流财经
3370,2021-03-04,金融报道|上市银行业绩整体预喜 机构看好未来行情,财经网
3371,2021-03-04,A股融资融券日报：两融余额增加31.85亿元（3月3日）,Wind
3372,2021-03-04,深度*行业*银行行业动态跟踪：大力不良处置提升行业估值 看好板块后续上涨行情,新浪
3373,2021-03-04,30家券商发布3月金股，四条选股主线曝光（附股）,Wind
3374,2021-03-04,业绩为王估值也要匹配,证券导报
3375,2021-03-04,2月陆股通持股分析：逆势加仓新能源，继续增配顺周期,金融界
3376,2021-03-03,【招商策略】逆势加仓新能源，继续增配顺周期——2021年2月陆股通持股分析,招商策略研究
3377,2021-03-03,39只银行股整体涨幅超3% 背后的逻辑是通货膨胀预期,华夏时报
3378,2021-03-03,银行：银行股演绎进攻逻辑,新浪
3379,2021-03-03,北上资金净买入90.10亿元中国平安净买入居首,证券时报网
3380,2021-03-03,3月券商金股名单出炉，16股人气火爆，四条选股主线曝光（附股）,证券时报网
3381,2021-03-03,各路资金争相抢筹 银行股成推动大盘上涨中坚力量,e公司
3382,2021-03-03,*ST时万：公司涉及诉讼 诉讼纠纷,Wind
3383,2021-03-03,上市银行业绩快报密集披露：整体向好 资产质量持续改善,中投网
3384,2021-03-03,上海清算所年度评选揭晓 兴业银行斩获11个奖项,财经网
3385,2021-03-03,银行保险爆发，外资加仓75亿，2000亿龙头却大跌,Wind
3386,2021-03-03,大宗商品超级周期来袭？银行股上演全面爆发 发生了什么,新浪
3387,2021-03-03,早盘平开高走 银行保险等大金融发力,第一财经
3388,2021-03-03,银行股大幅转暖，南京银行涨超7%,Wind
3389,2021-03-03,A股融资融券日报：两融余额增加19.67亿元（3月2日）,Wind
3390,2021-03-02,兴业消费金融又发15亿金融债，头部消金公司为何都爱发金融债？,华夏时报
3391,2021-03-02,赛为智能(300044.SZ)拟向兴业银行深圳分行申请不超1亿元综合授信额度,格隆汇
3392,2021-03-02,金融行业周报(第八周),新浪
3393,2021-03-02,中国银河--银行业2月行业动态报告：银行息差和不良率改善企业中长期贷款表现靓丽【行业研究】,金融界股吧
3394,2021-03-02,兴业银行落地市场首单绿色权益出资型票据,搜狐
3395,2021-03-02,金融市场流动性与监管动态周报：ETF逆势加仓 无风险利率继续上行,新浪
3396,2021-03-02,A股融资融券日报：两融余额增加77.25亿元（3月1日）,Wind
3397,2021-03-02,3月开门红！各种“茅”全面反攻，A股迎来业绩浪？,Wind
3398,2021-03-01,天和防务：为全资子公司向银行申请综合授信提供担保 大额借贷担保,Wind
3399,2021-03-01,猝不及防！11连板后，被砸一字跌停，咋回事,Wind
3400,2021-03-01,兴业证券：2月金股组合亏损1.32% 3月荐股名单出炉 亏损,新浪
3401,2021-03-01,首批个贷不良转让落地，国厚资产、广投资产各竞得一个资产包,Wind
3402,2021-03-01,顺周期关注度提升，机构称3月基本面修复趋势延续,Wind
3403,2021-03-01,中银证券3月金股出炉 兴业银行、中国太保等个股上榜,证券日报网
3404,2021-03-01,一周净买入23亿元！北向资金狂买这个行业！重点加仓股曝光,资本邦
3405,2021-03-01,中银证券研究部2021年3月金股组合,新浪
3406,2021-03-01,15亿元！兴业消费金融发行2021年首期金融债券,云掌财经
3407,2021-03-01,兴业银行等8股获融资净买入超亿元,证券时报网
3408,2021-03-01,融资客青睐6股，江苏吴中买入占比高达37.39%,Wind
3409,2021-03-01,A股融资融券日报：两融余额减少103.02亿元（2月26日）,Wind
3410,2021-03-01,20家上市银行业绩快报透露“暖”意：银行盈利增速有望加快回升,金融时报
3411,2021-03-01,盘前情报丨全球股市周五“跌”声一片，今天A股会跟吗？机构怎么看？,21世纪经济报道
3412,2021-03-01,【银河金融张一纬/武平平】行业动态 2021.2丨银行息差和不良率改善，企业中长期贷款表现靓丽,中国银河证券研究
3413,2021-03-01,金融周报：制度改革持续 把握金融加配机会,新浪
3414,2021-02-28,周度跟踪 | 结构性存款余额1月小幅反弹，同业存单发行力度加大【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
3415,2021-02-27,一周净卖出75亿元！北向资金大幅甩卖白酒股 重点加仓股名单曝光（附股）,21世纪经济报道
3416,2021-02-27,北上资金加仓银行股，2月份净买入逾400亿元,Wind
3417,2021-02-27,北上资金加仓银行股 2月份净买入逾400亿元,证券时报
3418,2021-02-26,北向资金今日净流出56.32亿元 大幅净买入兴业银行4.65亿元,中金在线
3419,2021-02-26,难忘今宵！A股再遭“黑色星期五”，全球风声鹤唳，风暴将至还是暂时性调整？,时代在线
3420,2021-02-26,暴跌4000亿！聪明钱“卖崩”茅台？持股市值暴降500亿，却疯狂加仓这一板块！ 连续下跌,证券时报网
3421,2021-02-26,北向资金今日净流出56亿元，净卖出五粮液8.73亿元,第一财经
3422,2021-02-26,农业银行拟再发14亿元信用卡不良资产ABS,Wind
3423,2021-02-26,独家！农业银行拟再发14亿元信用卡不良资产ABS,证券时报
3424,2021-02-26,北向资金今日净卖出56.32亿元，五粮液、贵州茅台持续遭抛售,Wind
3425,2021-02-26,1404亿资金争夺20股：主力资金重点出击3股(名单),新浪
3426,2021-02-26,开盘冲涨停，通信板块迎修复？北上资金节后紧急调仓,证券时报网
3427,2021-02-26,板块轮动加速，聪明资金紧急调仓，机构抱团股持续走低（名单）,网易
3428,2021-02-26,聪明资金悄然调仓换股 这些个股受青睐,第一财经
3429,2021-02-26,通讯行业大幅拉升，聪明资金紧急调仓，机构抱团股持续走低,证券时报网
3430,2021-02-26,开盘即冲涨停 这个板块迎来估值修复？聪明资金紧急调仓 机构抱团股持续走低,证券之星
3431,2021-02-26,哪些基金开年两个月，连续录得正收益？,养基司令
3432,2021-02-26,21家上市银行发布业绩报告 仅上海银行不良率上升 资产异常,新浪
3433,2021-02-26,A股融资融券日报：两融余额增加2.95亿元（2月25日）,Wind
3434,2021-02-25,性价比+价值风来袭：除了地产银行，还有这些,Wind
3435,2021-02-25,上市银行业绩好于预期，机构认为银行股上涨的逻辑具备丨牛熊眼,第一财经
3436,2021-02-25,太平洋--金证股份:高管宣布增持，中标多家资管机构【公司研究】,金融界股吧
3437,2021-02-25,【行情】银行板块活跃，重庆银行涨6%，兴业银行、招商银行、邮储银行、宁波银行等跟涨,金十数据
