,2021-12-31,大悦城对佛山淦盈提供1.75亿元担保 大额借贷担保,乐居财经
2688,2020-06-12,银行理财也亏钱了，中高收益理财产品短缺，一类基金有望补缺上位！,Wind
2689,2020-06-12,银行板块距离全面破净仅四步之遥，多家银行出手“护价”,21世纪经济报道
2690,2020-06-12,【浙商||银行】邮储银行：交易短期扰动，基本面仍稳健,大话金融
2691,2020-06-12,A股融资融券日报：两融余额增加30.2亿元（6月11日),Wind
2692,2020-06-12,1142只理财子公司产品得以登记，固收类占比近八成,Wind
2693,2020-06-11,A股融资融券日报：两融余额增加21.86亿元（6月10日）,Wind
2694,2020-06-10,A股融资融券日报：两融余额增加19.15亿元（6月9日）,Wind
2695,2020-06-09,债券重大事件2020年6月9日星期二,Wind
2696,2020-06-09,光大银行：“17宜华企业MTN001”违约后续 未按时兑付本息,Wind
2697,2020-06-09,银行业零售专题报告：短期零售业务增速放缓 中长期转型趋势不改,新浪
2698,2020-06-09,A股融资融券日报：两融余额增加47.53亿元（6月8日）,Wind
2699,2020-06-08,【万联银行|中期投资策略】波动向上 强者恒强,万联证券研究所
2700,2020-06-08,A股融资融券日报：两融余额减少11.51亿元（6月5日）,Wind
2701,2020-06-07,一笔8亿贷款6年有借无还 牵出千亿信贷大风波！,券商中国
2702,2020-06-06,陆家嘴财经早餐2020年6月6日星期六,Wind
2703,2020-06-06,汇金转让股权 光大集团整体上市猜想 资产异常,中国经营报
2704,2020-06-05,央行征信中心与工行、交行、光大银行应收账款融资服务平台战略合作,Wind
2705,2020-06-05,A股融资融券日报：两融余额增加19.61亿元（6月4日）,Wind
2706,2020-06-05,银行行业周报：金融11条释放改革红利 关注中小银行资本补充方案出台,新浪
2707,2020-06-04,金融反腐高压态势延续！一周内3名银行高管“落马”,券商中国
2708,2020-06-04,A股融资融券日报：两融余额增加27.1亿元（6月3日）,Wind
2709,2020-06-03,A股融资融券日报：两融余额增加41.39亿元（6月2日）,Wind
2710,2020-06-02,*ST赫美：全资子公司惠州浩宁达被申请破产清算 减资破产,Wind
2711,2020-06-02,中银证券：5月金股组合跌1.96% 6月荐股名单出炉,新浪
2712,2020-06-02,近两月银行罚单全梳理：成都地区受罚最多 违规查询客户信息成普遍罚区 金融监管处罚,21世纪经济报道
2713,2020-06-02,【银行】银行业周报： 5月PMI环比回落，关注中美局势走向,微信
2714,2020-06-02,21只股遭北向资金减仓超20%,证券时报网
2715,2020-06-01,A股融资融券日报：两融余额减少24.85亿元（5月29日）,Wind
2716,2020-06-01,中银国际证券策略：市场进入基本面数据验证阶段,金融界
2717,2020-05-31,【浙商||银行】6月策略：经济弱复苏，估值待修复,大话金融
2718,2020-05-31,【兴证金融 傅慧芳】金融11条发布释放改革红利，关注中小银行资本补充方案出台 ——银行业周报（200525-200531）,兴证金融
2719,2020-05-31,短期关注相对收益——银行业投资观察,麦高bank
2720,2020-05-30,机构看好八成以上银行成份股，投资优质银行将获确定性回报,Wind
2721,2020-05-29,银保监会：核准张卫光大银行（欧洲）董事长的任职资格,新浪
2722,2020-05-29,光大银行（欧洲）董事长张卫任职资格获准 曾任卢森堡分行行长,和讯
2723,2020-05-29,A股融资融券日报：两融余额减少4.18亿元（5月28日）,Wind
2724,2020-05-28,上证指数有待优化，基金投资者没必要纠结,Wind
2725,2020-05-28,银行Ⅱ行业：银行股为什么逆势上涨？,新浪
2726,2020-05-28,深化金融改革 强化服务实体,金融界
2727,2020-05-28,A股融资融券日报：两融余额减少1.54亿元（5月27日）,Wind
2728,2020-05-27,光大银行升级农民工金融综合服务,中证网
2729,2020-05-27,郭晓蓓：从政府工作报告看直销银行的变革,新浪
2730,2020-05-27,A股融资融券日报：两融余额增加30.93亿元（5月26日）,Wind
2731,2020-05-26,商业银行表内投资及表内非标债权投资规模有多大？,和讯
2732,2020-05-26,创新思路搞活扶贫产业光大直播带货助力扶贫名产畅销,新华网
2733,2020-05-26,A股融资融券日报：两融余额增加0.67亿元（5月25日）,Wind
2734,2020-05-25,银行消费贷大起底：银行对优质客户的争夺将更加激烈,新浪
2735,2020-05-25,三峡新能源：“巨无霸”上市,北极星电力
2736,2020-05-25,数字化转型成共识 12家股份行牵手阿里云加速金融科技落地,金融界
2737,2020-05-23,金融继续支持实体—银行业投资观察,麦高bank
2738,2020-05-23,51岁光大银行副行长孙强调任光大永明人寿董事长,澎湃新闻
2739,2020-05-22,5月23日上市公司重要公告集锦：汇金公司转让光大银行19.53%股份给光大集团,证券日报
2740,2020-05-22,"【财讯晚班车】谁为电商售假买单?代表委员呼吁""联合惩戒""",中新经纬
2741,2020-05-22,公告精选：京基智农拟160亿投资生猪全产业链项目；依米康中标IDC机房项目,e公司
2742,2020-05-22,光大银行(601818.SH)：汇金转让102亿股光大银行股份 取得光大集团新发股份159亿股 资产异常,格隆汇
2743,2020-05-22,光大银行：汇金公司转让公司19.53%股份给光大集团,Wind
2744,2020-05-22,六大国有行将迎首位70后行长,中投网
2745,2020-05-22,交通银行迎70后新行长 中投公司副总经理兼首席风险官刘珺出任,中国网
2746,2020-05-22,交行新行长刘珺谈“银行如何突围”,36氪
2747,2020-05-22,A股融资融券日报：两融余额减少9.16亿元（5月21日）,Wind
2748,2020-05-21,光大银行：凝心聚力服务国家发展大局 多措并举助力复工复产,新浪
2749,2020-05-21,中投副总经理刘珺将任交行行长，为国有大行中唯一70后行长,澎湃新闻
2750,2020-05-21,重磅！交行迎来“70后”新行长 中投公司副总经理刘珺接任,新浪
2751,2020-05-21,交通银行迎来新行长，70后少帅刘珺拟接棒,21世纪经济报道
2752,2020-05-20,一天三位：光大银行又现副行长变动,腾讯网
2753,2020-05-20,4月结构性存款续创新高，中小行是主力,第一财经
2754,2020-05-20,一天三位 这家股份制银行又现副行长变动,每日经济新闻
2755,2020-05-20,光大银行：确保全年普惠型小微企业信贷投放增量不少于310亿元,中证网
2756,2020-05-20,Mysteel产经午报：钢价涨跌互现 2020年两会重点提前看,我的钢铁
2757,2020-05-20,钢铁行业近期掀起银企、地企合作潮,长江有色
2758,2020-05-20,“点”“链”“面”多措并举，光大银行助力复工复产打出“组合拳”,21世纪经济报道
2759,2020-05-19,光大银行(601818.SH)董事会同意中国光大集团以发行股份方式购买中央汇金所持约102.51亿股A股,格隆汇
2760,2020-05-19,*ST海创：光大银行宁波分行起诉平湖九龙山游艇湾度假酒店有限公司、公司及公司控股股东 关联方问题,Wind
2761,2020-05-19,光大银行：副行长孙强因工作调整辞职 董监高成员变化,Wind
2762,2020-05-19,【中信建投银行杨荣】上市银行20年半年报综述：《相信自然增长，存量风险出清》,eResearch杨荣团队
2763,2020-05-18,光大银行浏阳支行员工冒名骗贷近千万后逃匿 事发后支行欲转嫁骗贷风险 欺诈造假,新浪
2764,2020-05-18,银行/非银行金融行业周报(第二十周),新浪
2765,2020-05-18,独家重磅！宇宙行或迎五大行最年轻副行长，张文武内部晋升工行党委委员，时隔近5年！,和讯
2766,2020-05-17,【华泰金融沈娟团队】关注政策信号，把握优质金融股—2020金融动态第20期【证券研究报告】,华泰金融研究全新平台
2767,2020-05-15,践行金融责任 光大银行凝心聚力服务国家发展大局,新华网
2768,2020-05-15,光大云缴费4个月服务用户突破2亿,中证网
2769,2020-05-15,A股融资融券日报：两融余额增加18.59亿元（5月14日）,Wind
2770,2020-05-14,2019上市股份行业绩PK：中信银行资本充足率排名垫底 浦发银行不良率最高,金融界
2771,2020-05-14,广州首套房贷最低降至4.65%,Wind
2772,2020-05-13,银行基本面跟踪之八：从1季度监管指标看“让利实体”与“防风险”的平衡,新浪
2773,2020-05-13,光大银行与11家龙头企业签署战略合作协议,中证网
2774,2020-05-13,光大银行推十项举措 突出对制造业、民营和小微企业支持,新浪
2775,2020-05-13,A股共发生96宗大宗交易成交17.54亿元（5月13日）,Wind
2776,2020-05-13,光大银行今日大宗交易成交80.10万股，成交价3.7元溢价0.54%,Wind
2777,2020-05-13,员工违规频发暴露银行内控漏洞，监管持续高压今年已罚2250万 金融监管处罚,第一财经
2778,2020-05-13,山钢集团与光大银行签署战略合作协议,鲁网
2779,2020-05-13,疯狂的信用卡“降温”了,和讯
2780,2020-05-13,A股融资融券日报：两融余额增加30.41亿元（5月12日）,Wind
2781,2020-05-13,监管开出上千万元罚单，彰显金融数据治理升级,Wind
2782,2020-05-12,汇金“让股”扫清障碍 光大整体上市棋至中盘,时代在线
2783,2020-05-11,【华泰金融沈娟团队】社融再超预期，信贷债券持续发力—2020年4月金融统计与社会融资规模数据解析【证券研究报告】,华泰金融研究全新平台
2784,2020-05-11,济宁银保监局：对光大银行济宁分行作出行政处罚，罚款35万元,Wind
2785,2020-05-11,银保监会连开9张罚单 重罚8家银行 金融监管处罚,金融界
2786,2020-05-11,银保监会8张罚单涉及数据报送违规，拟修订信息科技风险管理办法,21世纪经济报道
2787,2020-05-11,A股融资融券日报：两融余额增加19.17亿元（5月8日）,Wind
2788,2020-05-11,8家银行被银保监会开1970万元罚单，均涉监管“最强大脑”违规 其他违规处罚,Wind
2789,2020-05-10,六大行及中信银行、光大银行被银保监会开1970万元罚单 详解大行违约起因的监管“最强大脑” 金融监管处罚,经济观察网
2790,2020-05-09,4月20日，中行收到一张270万的罚单……,21世纪经济报道
2791,2020-05-09,9张罚单、金额1970万！工农中建交邮储6大行及中信、光大2家股份行因数据报送违规收银保监罚单 金融监管处罚,凤凰网
2792,2020-05-09,监管标准化数据报送不合规八家银行被罚1770万元 金融监管处罚,北青网
2793,2020-05-09,银保监会连开9张罚单：罚金接近2000万，六大行均在列 金融监管处罚,第一财经
2794,2020-05-09,银保监会公布9张罚单 8家银行合计被罚1970万元 金融监管处罚,中证网
2795,2020-05-09,银保监会出手！中行等8大银行共被罚1970万，原因是它 金融监管处罚,中新经纬
2796,2020-05-09,光大银行20年1季报详细解读：存款大幅增长，利润保持高增【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
2797,2020-05-09,创新银行现金管理工具 光大零售金融推出“掌薪宝”,上证报
2798,2020-05-09,光大零售金融推出“掌薪宝” 打造一站式余额理财解决方案,中证网
2799,2020-05-09,银行现金管理工具再创新：光大零售金融推出“掌薪宝”,青岛新闻网
2800,2020-05-09,银行首季超预期大赚 抓住“债牛”是关键,上证报
2801,2020-05-08,浙商邱冠华：银行股后续怎么看？,大话金融
2802,2020-05-08,保民生、助抗疫 光大银行精心打磨农民工金融综合服务,证券时报网
2803,2020-05-08,【研报掘金】风险预期修复夯实估值底线 银行股估值上行可期,证券时报网
2804,2020-05-08,A股融资融券日报：两融余额增加65.99亿元（5月7日）,Wind
2805,2020-05-08,A股股份行年报：招商银行净利增速居首 华夏银行垫底,中国经济网
2806,2020-05-08,光大银行推出 线上留学测评工具“留学指南针”,金融时报
2807,2020-05-08,风险预期修复，夯实估值底线——银行业风险回顾与展望,麦高bank
2808,2020-05-07,A股上市银行一季度净利普增 疫情之下不良增加资产质量承压,新浪
2809,2020-05-07,【兴证固收.转债】整体承压与结构亮色 ——转债正股19Q4及20Q1业绩综述,兴证固收研究
2810,2020-05-07,光大银行：5月20日召开“17宜华企业MTN001”等债券持有人会议,Wind
2811,2020-05-07,光大银行一季度全力支持疫情防控和企业复工复产,证券时报网
2812,2020-05-07,A股融资融券日报：两融余额增加128.16亿元（5月6日）,Wind
2813,2020-05-07,资负表策略看利润表空间—银行业资产负债回顾与展望,麦高bank
2814,2020-05-06,拓展“长尾” 银行密集布局消费金融市场,中国经营报
2815,2020-05-06,光大银行一季度继续保持两位数增长,证券时报网
