,2021-12-31,35股今日获机构买入评级,证券时报网
1963,2020-04-29,【招商食品】今世缘：目标理性务实，增长趋势不改,招商食品饮料
1964,2020-04-29,今世缘2019年销量3.16万千升，增长18％,中国白酒网
1965,2020-04-29,今世缘2019年净利润14.58亿元，增长27％,中国白酒网
1966,2020-04-29,白酒行业重回良性增长阶段 市场品牌继续发力次高端,中国报告大厅
1967,2020-04-29,《白酒“喝”出新高度》之四：增速快、竞争加剧 次高端白酒市场有望扩容,财富动力网
1968,2020-04-29,今世缘(603369.SH)2019年度净利润升26.71%至14.58亿元拟10派4.1元,格隆汇
1969,2020-04-29,今世缘(603369.SH)一季度净利润降9.52%至5.8亿元 盈利能力下降,格隆汇
1970,2020-04-29,今世缘年报：营收48亿净利增长26.71% 今年目标增长10%,中华网
1971,2020-04-29,今世缘：2019年净利润同比增长26.71%,Wind
1972,2020-04-28,公募基金大手笔建仓A股8股异动望率先崛起,搜狐
1973,2020-04-28,金股预测早间版：8股有望开启估值修复,巨丰财经
1974,2020-04-27,【西部食饮|行业周报】消费回暖下行业趋势向好，把握优质龙头布局机会,青力出品
1975,2020-04-27,【东兴大消费】周观点4月第4期：扩内需战略持续进行，看好消费板块继续发力,东兴社服
1976,2020-04-26,【国盛食品|专题】Q1基金持仓分析：小食品加仓明显，白酒连续两季度减配,蓉品食饮
1977,2020-04-25,推股权激励今世缘涨停品 牌工程指数跑赢大市,上证报
1978,2020-04-24,今世缘推出期权激励方案盘中涨停 二股东上海铭大频频减持 减持股份,中国网
1979,2020-04-24,【安信食品】今世缘：拟推期权激励，三年考核期目标加速增长,微信
1980,2020-04-24,【国盛食品|点评】今世缘：推出激励草案，朝百亿阵营迈进,蓉品食饮
1981,2020-04-24,股权激励计划提振信心！今世缘不仅涨停，还带红了白酒板块,格隆汇
1982,2020-04-24,涨停复盘 | 燃料电池集体走高，白酒板块持续活跃,第一财经
1983,2020-04-24,【招商食品】今世缘：激励提振市场信心，增长趋势不改，重申强烈推荐,招商食品饮料
1984,2020-04-24,民族品牌指数微跌0.19% 今世缘涨停,上证报
1985,2020-04-24,今世缘：股票期权激励保障长期发展【太平洋证券|黄付生团队】,食品饮料大消费黄付生
1986,2020-04-24,上证指数收盘跌逾1%，前期热点题材尽数回落,Wind
1987,2020-04-24,解盘：权重股低迷，白酒、冷链物流、特高压略涨,Wind
1988,2020-04-24,上证指数午盘跌0.63%，热点题材悉数回落,Wind
1989,2020-04-24,白酒板块走高 今世缘(603369.SH)拉升触板,格隆汇
1990,2020-04-24,【开源食饮】2020Q1基金持仓比例略回落，关注消费复苏机会——行业点评报告,宇光看食饮
1991,2020-04-24,快讯：白酒概念走高 今世缘拉升触板,新浪
1992,2020-04-24,【行情】白酒概念走高，今世缘触板，古井贡酒涨3%，舍得酒业、顺鑫农业小幅跟涨。,金十数据
1993,2020-04-24,白酒股全线攀升，今世缘触及涨停,Wind
1994,2020-04-24,今世缘拟发布3.6亿元股票期权激励,中国白酒网
1995,2020-04-23,今世缘(603369.SH)：2020年拟首次授予不超360名激励对象1100万份股票期权,格隆汇
1996,2020-04-23,今世缘：拟向激励对象授予1250万份股票期权，行权价29.06元/份,Wind
1997,2020-04-23,贵州茅台股价再创新高 机构：白酒板块中长期量价皆有空间,中国财富网
1998,2020-04-23,泸州市领导参观考察今世缘酒业,中国白酒网
1999,2020-04-22,【西部食饮|系列专题】白酒疫情影响跟踪：需求渐恢复，分化或加速,青力出品
2000,2020-04-20,外资有望重新加大对A股配置 食品饮料龙头将尤为受益,证券时报网
2001,2020-04-19,【招商食品|专题】终端加速复苏，关注修复弹性：区域名酒最新调研反馈,招商食品饮料
2002,2020-04-19,【招商食品|专题】加大推荐调味品板块：动销好转，成本下行,招商食品饮料
2003,2020-04-19,【招商食品|专题】风险释放，份额提升：食品饮料行业19年报&20一季报回顾,招商食品饮料
2004,2020-04-15,今世缘：邹长春辞去职工监事 王冬梅接任 董监高成员变化,中华网
2005,2020-04-15,今世缘1亿元投资入伙苏州福佳国平,中华网
2006,2020-04-15,今世缘：职工监事邹长春辞职及增补王冬梅为新职工监事 董监高成员变化,Wind
2007,2020-04-15,今世缘(603369.SH)拟投资1亿元入伙苏州福佳国平,格隆汇
2008,2020-04-14,五一宴席市调 回暖拐点还是持续低点？,佳酿网
2009,2020-04-13,【国金食饮】周观点0412：终端需求稳步复苏，重点把握确定性标的,国金食品饮料寇星
2010,2020-04-12,周谈|Weekly Talk：必选消费领跑一季报，食品超预期行情或将持续,食品饮料光头阳线
2011,2020-04-10,今世缘：股东上海铭大拟减持不超2% 减持股份,Wind
2012,2020-04-10,今世缘(603369.SH)：上海铭大拟减持不超2%股份 拟减持股份,格隆汇
2013,2020-04-10,今世缘：持股5.43%的股东上海铭大拟减持不超过2% 拟减持股份,新浪
2014,2020-04-10,【招商食品|最新】大消费组4月月度最新观点,招商食品饮料
2015,2020-04-10,创业板指午盘跌1.8%，RCS概念高开低走,Wind
2016,2020-04-10,资金持续流入白酒板块，优质标的或迎配置良机丨牛熊眼,第一财经
2017,2020-04-10,白酒板块整体走强,Wind
2018,2020-04-10,白酒行业深度报告：苏酒龙头发展模式差异研究,佳酿网
2019,2020-04-10,白酒股逆势走强，古井贡酒涨超3%,Wind
2020,2020-04-08,食品饮料：苏酒龙头发展模式差异研究,东北证券
2021,2020-04-05,周谈|Weekly Talk：必选消费龙头粘性持续放大，白酒名企相对受益重点推荐,食品饮料光头阳线
2022,2020-04-05,一周酒讯｜茅台称酱香酒未调价；科罗娜啤酒暂时停产,新京报
2023,2020-04-04,上市公司正负面新闻2020年4月4日星期六,Wind
2024,2020-04-03,今世缘：全资子公司“酉缘投资”拟9000万元入伙“东证睿元”,Wind
2025,2020-04-02,【开源食饮每日资讯0403】中炬高新控股股东中山润田解除质押股份3500万股,宇光食饮日讯
2026,2020-03-31,今世缘(603369.SH)按期收回相关信托产品投资,格隆汇
2027,2020-03-30,【国金食饮】周观点0329：餐饮消费稳步复苏，龙头预期持续修复,--
2028,2020-03-30,新华社民族品牌指数上周跑赢大盘,中证报
2029,2020-03-25,明星基金大佬提示风险：估值提升只能是“寅吃卯粮”,第一财经
2030,2020-03-25,单靠新基建远远不够！请收好这份核心资产名单,证券时报网
2031,2020-03-24,“喝酒行情”强势回归 大消费触底反弹？,中投网
2032,2020-03-24,上证指数巨震收涨逾2%，行业呈现普涨格局,Wind
2033,2020-03-24,上证指数午盘涨1.48%，湖北本地半导体股午前拉升,Wind
2034,2020-03-24,白酒股集体上涨 今世缘(603369.SH)涨超6%,格隆汇
2035,2020-03-19,上证指数7连跌，盘中创出13个月新低,Wind
2036,2020-03-19,白酒股板块跌超5%今世缘跌停五粮液跌破100元,格隆汇
2037,2020-03-19,今世缘早盘暴跌8.8% 股价创出2019年6月以来新低 连续下跌,新浪
2038,2020-03-19,上证指数午盘跌逾2%，上证50跌逾3%,Wind
2039,2020-03-19,白酒股持续走低,Wind
2040,2020-03-19,白酒股大跌,Wind
2041,2020-03-19,快讯：白酒股早盘表现弱势 今世缘大跌近6% 连续下跌,新浪
2042,2020-03-16,中国飞鹤尾盘跳水大跌8% 蒙牛乳业跌6%市值不足千亿 连续下跌,新浪
2043,2020-03-16,食品饮料｜疫情影响：静待拐点，Q1前瞻&寻找核心配置资产,中信证券研究
2044,2020-03-15,【招商食品|最新】冬去春来，逐步复苏：食品饮料行业终端需求最新跟踪,招商食品饮料
2045,2020-03-13,年金养老金产品逆势走强，长线布局标的浮出水面,Wind
2046,2020-03-11,洋河年报五年来首次下滑！跌出一线如何破局？,搜狐
2047,2020-03-10,洋河今年再挫13%，当下迎来投资机会？,格隆汇
2048,2020-03-10,洋河股份净利大降八成，靠广告轰炸的高端白酒为何不行？ 盈利能力下降,搜狐
2049,2020-03-05,今世缘（603369.SH）点评报告：积极应对疫情，全年仍将维持快速增长,微信
2050,2020-03-05,【行情】白酒板块走强，山西汾酒封板，五粮液、古井贡酒、今世缘涨逾7%。,金十数据
2051,2020-03-05,白酒板块二波拉升,Wind
2052,2020-03-05,快讯：白酒概念小幅拉升 今世缘涨3%,新浪
2053,2020-03-04,机构：宽松政策有望提升高端白酒需求 把握当前配置良机,中国财富网
2054,2020-03-02,洋河股份营收净利双下滑，网友评价：为泸州老窖、汾酒让路 盈利能力下降,中华网
2055,2020-03-02,洋河营收利润双双下滑，主动调整解释苍白无力 盈利能力下降,搜狐
2056,2020-03-01,【招商食品|专题】近期板块分化下的解读和思考,招商食品饮料
2057,2020-02-29,中信建投3月金股会议纪要：回调如期而至，三条主线加仓,Wind
2058,2020-02-28,疫情影响下白酒股迎布局良机 次高端是行业最大风口,证券时报
2059,2020-02-27,【白酒板块：疫情影响下的布局良机—方正食品饮料200225】,虎哥的研究
2060,2020-02-25,疫情结束后 茅台、五粮液会迎来“降价潮”吗？,金融界
2061,2020-02-25,机构：把握疫情冲击下的白酒业洗牌机会 看好这些标的,中国财富网
2062,2020-02-24,今世缘：上海铭大减持1.62%公司股份 减持股份,Wind
2063,2020-02-24,今世缘(603369.SH)：上海铭大减持期届满累计减持1.62%股份 减持股份,格隆汇
2064,2020-02-23,【招商食品|最新】食品饮料19年报前瞻：白酒顺利完成目标，食品受益旺季提前,招商食品饮料
2065,2020-02-20,这些股表现超机构预期 还有22股获机构上调评级,金融界
2066,2020-02-19,【研报掘金】疫情对白酒增速影响或小于10%，龙头集中度有望提升,证券时报网
2067,2020-02-19,危永标接任水井坊法人 股权激励已浮盈81%,新浪
2068,2020-02-19,茅台力争开门红，众酒企提前布局，白酒或迎绝佳配置时点丨牛熊眼,第一财经
2069,2020-02-19,食品饮料行业：行业生产有序复工 后续需求反弹,财富动力网
2070,2020-02-14,谈抗疫、复产，酒企“大佬”李保芳、李曙光……怎么说？,新京报
2071,2020-02-14,今世缘：不惧疫情 迎难而上 笃定前行,国泰君安
2072,2020-02-14,32股获券商买入评级 金螳螂目标涨幅达44.93%,Wind
2073,2020-02-14,安信研究|晨会在线20200214,安信证券研究
2074,2020-02-13,【安信食品|点评】今世缘：抗疫应对积极，势能依旧良好,北外滩食饮俱乐部
2075,2020-02-13,35股获券商买入评级，星期六目标涨幅达54.73%,Wind
2076,2020-02-13,今世缘正式全面复工复产,中国白酒网
2077,2020-02-12,【抗击疫情，中国酒业在行动】抓细抓实防疫情，今世缘智能化酿酒全面复工复产,酒业新闻网
2078,2020-02-12,今世缘：品牌渠道双驱动 新五年翻两番可期,中信建投
2079,2020-02-12,三大举措、九条政策 今世缘助力经销商共渡难关,证券之星
2080,2020-02-12,【招商证券】今世缘：不惧疫情，稳中求进,招商食品饮料
2081,2020-02-11,今世缘Q1营收占比升至近40% 今年业绩或明显受影响,新浪
2082,2020-02-11,白酒消费一季度受到冲击 洋河、今世缘受影响或最大,新浪
2083,2020-02-09,【招商食品|专题】白酒企业快速响应，落实政策应对疫情：食品饮料行业复工专题,招商食品饮料
2084,2020-02-07,"今世缘发布""硬核""文件 九条政策帮经销商过难关",新浪
2085,2020-02-06,白酒经销商调研：详解疫情对茅台，五粮液，洋河，老窖销售的影响,环球老虎财经
2086,2020-02-05,快讯|今世缘副总减持124.9万股，减持金额达3570万 减持股份,财经网
2087,2020-02-05,今世缘：董事倪从春减持0.1%公司股份 减持股份,Wind
2088,2020-02-05,今世缘(603369.SH)：倪从春减持期届满 累计减持124.9万股 减持股份,格隆汇
2089,2020-02-03,淮安市市场监督管理局：7批次食品不合格 产品问题,质量新闻网
2090,2020-02-03,酒企在行动 | 今世缘捐1000万战疫 员工24小时报告健康,新浪
2091,2020-01-25,【安信食品】2019Q4基金持仓分析：白酒回落、食品分化,安信食饮
2092,2020-01-22,【西南食品饮料｜动态跟踪】 动销超预期+估值切换，白酒确定性收益明显,微信
2093,2020-01-21,今世缘(603369.SH)：上海铭大减持数过半累计减持1.25%股份 减持股份,格隆汇
2094,2020-01-21,今世缘：上海铭大实业（集团）有限公司减持1.25%公司股份,Wind
2095,2020-01-21,【招商证券·消费的方向】01月大消费组电话会议行业观点，维持行业推荐评级！,招商轻工
2096,2020-01-20,【观察】春节名酒扎堆“涨价”背后的逻辑,中华网
2097,2020-01-20,食品饮料：白酒春节整体需求平稳正常【太平洋证券 黄付生、蔡雪昱团队】,食品饮料大消费黄付生
2098,2020-01-20,【长城食饮】持仓比例回落，食品整装出发——食品饮料4Q19基金持仓情况分析,宇光看食饮
2099,2020-01-17,45股获券商买入评级，中南建设目标涨幅达49.85%,Wind
2100,2020-01-16,今世缘“首年”目标或顺利收官，高增速背后省内外竞争压力犹在,格隆汇
2101,2020-01-16,国缘全系产品提价 今世缘瞄准高端市场,北京商报
2102,2020-01-16,今世缘：业绩符合预期 2020稳中求进,东北证券
2103,2020-01-15,【长城食饮每日资讯0115】今世缘预计2019年净利同比增20%-30%,宇光食饮日讯
