,2021-12-31,"券商12月金股组合""战绩""：川财证券9.26%夺冠 东吴最差",新浪
1582,2020-07-29,金融街下午茶2020年7月29日星期三,Wind
1583,2020-07-29,恒指震荡收高0.45%，券商、芯片股走强,Wind
1584,2020-07-29,2109元！茅台目标价再次被调高，机构看到了这个大亮点,e公司
1585,2020-07-29,华业香料过会：今年IPO获批第122家 国元证券过3单,中国经济网
1586,2020-07-29,翔丰华过会：今年IPO获批第121家 申万宏源过2单,中国经济网
1587,2020-07-29,金达莱过会：今年科创板过会第87家 申港证券过2单,中国经济网
1588,2020-07-29,科思科技过会：今年科创板过会第86家 中天国富过首单,中国经济网
1589,2020-07-29,【行情】港股中资券商股继续飙升，领涨大市，中信建投证券涨5.6%，光大证券涨3.6%，东方证券与中金涨超3%,金十数据
1590,2020-07-29,【行情】港股中资券商股盘初拉升，中信建投证券涨3.14%，光大证券涨近3%，招商证券涨2.2%，中金与中信证券涨超1.3%,金十数据
1591,2020-07-29,A股融资融券日报：两融余额增加24.98亿元（7月28日）,Wind
1592,2020-07-29,近八成银行股“破净”，料中长期或迎估值修复,Wind
1593,2020-07-28,多重利空打击，豪华车经销商正通汽车跌成仙股,Wind
1594,2020-07-28,券业“高考”即将放榜，谁压力山大？考核期至少45家被罚,券商中国
1595,2020-07-28,A股融资融券日报：两融余额增加44.04亿元 （7月27日）,Wind
1596,2020-07-28,A类券商占比将提至50%，评级中远离扣分项至关重要,Wind
1597,2020-07-27,7月27日深市创业板活跃股公开信息,深交所
1598,2020-07-27,通富微电今日涨停，外资、内资齐加仓,Wind
1599,2020-07-27,券商股午后走低后快速拉升，券商ETF迅速翻红,Wind
1600,2020-07-27,八成上市银行股价“破净”，年内40位董监高人均增持过百万,证券日报
1601,2020-07-27,永锋科技冲刺精选层，已与光大证券签订辅导协议,资本邦
1602,2020-07-27,A股融资融券日报：两融余额减少187.18亿元（7月24日）,Wind
1603,2020-07-27,"十大券商一周策略：不改""长牛""判断！",券商中国
1604,2020-07-25,资金“左右手”博弈，券商热议布局机会,Wind
1605,2020-07-24,光大证券：国家管网集团重组落地中石化(0386.HK)价值得到提升,格隆汇
1606,2020-07-24,中资券商股全线收跌光大证券(6178.HK)和中国银河(6881.HK)跌超8%领跌 连续下跌,格隆汇
1607,2020-07-24,快讯：光大证券跌停 报于23.46元,金融界
1608,2020-07-24,【A股收盘综述】上证指数低收3.86%击穿3200关口，科创50跌幅达7%,Wind
1609,2020-07-24,光大证券跌近10% 报7.99港元,新浪
1610,2020-07-24,券商板块反弹乏力，光大证券、财通证券跌停,Wind
1611,2020-07-24,券商板块大幅跳水，光大证券一度跌停，中信证券跌逾6%,证券时报网
1612,2020-07-24,券商板块大跌，券商ETF现跌5.77%,Wind
1613,2020-07-24,天阳科技过会：今年IPO获批第116家 光大证券过6单,中国经济网
1614,2020-07-24,北上资金流出超百亿！机构资金出逃名单曝光,证券时报网
1615,2020-07-24,券商股持续走低，光大证券跌近7%,第一财经
1616,2020-07-24,欣贺股份过会：今年IPO获批第114家 中信建投过12单,中国经济网
1617,2020-07-24,维康药业过会：今年IPO获批第117家 民生证券过9单,中国经济网
1618,2020-07-24,金春股份过会：今年IPO获批第118家 中信建投过13单,中国经济网
1619,2020-07-24,开普检测过会：今年IPO获批第112家 湘财证券过首单,中国经济网
1620,2020-07-24,【A股午盘综述】上证指数半日下滑2.25%，创业板指、科创50均跌超4%,Wind
1621,2020-07-24,结构性存款“熄火”！6月大降万亿基本抹去年内增幅,第一财经
1622,2020-07-24,光大证券今日除权股价跌超6%，领跌券商板块,Wind
1623,2020-07-24,智通港股通占比异动统计|7月24日,智通财经
1624,2020-07-24,A股融资融券日报：两融余额增加86.87亿元（7月23日）,Wind
1625,2020-07-24,A股早报2020年7月24日星期五,Wind
1626,2020-07-24,港股投资日历：中信资源、五龙动力等股公布业绩,Wind
1627,2020-07-24,下半年信贷投放重在均衡，确保企业复工复产,Wind
1628,2020-07-23,基金2020Q2券商持仓分析：券商配置占比下滑至0.46% 低配比例继续扩大,新浪
1629,2020-07-23,【银华基金】交易日报 2020-07-23,新浪
1630,2020-07-23,光大证券今日大宗交易成交370万股，成交价22.24元折价14.82%,Wind
1631,2020-07-23,中国光大银行(06818.HK)：光大证券授权保荐代表人王萍及张嘉伟接替孙蓓、储伟,格隆汇
1632,2020-07-23,券商永续次级债发行频现！6家数百亿融资已浮出水面,Wind
1633,2020-07-23,快讯：证券板块午后拉升 光大证券一度涨超9%,证券日报
1634,2020-07-23,券商股午后异动走强 光大证券涨逾7%,中国经济网
1635,2020-07-23,快讯：券商尾盘持续拉升 光大证券逼近涨停,新浪
1636,2020-07-23,券商股上攻光大证券领涨,格隆汇
1637,2020-07-23,券商板块翻红，光大证券大涨近8%,Wind
1638,2020-07-23,【行情】证券板块午后持续拉升，财通证券涨7%，光大证券、东北证券涨5%，东吴证券、锦龙股份等跟涨,金十数据
1639,2020-07-23,蒙泰高新过会：今年IPO获批第109家 国金证券过第9单,中国经济网
1640,2020-07-23,万胜智能过会：今年IPO获批第111家 东方投行过3单,中国经济网
1641,2020-07-23,思瑞浦过会：今年科创板过会第85家 海通证券过6.5单,中国经济网
1642,2020-07-23,泛亚微透过会：今年科创板过会第84家 东方投行过2单,中国经济网
1643,2020-07-23,A股融资融券日报：两融余额增加72.2亿元（7月22日）,Wind
1644,2020-07-23,13904亿！沪深两融余额创5年新高，有券商系统宕机,Wind
1645,2020-07-22,光大证券现2笔大宗交易总成交金额4116.25万元,证券时报网
1646,2020-07-22,A股共发生220宗大宗交易成交124.18亿元（7月22日）,Wind
1647,2020-07-22,光大证券(06178.HK)完成兑付20亿元短期融资券(债券通),格隆汇
1648,2020-07-22,嘉事堂：更换持续督导保荐代表人,Wind
1649,2020-07-22,光大证券(601788.SH)：完成2020年度第五期短期融资券(债券通)兑付,格隆汇
1650,2020-07-22,券商板块冲高回落收涨1.03%，第一创业主力净流入金额超19亿元,Wind
1651,2020-07-22,新版上证综指亮相！近80亿北向资金抢筹，多板块轮动冲高,中证报
1652,2020-07-22,30年来首次大改！“指数牛”要来？上证综指这些股票将剔除,期货日报网
1653,2020-07-22,【行情】港股中资券商股走高，光大证券涨2.9%，申万宏源涨2.4%，中金、东方证券、广发证券均涨超1.5%,金十数据
1654,2020-07-22,A股融资融券日报：两融余额增加16.15亿元（7月21日）,Wind
1655,2020-07-22,智通港股通占比异动统计|7月22日,智通财经
1656,2020-07-22,今天，上证综指要变了！,中证报
1657,2020-07-22,A股超级重磅：新版上证综指、科创板1800亿解禁,Wind
1658,2020-07-22,41家券商同享科创板盛筵，平均每家跟投浮盈超3.6亿元,Wind
1659,2020-07-22,中金A股IPO加量发行猜想,Wind
1660,2020-07-21,光大证券：为子公司光证金控6亿港元跨境贷款提供担保 大额借贷担保,中证网
1661,2020-07-21,光大证券(06178.HK)拟为光证金控6亿港元贷款提供担保 大额借贷担保,格隆汇
1662,2020-07-21,下半年核心：板块轮动加剧，逃不过这三大逻辑,Wind
1663,2020-07-21,海晨物流过会：今年IPO获批第106家 东方证券过首单,中国经济网
1664,2020-07-21,欧陆通过会：今年IPO获批第105家 国金证券过8单,中国经济网
1665,2020-07-21,天臣医疗过会：今年科创板过会第83家 安信证券过3单,中国经济网
1666,2020-07-21,创业板注册制IPO改革跟踪：密集审核节奏持续,21世纪经济报道
1667,2020-07-21,A股融资融券日报：两融余额增加127.02亿元（7月20日）,Wind
1668,2020-07-21,利好政策与中期业绩“助攻”，券商板块昨日吸金近千亿元,Wind
1669,2020-07-20,光大证券：信达生物(01801)、九毛九(09922)等17股或于9月纳入港股通，二次上市中概股待定,智通财经
1670,2020-07-20,7月20日深市创业板活跃股公开信息,深交所
1671,2020-07-20,41股今日获机构买入评级,证券时报网
1672,2020-07-20,券商板块今日收涨5.29%，中信证券主力资金净流入约5亿元,Wind
1673,2020-07-20,周期股强势回归！传说中的风格转换来了？,Wind
1674,2020-07-20,芯海科技过会:今年科创板过会第81家 中信证券过11.5单,中国经济网
1675,2020-07-20,光大证券升逾10% 报9.1港元,新浪
1676,2020-07-20,券商板块半日涨6.36%，方正证券、中信证券共获得主力净流入超12亿元,Wind
1677,2020-07-20,光大证券：险资权益比例上限加大 利好长期收益,金融界
1678,2020-07-20,银行间与交易所债市互联互通启动，将对百亿市场产生什么影响,澎湃新闻
1679,2020-07-20,【行情】港股中资券商股开盘表现强势，东方证券涨5.59%，中信建投证券涨3.8%，光大证券涨3.85%,金十数据
1680,2020-07-20,恐惧还是贪婪？不惧市场回调，16股再创历史新高！,券商中国
1681,2020-07-20,A股融资融券日报：两融余额减少64.64亿元（7月17日）,Wind
1682,2020-07-20,智通港股通占比异动统计|7月20日,智通财经
1683,2020-07-20,港股盘前必读：外媒称软银近期抛售价值22亿美元阿里巴巴股份,Wind
1684,2020-07-20,部分个股迎来机构组团调研,Wind
1685,2020-07-20,上市券商144亿元分红已兑现，还有157多亿元红包“在路上”,Wind
1686,2020-07-20,基金火热发行+整体份额缩水：赎旧买新不利于基民获取长期回报,Wind
1687,2020-07-20,十大券商一周策略：仍在牛市半程，毋需悲观,券商中国
1688,2020-07-19,监管助力券商自我强化,证券市场周刊
1689,2020-07-19,再提券商合并 哪家呼声最高？,金融界
1690,2020-07-18,光大证券：努力提升运营质量,中证协
1691,2020-07-18,A股市场巨震，北上资金逆市加仓券商股,Wind
1692,2020-07-18,光大证券：三根阴线是否能改变信仰？,港股那点事
1693,2020-07-17,A股小幅反弹 券商股却集体大跌！股民纠结：上车？不上车？ 连续下跌,金融投资报
1694,2020-07-17,刚刚，多股涨停！央行又出手！2000亿流动性得以释放！,信达期货
1695,2020-07-17,股指期货乌龙指秒亏1000万，盘点这些年的乌龙指事件！,和讯
1696,2020-07-17,外资大行突然看空，下周还要跌？,证券之星
1697,2020-07-17,港股收评：恒指震荡收涨0.47%，内地教育股涨幅居前,格隆汇
1698,2020-07-17,港股收盘(7.17)|恒指收涨0.47% 中资券商股跌幅居前 光大证券(06178)挫逾8%,智通财经
1699,2020-07-17,沪指再次险守3200点，券商股开启补跌行情,Wind
1700,2020-07-17,牛市惊魂一周！上证险守3200点，成交萎缩3000亿，一周没了5%,中国基金报
1701,2020-07-17,北向资金流入10亿：量能萎缩 百亿资金出走券商股,新浪
1702,2020-07-17,券商板块今日缩量收跌3.07%，光大证券等4股跌停遭主力净卖出44亿元,Wind
1703,2020-07-17,暴风集团无力还债 光大浸鑫又一中间级仲裁案结果落地 诉讼纠纷,中国经营网
1704,2020-07-17,A股收盘综述：上证指数结束三连跌，市场缩量明显,Wind
1705,2020-07-17,港股异动 | 光大证券(06178)挫逾10%领跌中资券商 高盛下调多只A股券商股目标价与评级 机构下调估值,智通财经
1706,2020-07-17,罕见！国际大行下调4只券商股评级，券商股懵了！A股一重要数据回落20%，什么信号？ 投资评级恶化,21财闻汇
1707,2020-07-17,券商板块午后再度跳水 中泰证券光大证券等跌停,证券时报网
1708,2020-07-17,券商股午后跌幅扩大 光大证券等跌停,证券时报网
1709,2020-07-17,光大证券、中泰证券午后接连封住跌停，券商板块跌幅继续扩大,Wind
1710,2020-07-17,"【行情】券商板块午后持续杀跌，太平洋、光大证券跌停，中泰证券、国海证券、中银证券、浙商证券等集体大跌，东方财富跌5%
连续下跌",金十数据
1711,2020-07-17,A股冲高回落！央妈释放2000亿！机构：回调并不意味牛市结束,中国基金报
1712,2020-07-17,什么信号？A股一重要数据回落20%，券商股懵了，光大证券几乎跌停！国际大行发话：还要跌27%,e公司
1713,2020-07-17,A股一重要数据回落20%：券商股懵了 什么信号？,e公司
1714,2020-07-17,天元集团过会：今年IPO获批第95家 国泰君安过2.5单,中国经济网
1715,2020-07-17,豪悦护理过会：今年IPO获批第96家 平安证券过首单,中国经济网
1716,2020-07-17,中天火箭过会：今年IPO获批第94家 光大证券过5单,中国经济网
1717,2020-07-17,解盘：金融、科技拖累指数，军工、水泥、环保略涨,Wind
1718,2020-07-17,券商板块半日跌超3%，太平洋、光大证券、中信证券遭主力资金净卖出31亿元,Wind
1719,2020-07-17,A股午盘综述：上证指数连续调整，券商领跌,Wind
1720,2020-07-17,券商熄火！高盛建议卖出光大和招商,环球老虎财经
1721,2020-07-17,快讯：光大证券跌停 报于24.85元,金融界
1722,2020-07-17,聘光大证券辅导 永锋科技拟闯关精选层,资本邦
