,2021-12-31,实体企业怎么实现数字化转型升级？广联达刁志中解答,新浪
2756,2020-02-27,巨丰收评：市场宽幅震荡不能掉以轻心,巨丰财经
2757,2020-02-27,疫情对计算机行业影响分析：疫情消亡，板块崛起，维持“增持”评级,财通证券
2758,2020-02-27,国产软件爆发 荣科科技等多股涨停,中国经济网
2759,2020-02-26,【国金研究】2020云计算产业链全景扫描,国金证券研究所
2760,2020-02-26,【国元资讯早班车】新冠肺炎疫情全球肆虐！,国元证券订阅号
2761,2020-02-25,别急着下车！A股还有大机会,国金证券
2762,2020-02-25,直面疫情挑战：建筑业的思考与应对,和讯
2763,2020-02-25,华为正式推出HMS：概念龙头狂奔 最全产业链名单来了,新浪
2764,2020-02-25,科技类ETF基金火爆53只科技股获基金抱团持有,证券时报
2765,2020-02-24,优质科技企业梳理,和讯
2766,2020-02-24,好买基金：如何选择“科技股猎手”,中证网
2767,2020-02-23,安信陈果：公募对A股影响正超过外资,Wind
2768,2020-02-23,【太平洋计算机王文龙团队】华为链逆境中成长，工业互联网、智能网联进入发展快车道,蚊子搞科研
2769,2020-02-23,一文读懂高瓴资本持有哪些科技公司,腾讯网
2770,2020-02-22,高管减持排行榜：13股减持额超亿元,证券时报网
2771,2020-02-21,建筑工程多数停工 广联达称疫情影响不大 维持业绩增长预期,华夏时报
2772,2020-02-19,71家获机构首次关注上调评级 轮动板块或将诞生,红周刊
2773,2020-02-19,24家公司获海外机构调研,证券时报网
2774,2020-02-19,睿远第二只公募配售比4.9%！基金经理看到三个确定性机会,澎湃新闻
2775,2020-02-18,再融资新规落地，为何科技题材涨幅领先？,养基司令
2776,2020-02-17,【华泰金工林晓明团队】上周大部分FOF基金录得正收益——华泰金工FOF投资周报20200216,华泰金融工程
2777,2020-02-17,103股融资余额增幅超5%,证券时报网
2778,2020-02-17,72家公司获机构调研（附名单）,证券时报网
2779,2020-02-17,机构调研关注上市公司复工复产情况,中证网
2780,2020-02-16,【太平洋计算机王文龙团队】再融资政策撬动市场活力，区卫趋势性机会建立,蚊子搞科研
2781,2020-02-16,高管减持排行榜：10股减持额超亿元,证券时报网
2782,2020-02-14,这家在线教育龙头表示产品免费向学生开放,中国财富网
2783,2020-02-14,【建投中小盘】一周策略回顾与展望2020-11-16,中信建投中小市值
2784,2020-02-14,[公司]广联达：复工方面公司内部已经做好了充分准备,全景网
2785,2020-02-14,本周282家机构密集调研计算机行业,中证网
2786,2020-02-14,巨·研究 | 政策需求双轮驱动 云计算新一轮景气周期望开启,巨丰财经
2787,2020-02-14,来自大摩的报告：微盟(02013)是中国最被低估的SaaS公司,智通财经
2788,2020-02-13,生态伙伴公益行，广联达数字施工在行动！,砍柴网
2789,2020-02-13,暴走A股：指数必有一跌！三类股票跌下来可以买（附股）,金融界
2790,2020-02-13,2月12日有72家公司获重要股东增减持，延安必康已被连续减持155次,Wind
2791,2020-02-12,河北省生态环境监管正面清单（第二批）和剔除企业清单,中国水网
2792,2020-02-11,A股共发生91宗大宗交易成交20.91亿元（2月11日）,Wind
2793,2020-02-11,"广联达现1笔大宗交易 共成交1,962.00万元",新浪
2794,2020-02-11,广联达今日大宗交易成交50万股，成交价39.24元折价7.91%,Wind
2795,2020-02-10,【华泰金工林晓明团队】上周目标风险型基金表现相对较优——华泰金工FOF投资周报20200209,华泰金融工程
2796,2020-02-10,沪指六连阳上涨0.51% 种植业等板块领涨,中新经纬
2797,2020-02-10,财富证券晨会20200214：沪指结束7连阳，板块轮动速度加快,财富证券研发中心
2798,2020-02-10,【兴业计算机】周观点20200209：医疗信息化再迎政策利好，在线服务激增拉动云计算需求,兴业计算机团队
2799,2020-02-09,【太平洋计算机王文龙团队】互联网医疗建设加快，数字货币蓄势待发,蚊子搞科研
2800,2020-02-09,【光大计算机】短期关注疫情受益，中期布局行情景气,计算机国平
2801,2020-02-08,江阴高新区开启“云招商”确保项目推进“不断线”,中国金融信息网
2802,2020-02-08,一周273只个股突破一年新高,中财网
2803,2020-02-07,【华泰金工林晓明团队】今年以来目标日期型基金表现较优——FOF投资周报20200202,华泰金融工程
2804,2020-02-06,两融余额增加11.46亿元杠杆资金大幅加仓159股,证券时报网
2805,2020-02-04,低点或本周出现机构已经开启抄底模式,财界网
2806,2020-02-04,软件信息行业发展态势好，网络安全、医疗信息化受关注,第一财经
2807,2020-02-04,上市公司春节期间区块链业务动态：3家投资区块链企业,链财经
2808,2020-02-04,69股融资余额增幅超5%,证券时报网
2809,2020-02-04,【早知道0204】特斯拉暴涨20% 关注6股 百亿险资抄底,搜狐
2810,2020-02-03,疫情对计算机板块影响（附报告）,半导体风向标
2811,2020-02-03,银行理财子公司调研A股公司 “口味”各不相同,中投网
2812,2020-02-03,2月3日沪深两市最新交易提示,金融界
2813,2020-02-01,【国盛计算机】持仓配置回落低点，产业趋势与beta加速驱动行业机会——2019Q4计算机公募基金持仓分析,国盛计算机畅想
2814,2020-01-31,【光大计算机】板块持仓下降低配0.4%，金山办公增仓18亿元板块第一,计算机国平
2815,2020-01-25,一周337只个股突破一年新高,中财网
2816,2020-01-24,【兴证计算机】2019Q4持仓分析：超配0.06%，环比下降0.25个百分点,兴业计算机团队
2817,2020-01-23,广联达科技股份有限公司,证券时报
2818,2020-01-23,基金四季度持仓变化梳理，透露出哪些投资机会？,格隆汇
2819,2020-01-22,【申万宏源计算机】东方国信年报预告点评：现金流超预期，数据库实现产品化,申万宏源S全民全流量计算机话报
2820,2020-01-22,广联达：股东徐建华累计减持0.46%股份，减持数量接近过半 减持股份,Wind
2821,2020-01-21,【金工】51家公司发布业绩预告，59家公司有限售股解禁——权益事件监测周报（联系人：郝倞、张世良） 解禁,渤海证券研究
2822,2020-01-20,深信服：业绩预告惊喜！2020安全与云共振成长加速【申万宏源计算机】,申万宏源S全民全流量计算机话报
2823,2020-01-19,恒生电子：利润再超预期，中台与管理优化开始成效【申万宏源计算机】,申万宏源S全民全流量计算机话报
2824,2020-01-19,【兴业计算机】周观点20200119：华为全力打造HMS生态，信创行业再迎利好,兴业计算机团队
2825,2020-01-19,“史上最严”二代征信系统来了：千亿市场空间待开发，这些股准备起飞？,每日经济新闻
2826,2020-01-19,节前买不停！北上资金连续15周流入刷新纪录，重点加仓54股，春节行情白酒股被重点关注,e公司
2827,2020-01-19,2019中国软件业务收入百强榜：华为、海尔、阿里云、浪潮、海信等进入前十,数据观
2828,2020-01-18,一周362只个股突破一年新高,中财网
2829,2020-01-17,突发！买房人注意，“史上最严征信系统”上线，19日可查，影响10亿人！,中国基金报
2830,2020-01-17,智联汽车深度11：激光雷达价格下降后L3可普及吗？【申万宏源智联汽车】,申万宏源S全民全流量计算机话报
2831,2020-01-17,328股获买入评级 15股创历史新高,证券时报
2832,2020-01-16,大涨84%，14家机构扎堆推荐！还有13股获机构紧急上调评级,证券时报网
2833,2020-01-15,国产芯片板块午后异动拉升 科创主题基金火速建仓科技股,中投网
2834,2020-01-14,广联达(002410.SZ)：涂建华持股由10.5328%降至5.5324%,格隆汇
2835,2020-01-14,广联达：涂建华持股比例从10.5328%降至5.5324%,Wind
2836,2020-01-14,【计算机行业】十年复盘：以技术发展眼光看计算机行业，关注核心指标,格隆汇
2837,2020-01-14,中泰证券：2020年计算机行业有望全面开花,Wind
2838,2020-01-13,终极文传当选首届雄安新区智能城市创新联合会会员单位,凤凰网
2839,2020-01-13,97股获券商买入评级 中国汽研目标涨幅达60.33%,Wind
2840,2020-01-12,【兴业计算机】周观点20200112：继续强推【华为产业链+银行IT】双主线,兴业计算机团队
2841,2020-01-10,68股今日获机构买入评级,证券时报网
2842,2020-01-10,北向资金加速流入A股 电子行业最受海外机构青睐,投资快报
2843,2020-01-10,“跟李佳琦、薇娅有密切合作” 这家公司应声大涨,每日经济新闻
2844,2020-01-10,合作共赢、携手共进，共建广联达智慧工地业务线生态体系,砍柴网
2845,2020-01-10,广联达 (002410)：云图已现，决胜蓝海,中信建投证券研究
2846,2020-01-09,碾压一大片牛股，机构预测这些科技龙头业绩要大涨,第一财经
2847,2020-01-09,稀缺！碾压一大片牛股，这份科技龙头名单收好，机构预测业绩要发飙,e公司
2848,2020-01-09,newline牵手中国建设工程信息化首家上市公司， 率先部署智能会议室方案,砍柴网
2849,2020-01-09,二代个人征信上线开启千亿潜在市场？征信指数今年已涨超10%,格隆汇
2850,2020-01-09,2019年机构调研上市公司超6000次，苏宁易购位居热门榜前三,红周刊
2851,2020-01-09,国产化趋势叠加5G“基础+应用”双层掘金计算机板块,第一财经
2852,2020-01-09,盯盘:国美通讯等2股秒停,中财网
2853,2020-01-09,华为打造千亿云计算生态链 多家上市公司受益,证券时报
2854,2020-01-09,近三个月险资密集调研197家A股公司,证券日报
2855,2020-01-08,今年首只爆款基金来了：一天卖了500多亿元，再启比例配售,澎湃新闻
2856,2020-01-08,募集不到半天卖掉177亿！2020首只爆款基金来了！ 明星基金经理“带货”赶超李佳琦,每日经济新闻
2857,2020-01-08,2020首只爆款基金来了！明星基金经理“带货”赶超李佳琦！募集不到半天，卖掉177亿！,每日经济新闻
2858,2020-01-07,腾讯“组团” 国内SaaS市场连续提速 如何布局？,第一财经
2859,2020-01-07,高通入局智能驾驶芯片，智能汽车“开放”和“封闭”两大生态体系已经成型！【申万宏源计算机】,申万宏源S全民全流量计算机话报
2860,2020-01-07,计算机行业部分重点公司2019年报预测：布局潜在超预期窗口，给予“强于大市”评级,格隆汇
2861,2020-01-05,基金调研去了哪？最新年度数据来了（名单）,中国基金报
2862,2020-01-03,外资颠覆A股 北向资金增持前100名平均涨近70% 这批公司仍滞涨,证券时报网
2863,2020-01-03,北向资金又上课啦！先知先觉从何而来？大幅净买入哪些股票？,上证报
2864,2020-01-03,青睐中小板公司 2019年券商“拜访”近1200家A股公司,中证报
2865,2020-01-02,太火爆：34只科技龙头股2019年被金融机构调研9737次,新浪
2866,2020-01-02,北向资金又在给我们上课啦！先知先觉从何而来？大幅净买入哪些股票？还有什么新动向？,上证报
2867,2019-12-31,2019年盘点：近1400家企业被调研，海康威视最受关注,格隆汇
2868,2019-12-31,广联达：与明源云签订战略合作协议,e公司
2869,2019-12-31,考拉征信被调查！高送转收关注函 或涉嫌炒作股价 其他违规处罚,中金在线
2870,2019-12-31,【国金研究】交银施罗德基金经理沈楠：自下而上高弹性，分散持仓稳积胜,国金证券研究所
2871,2019-12-31,机构荐股榜：上榜股获逾百次评级 平均涨超六成,证券时报网
2872,2019-12-31,山西证券：5G+云赋能，虚拟现实产业迎黄金发展期,证券时报网
2873,2019-12-31,太平洋证券研究 12月31日最新观点：芯片格局变化或将影响产业链,太平洋证券研究
2874,2019-12-31,券商年内1.7万次“拜访”1206家上市公司“中小创”被重点关照,证券日报
2875,2019-12-30,机构荐股到底靠不靠谱，今年押中哪些大牛股，又踩中哪些雷？2020年金股抢先看（附股）,e公司
2876,2019-12-30,广联达与明源云签署战略合作，数字化重塑建筑业生态链,砍柴网
2877,2019-12-27,揭秘百家机构调研股，机构说这些还能涨60%+（名单）,中财网
2878,2019-12-27,A股减持规模已达去年2倍谁是A股“套现王”？ 减持股份,中新经纬
2879,2019-12-26,2019年金融机构调研图谱：融资融券概念股被调研4.7万次最火爆计算机软件行业独领风骚,证券日报
2880,2019-12-25,最高狂赚86%！科技基金被抢疯了 我们怎么上车？,中投网
