,2021-12-31,【东吴电新】11月装机电量点评：装机量同环比高增，铁锂份额相对稳定,新兴产业汇
3011,2020-11-24,【东吴电新】亿纬锂能：圆柱电池扩产提速，思摩尔业绩符合预期,新兴产业汇
3012,2020-11-23,亿纬锂能现8笔大宗交易总成交金额3441.34万元,证券时报网
3013,2020-11-23,18股筹码连续3期集中,证券时报网
3014,2020-11-23,电新行业周报：太阳能发电量持续提升 新能源车销量高增长有望持续,新浪
3015,2020-11-23,亿纬锂能子公司亿纬动力回购10.11%少数股东权益,新能源网
3016,2020-11-23,【东吴晨报1123】【固收】【行业】汽车【个股】天赐材料、哔哩哔哩、亿纬锂能,东吴研究所
3017,2020-11-23,【亿纬锂能*曾朵红】深度：动力电池收获期将至，四大赛道成长性十足,东吴研究所
3018,2020-11-22,新能源汽车2021年度策略：产业变迁、大风已至、顺势而为,国海证券
3019,2020-11-20,创业板股最新股东户数降幅排行榜,证券时报网
3020,2020-11-20,前三季度中潜股份净亏损8000多万TCL科技总资产超2000亿 亏损,南都报
3021,2020-11-20,61只创业板股筹码集中 化工行业最为密集,证券时报
3022,2020-11-19,亿纬锂能(300014.SZ)：子公司亿纬动力收购少数股东权益,格隆汇
3023,2020-11-19,创业板筹码集中股名单，9股股东户数骤降一成,证券时报
3024,2020-11-18,电力设备与新能源行业月报：中欧新能源汽车销量喜人 官方拟推碳交易新政,新浪
3025,2020-11-18,创业板指跌幅扩大至1%，锂电概念引领下跌,Wind
3026,2020-11-18,2021年电力设备及新能源行业投资策略：新能源发电渐入佳境 新能车全球渗透率提升,新浪
3027,2020-11-18,市场波动大 金阳稳如山,财富动力网
3028,2020-11-17,11股最新股东户数降逾一成,证券时报网
3029,2020-11-17,巨·个股 | 又一领域具备涨价预期！磷酸铁锂电池重回主流，龙头进入主升浪,巨丰财经
3030,2020-11-17,6429亿元，目标直指这些板块,上证报
3031,2020-11-17,电气设备行业周报：十月国内外新能源车销量高增 光伏单晶硅片价格平稳,新浪
3032,2020-11-17,【新能源】10月新能源汽车销量突破16万辆，纯电动超预期,爱建证券研究所
3033,2020-11-16,股东户数降幅榜：10股最新股东户数降逾一成,证券时报网
3034,2020-11-16,深度*行业*电力设备与新能源行业11月第2周周报：10月新能源汽车产销量持续向好,新浪
3035,2020-11-16,一周锂电资讯：大众计划兴建动力电池实验室；LG化学正式分拆电池业务并确定命名,集邦新能源网
3036,2020-11-16,A股融资融券日报：两融余额减少8.08亿元（11月13日）,Wind
3037,2020-11-16,锂电上市公司三季报业绩普遍回暖,中国能源报
3038,2020-11-15,粤开策略：新能源汽车行业加速向上趋势确定,粤开崇利论市
3039,2020-11-14,电池与电气系统（62）中、欧共振开启电动车大时代，中游三部曲进入第三阶段,电新产业研究
3040,2020-11-14,电气设备行业周报：业绩向好 重视核心资产布局机会,国海证券
3041,2020-11-13,11月13日主力资金净流出311亿元,证券时报网
3042,2020-11-13,股价创历史新高股一览,证券时报网
3043,2020-11-13,"亿纬锂能现1笔大宗交易 共成交1,426.23万元",新浪
3044,2020-11-13,策略专题：掌握定价权的新发基金更喜欢什么？,新浪
3045,2020-11-13,新能源汽车行业2020年10月销量点评：10月销量超预期 景气持续向好,新浪
3046,2020-11-13,新能源汽车产业跟踪系列：10月电动车车产销超预期 21年行业景气加速向上,新浪
3047,2020-11-13,锂电池行业月报：销量再创同期新高 长期积极关注,新浪
3048,2020-11-13,亿纬锂能大涨5.08%，领涨电源设备板块,中新经纬
3049,2020-11-13,亿纬锂能将调出募集资金9亿元组建圆柱三元锂离子电池生产线,集邦新能源网
3050,2020-11-13,亿纬锂能变更9亿元募资用途 改投圆柱三元锂电池生产线,上海有色
3051,2020-11-13,【行情】锂电池板块拉升，华友钴业拉升触及涨停，寒锐钴业、盛新锂能、盛屯矿业、亿纬锂能等个股纷纷走高,金十数据
3052,2020-11-13,安信证券：中国电动车景气再向上 推荐产业链各环节具备全球竞争力的龙头（附股）,证券时报网
3053,2020-11-13,53股股东户数环比下降逾1% 筹码大幅集中股有这些,第一财经
3054,2020-11-13,紧急提示，两大牛股突发异动公告！主力大肆吸筹锂电池龙头，15只绩优股被扎堆看好,证券时报
3055,2020-11-12,【天风电新】锂电化大风口1: 电动工具电池国产替代正当时,21世纪经济报道
3056,2020-11-12,电力设备新能源行业：成本下行需求提升，全球储能市场发展可期，维持“买入”行业评级,广发证券
3057,2020-11-12,亿纬锂能看上电动工具与电动自行车市场，9亿元改投圆柱三元！,Ofweek
3058,2020-11-11,电气设备行业周报：大众ID.4明年一季度将上市 光伏硅料价格下降和玻璃短缺,新浪
3059,2020-11-11,电力设备新能源周观察：光伏需求持续向好 电动车销量将超预期,新浪
3060,2020-11-11,亿纬锂能(300014)：动力与圆柱电池将站上新高度 公司仍将保持强成长,新浪
3061,2020-11-11,“抢筹”A股定增，外资机构投资路线图浮现,Wind
3062,2020-11-11,储能或迎政策窗口期 掘金两类概念股,金融投资报
3063,2020-11-10,长虹能源被问询：说明公司与锂电池业务主要竞争对手的比较情况 问询,Wind
3064,2020-11-10,亿纬锂能(300014.SZ)：拟申请银行综合授信额度合计不超87.3亿元,格隆汇
3065,2020-11-10,亿纬锂能(300014.SZ)拟为亿纬动力申请不超3亿元银行授信提供连带责任担保 大额借贷担保,智通财经
3066,2020-11-10,亿纬锂能：变更部分募集资金用途,Wind
3067,2020-11-10,亿纬锂能(300014.SZ)拟变更9亿元募集资金用途,格隆汇
3068,2020-11-10,"亿纬锂能现5笔大宗交易 共成交4,613.61万元",新浪
3069,2020-11-10,11只创业板筹码集中股获北向资金抢筹,证券时报
3070,2020-11-10,电力电气设备行业-3Q持仓及陆港通分析：资金大幅流入 电池工控受到青睐,新浪
3071,2020-11-10,解盘：指数继续走强，航空运输、白酒、影视略涨,Wind
3072,2020-11-10,【行情】锂电池板块走高，翔丰华大涨11%，先导智能涨5%，多氟多、亿纬锂能、西藏矿业跟涨,金十数据
3073,2020-11-10,52股获券商买入评级，中嘉博创目标涨幅达104.35%,Wind
3074,2020-11-10,输配电气行业：龙头盈利开始改善 海外动力电池单季收入新高,财富动力网
3075,2020-11-10,【东吴晨报1110】【行业】汽车、通信、电新【个股】新东方-S,东吴研究所
3076,2020-11-10,【电新*曾朵红】动力电池海外专题四之SKI——狂奔的二线海外电池厂，20年元年启动,东吴研究所
3077,2020-11-10,巨头抢滩布局 惠州成湾区创新创业热土,南方网
3078,2020-11-09,"亿纬锂能现6笔大宗交易 共成交5,686.00万元",新浪
3079,2020-11-09,亿纬锂能(300014.SZ)董事艾新平减持3.5万股 减持计划已完成 拟减持股份,智通财经
3080,2020-11-09,亿纬锂能(300014.SZ)：董事艾新平、监事袁中直合计减持129.72万股 减持股份,格隆汇
3081,2020-11-09,亿纬锂能：董事减持0.0019%股份，监事减持0.0668%股份 减持股份,Wind
3082,2020-11-09,【电新*曾朵红】海外动力电池20Q3详细点评：单季度收入历史新高，龙头盈利开始改善,东吴研究所
3083,2020-11-09,基金经理头部化加剧，“造星文化”暗藏风险,Wind
3084,2020-11-08,【华西电新|行业观察】优质车型供给有望持续驱动需求增长， 下游厂商积极寻求多晶硅环节合作,睿评电新
3085,2020-11-06,亿纬锂能：第五期员工持股计划股票出售完毕 减持股份,Wind
3086,2020-11-06,亿纬锂能(300014.SZ)：第五期员工持股计划股票出售完毕,格隆汇
3087,2020-11-06,电力设备行业：千呼万唤驶出来 大众ID.4中国首发,中国能源网china5e
3088,2020-11-06,【东吴电新】电动车板块三季报总结：Q3需求明显恢复，拐点明确，旺季来临,新兴产业汇
3089,2020-11-06,18人“决定”A股投资风向？！来看“炒股秘笈”,Wind
3090,2020-11-06,北向资金火力全开！芯片、5G、新能源一个都不能少！,证券时报网
3091,2020-11-06,A股融资融券日报：两融余额增加71.74亿元（11月5日）,Wind
3092,2020-11-06,安信证券：国产大众ID.4价格亲民 有望成为新爆款（附股）,证券时报网
3093,2020-11-05,亿纬锂能(300014.SZ)实控人刘金成减持258.88万股 减持期限届满 减持股份,智通财经
3094,2020-11-05,亿纬锂能：董事长刘金成减持0.14%股份，其未来半年内无减持计划 拟减持股份,Wind
3095,2020-11-05,亿纬锂能(300014.SZ)：减持期满董事长刘金成减持258.88万股骆锦红未实施减持,格隆汇
3096,2020-11-05,股市狂欢，中国资产大涨！全球首富却套现200亿,券商中国
3097,2020-11-05,A股收盘综述：上证指数连涨四日站上3300，五粮液迈入万亿市值俱乐部,Wind
3098,2020-11-05,电气设备行业周报：新能源汽车技术路线图发布 光伏玻璃再度涨价,新浪
3099,2020-11-05,新能源车观察系列81：银色十月，中国电动车景气再向上【安信电新】,电新邓永康团队
3100,2020-11-05,大白马涨疯了！深市首只万亿市值公司诞生,中国基金报
3101,2020-11-05,新能源车观察系列80：银色十月，欧洲电动车持续繁荣【安信电新】,电新邓永康团队
3102,2020-11-05,解盘：沪指站在3300点关口，动力电池、电解液、白酒等领涨,Wind
3103,2020-11-05,【申港电新|周观点】海内外10月新能源车市场持续回暖,新能源深度研究
3104,2020-11-05,动力电池板块涨近5%，宁德时代、比亚迪、亿纬锂能、新宙邦全线上扬,Wind
3105,2020-11-05,【行情】锂电池板块走强，科泰电源涨停，新宙邦涨8%，欣旺达、亿纬锂能、天赐材料等多股涨逾4%,金十数据
3106,2020-11-05,A股融资融券日报：两融余额增加53.2亿元（11月4日）,Wind
3107,2020-11-05,北向资金动向盘点：银行超越电子成持仓市值第四行业,Wind
3108,2020-11-04,亿纬锂能(300014)20年三季报点评：业绩基本符合预期 厚积终将薄发,新浪
3109,2020-11-04,2000亿汽车龙头刷出新高 汽车板块又涨嗨了,中投网
3110,2020-11-04,创金合信基金旗下产品参与亿纬锂能、泰和新材的非公开发行股票认购,中证网
3111,2020-11-04,东吴证券：电动车板块整体稳健增长 板块分化明显,新浪
3112,2020-11-04,突然狂飙9%：2000亿汽车龙长城汽车头刷出新高 年内暴涨220%,中国基金报
3113,2020-11-04,【东吴晨报1104】【策略】【行业】汽车、传媒、电新【个股】山煤国际、中青旅,东吴研究所
3114,2020-11-04,【电新*曾朵红】深度：电动车行业20年三季报总结：Q3需求明显恢复，拐点明确，旺季来临,东吴研究所
3115,2020-11-04,安信证券：新能源汽车景气持续上升 推荐产业链各环节具备全球竞争力的龙头,证券时报网
3116,2020-11-03,亿纬锂能：TWS豆式电池已向国际大客户出货,中证网
3117,2020-11-03,一周锂电资讯：多家锂电企业三季度实现净利增长；SKI宣布高续航里程动力电池研发成功,集邦新能源网
3118,2020-11-03,科达利(002850)：趋势转好 盈利能力回升显着,新浪
3119,2020-11-03,德方纳米(300769)：边际改善 渐离行业谷底,新浪
3120,2020-11-03,亿纬锂能:投资收益拖累前三季度整体业绩 25亿定增获基金踊跃申购 盈利能力下降,面包财经
3121,2020-11-03,重磅文件发布！新的时代来了，3万亿市场已沸腾,Wind
3122,2020-11-03,【读财报】亿纬锂能：投资收益拖累前三季度整体业绩 25亿定增获基金公司踊跃申购 盈利能力下降,面包财经
3123,2020-11-03,机构不甘守成，大宗交易露端倪,Wind
3124,2020-11-02,亿纬锂能(300014)：业绩基本符合预期 动力电池业务持续放量,新浪
3125,2020-11-02,电新行业周报：光伏景气度延续 国内电动化有望加速,新浪
3126,2020-11-02,亿纬锂能(300014.SZ)：汇安基金持股比例升至5.12%,格隆汇
3127,2020-11-02,亿纬锂能(300014.SZ)：汇安基金认购公司发行的3875.22万股至持股比例超过5%,智通财经
3128,2020-11-02,亿纬锂能(300014.SZ)控股股东西藏亿纬及其一直行动人持股比例被动稀释1.84%,智通财经
3129,2020-11-02,国元证券：10月金股组合跌1.3% 11月荐股名单出炉,新浪
3130,2020-11-02,【方正电新】电动两轮车行业深度报告-被忽略的千亿市场：新国标新经济加速行业发展（百页深度）,申建国电新团队
3131,2020-11-01,亿纬锂能 (300014):动力与圆柱电池将站上新高度，公司仍将保持强成长,电新产业研究
3132,2020-11-01,【光大金工|定增周报】本周完成发行的项目数量大幅提升，九泰锐和基金募集期延长,EBQuant
3133,2020-11-01,亿纬锂能(300014)：动力电池持续向好,新浪
3134,2020-11-01,“那些在申PMTA的电子烟公司”系列之：Vuse【天风新兴产业|行业周报】,新经济牛股挖掘机
3135,2020-11-01,亿纬锂能(300014)：消费电池受益TWS爆发 动力电池获宝马项目定点,新浪
3136,2020-11-01,亿纬锂能(300014)三季报点评：锂原需求后延拖累业绩 软包动力增长亮眼 盈利能力下降,新浪
