,2021-12-31,2022年景气度有望回升，医药零售行业2022年度投资策略,国泰君安证券研究
1709,2020-02-21,1月份竟买到2月生产口罩 益丰药房上海一加盟店被立案调查涉案人被抓获 其他违规处罚,和讯
1710,2020-02-17,同心战“疫” 湖南58家上市公司捐款捐物逾1.4亿元,上证报
1711,2020-02-17,新冠肺炎医药战“疫”正在进行时，关注哪些A股优质标的？丨牛熊眼,第一财经
1712,2020-02-15,口罩产业链与良心企业的眼光,金融投资报
1713,2020-02-14,长沙银行向重点防疫企业发放优惠利率贷款3.6亿元,银行业协会
1714,2020-02-12,44只股北向资金持有流通盘的比例超10%,证券时报网
1715,2020-02-11,益丰药房荆门一门店违法遭曝光 宣传茶饮方预防病毒,中国经济网
1716,2020-02-11,广发证券：连锁药店需求加速增长，长期行业地位有望提升,证券时报网
1717,2020-02-11,抗“疫”疫苗攻关加速进行中，涉及这些A股公司（附名单）,第一财经
1718,2020-02-11,机构：市场短期炒作难改医药板块自身发展逻辑,中国财富网
1719,2020-02-11,平安证券：疫情不改生物医药行业长期逻辑,资本邦
1720,2020-02-10,【川财研究所*每日晨报】20200210：医药或持续结构化行情,川财研究
1721,2020-02-10,从医疗物资到后勤保障 48家湖南上市公司捐款捐物8352万元,证券日报
1722,2020-02-10,58股开市首周股价创历史新高医药股占近四成,证券时报
1723,2020-02-09,春节后首周86只强势股创历史新高 北上资金+机构合力布局4只白马股,证券日报
1724,2020-02-09,疫情阴云下的大消费：行业冲击有限，价值不变抓买点（附股）,和讯
1725,2020-02-09,我们不是基建狂魔，我们只是为了救人在拼尽全力争分夺秒,雪球
1726,2020-02-08,【方正策略】先抑后扬，布局成长 —2月月报,策略研究
1727,2020-02-08,一周273只个股突破一年新高,中财网
1728,2020-02-07,四成湖南上市公司驰援战“疫”,上证报
1729,2020-02-07,湖南上市公司紧急行动 共同“战疫”,中证网
1730,2020-02-07,春节后涨幅最高的行业:医药行业的投资机遇,魔都资产管理人
1731,2020-02-07,【医药生物】新冠疫情医药行业专题报告：新冠疫情短期影响医药板块，不改长期行业趋势,格隆汇
1732,2020-02-07,两融余额增加90.08亿元杠杆资金大幅加仓212股,证券时报网
1733,2020-02-07,43只股北向资金持有流通盘的比例超10%,证券时报网
1734,2020-02-06,赌博输钱心生歹意 益丰药房车队调度负责人虚报运费获刑 其他违规处罚,和讯
1735,2020-02-06,【太平洋医药】药店行业更新报告：抗疫中零售药房职能凸显，支撑板块长期发展,医药佐料
1736,2020-02-06,创新高的医药板块“疫情”下的对冲良药,网易
1737,2020-02-05,"申请国家专利,A股抗病毒概念总龙头诞生 四股牛",证券时报
1738,2020-02-05,重磅！武汉病毒所就“抗新冠神药”申请国家专利，A股抗病毒概念总龙头诞生（名单）,e公司
1739,2020-02-05,生物医药行业深度报告：生物医药产业是抗击冠状病毒的先锋,平安证券
1740,2020-02-05,券商把脉A股：拐点大概率2月中旬出现,证券日报
1741,2020-02-04,新冠病毒肺炎疫情冲击几何？餐饮旅游短期业绩受损，超市电商教育防御性较强,21世纪经济报道
1742,2020-02-04,中国人寿向湖北捐赠疫情防控专用资金超5400万元 并向医护人员等群体提供保险保障,经济网
1743,2020-02-04,69股融资余额增幅超5%,证券时报网
1744,2020-02-03,109只个股股价创历史新低 四维度筛出市场错杀股 连续下跌,证券日报
1745,2020-02-03,谁才是真正抗疫概念总龙头？（附名单）,中财网
1746,2020-02-03,医药股逆势大涨 短期扰动下哪些标的值得长期布局？,中国财富网
1747,2020-02-03,港股异动︱获光大证券唱好 中生制药(01177)升近6%暂领涨蓝筹,智通财经
1748,2020-02-03,口罩概念大面积涨停，机构称后期业绩将快速增长丨牛熊眼,第一财经
1749,2020-02-03,事关A股何时企稳！疫情拐点何时到来？哪些行业公司将成避风港？,证券时报网
1750,2020-02-02,无论大盘如何走，这份合计市值2.8万亿的新冠肺炎概念股值得收藏,证券时报网
1751,2020-02-02,方正策略：短期可关注前期强势行业以及防疫相关行业,策略研究
1752,2020-02-02,疫情下A股：复盘历史，恐慌期会持续多久？机构高喊牛市趋势未变,证券时报网
1753,2020-02-01,满屏利空中，有一个重大利好！,华讯财经
1754,2020-02-01,益丰药房：业绩符合预期，资金空间充裕未来扩张可期【国盛医药张金洋团队】,国医盛视
1755,2020-02-01,【太平洋医药|疫情对医药股影响几何?】,医药佐料
1756,2020-02-01,安信研究：2月十大金股,Wind
1757,2020-01-31,中国人寿向湖北捐赠疫情防控专用资金超5400万 特定保险保额1559亿,金融界
1758,2020-01-31,疫情之下这些概念股备受关注 A股市场节后怎么走？,腾讯网
1759,2020-01-29,【中信建投医药|行业周报】疫情带来阶段性行情，长期投资逻辑不会变,菊颖医药观察
1760,2020-01-29,中信建投证券：肺炎疫情难阻看好医药行业的结构性投资机会2.0版,金融界
1761,2020-01-22,益丰大药房连锁股份有限公司关于注销部分募集资金专项账户的公告,中证报
1762,2020-01-21,新型肺炎疫情最新情况：截至20日24时291人确诊 民航局：涉武汉航班机票可免费退票,每日经济新闻
1763,2020-01-21,投资图谱：“2019新型冠状病毒”来袭 A股四大维度99股备受关注,金融界
1764,2020-01-21,130股融资余额增幅超5%,证券时报网
1765,2020-01-21,可转债公司公告分类跟踪（2020/01/22）,量化陶吧
1766,2020-01-21,中信建投：看好医药行业的结构性投资机会2.0版,第一财经
1767,2020-01-20,快讯：港股恒指高开低走失守29000点 公共场合股走低,新浪
1768,2020-01-20,疫情防控关注度提升 第二批带量采购落地 哪些医药股值得关注？,证券时报网
1769,2020-01-20,集采靴子落地医药股集体走高 中泰:医药长牛周期开始,新浪
1770,2020-01-20,快讯：港股恒指高开0.39% 中国移动暴涨5.74%,新浪
1771,2020-01-20,可转债公司公告分类跟踪（2020/01/21）,量化陶吧
1772,2020-01-16,医药板块进入业绩预告期 机构看好优质赛道标的,中投网
1773,2020-01-14,【中信建投医药|行业周报】进入业绩预告期，优势赛道公司有望轮番表现,菊颖医药观察
1774,2020-01-14,40只股北向资金持有流通盘的比例超10%,证券时报网
1775,2020-01-11,四季度业绩有望继续向好，板块有望逐步渐入佳境-医药行业2019年业绩前瞻,兴证医药健康
1776,2020-01-09,“吃药行情”再现！机构坚守两大主线,中投网
1777,2020-01-09,【研报掘金】机构称目前正是布局医药好时机 看好创新药及医药流通等（附股）,证券时报网
1778,2020-01-09,41只股北向资金持有流通盘的比例超10%,证券时报网
1779,2020-01-08,2019年湘籍A股总市值达近万亿元,证券日报
1780,2020-01-07,解密主力资金出逃股连续5日净流出267股,证券时报网
1781,2020-01-07,今日435只个股突破五日均线,证券时报网
1782,2020-01-07,今日361只个股突破五日均线,证券时报网
1783,2020-01-07,264只股短线走稳站上五日均线,证券时报网
1784,2020-01-07,235股融资余额增幅超5%,证券时报网
1785,2020-01-06,【中信建投医药 | 1月策略】布局医药正当时，重点关注药房、分销及疫苗板块,菊颖医药观察
1786,2020-01-05,板块有望渐入佳境，关注医药消费品的绝对收益机会--医药行业周报（2019.12.30-2020.1.5）,兴证医药健康
1787,2020-01-03,外资颠覆A股 北向资金增持前100名平均涨近70% 这批公司仍滞涨,证券时报网
1788,2020-01-02,医药行业涟漪效应显现 生物制品板块增速最高,中国报告大厅
1789,2019-12-31,2019年“吸金王”出炉 逾385亿元资金涌入10只个股,证券日报
1790,2019-12-31,太平洋证券研究 12月31日最新观点：芯片格局变化或将影响产业链,太平洋证券研究
1791,2019-12-30,今日493只个股突破五日均线,证券时报网
1792,2019-12-30,372只股短线走稳站上五日均线,证券时报网
1793,2019-12-30,第二批药品带量采购启动，创新药和器械有望正式崛起,第一财经
1794,2019-12-30,两融余额小幅回落较前一交易日减少16.62亿元,证券时报网
1795,2019-12-29,【太平洋医药】第二轮全国集采方案公布，继续推荐景气度好，行业天花板高，不受政策影响/影响较小的细分领域,医药佐料
1796,2019-12-29,梳理与展望，盘点2019的“热点”与“冷门” --医药行业周报（2019.12.23-2019.12.29）,兴证医药健康
1797,2019-12-29,【国盛医药张金洋团队】周观点：肝素到底是周期还是成长？——兼论全球肝素产业链重构,国医盛视
1798,2019-12-27,481只股短线走稳站上五日均线,证券时报网
1799,2019-12-26,中泰证券：2020年，医药行业新的长牛周期有望开启,证券时报网
1800,2019-12-26,“低调白马，优质药房”，2019年北上资金增仓幅度第一股——一心堂,云掌财经
1801,2019-12-25,两融余额小幅上升较前一交易日增加0.71亿元,证券时报网
1802,2019-12-24,借风带量采购，药房打响价格战抢客源,第一财经
1803,2019-12-24,“4+7”带量采购政策后时代 上市连锁药店新选择在何方？,投资者网
1804,2019-12-24,大参林挤入江苏市场 连锁药店竞争白热化,北京商报
1805,2019-12-23,北向资金连续28日净流入 逆势买买买透露什么信号？,中投网
1806,2019-12-23,北上资金连续27日流入 58股获大幅加仓,证券时报
1807,2019-12-22,业绩真空期，中长期战略布局医药龙头好时机！【西南证券医药|1222周报】,国广有话说
1808,2019-12-22,外资爆买！北上资金连续27日流入，58股被疯狂加仓，距刷新纪录仅差一步！,e公司
1809,2019-12-22,调整，是为了明年的精彩--医药行业周报（2019.12.16-2019.12.22）,兴证医药健康
1810,2019-12-21,华测检测被爆买，还有这些股获北上资金大比例持有（附股）,证券时报网
1811,2019-12-19,北上资金11月以来持续买入66家公司,大众证券报
1812,2019-12-19,37只股北向资金持有流通盘的比例超10%,证券时报网
1813,2019-12-13,逆市扩张！大参林出招了,新浪
1814,2019-12-13,39只股北向资金持有流通盘的比例超10%,证券时报网
1815,2019-12-12,带量采购冲击下，这个行业竟然迎来前所未有的利好！,和讯
1816,2019-12-08,【国盛医药张金洋团队】周观点：智飞生物研发管线有望获得市场重估，“销售+研发”双轮驱动,国医盛视
1817,2019-12-08,几项政策的浅析与投资节奏的把握 --医药行业周报（2019.12.02-2019.12.08）,兴证医药健康
1818,2019-12-06,营收数据矛盾重重，实控人曾有案底，葫芦娃IPO该如何应对问询？ 问询,中金在线
1819,2019-12-06,益丰药房(603939.SH)实控人高毅质押93万股 解除质押200万股,格隆汇
1820,2019-12-05,医药生物行业2020年度投资策略：医药Tenbagger牛股进化论,光大证券
1821,2019-12-05,11月北上资金流入这些股票，加仓幅度最大的竟然是它！,云掌财经
1822,2019-12-05,美的集团最接近外资“禁买线” 其后还有谁？,中国经济网
1823,2019-12-05,医药生物：广东医保对接药店 处方外流加速推进,财富动力网
1824,2019-12-04,连续14个交易日净流入 北向资金流入速度加快,第一财经
1825,2019-12-04,医药商业行业专题：批发苦尽等甘来，零售坚守见云开,国信证券
1826,2019-12-04,A股走出独立行情 北上资金连续14个交易日净流入,证券时报
1827,2019-12-03,【国金策略】11月“陆股通”持股市值及结构剖析||齐发力，加仓“电子、建材、计算机”等（李立峰/丁潇等）,策略李立峰与行业配置笔记
1828,2019-12-01,排名与资产规模双降 诺德基金两大权益明星“失色”,红周刊
1829,2019-11-30,医药行业：复盘2019，策略2020,格隆汇
1830,2019-11-29,益丰药房董秘王付国：药店真正成为医改重要推动者,e公司
1831,2019-11-29,【华创证券】2020年医药零售投资逻辑：追求长期增长下的医药零售投资机会,华创医药组公众平台
