,2021-12-31,消息称立讯精密将成苹果顶级供应商：逐步取代富士康,快科技
5467,2020-11-10,【浙商策略】复盘近三年北上资金Q4的动态 | 流动性估值跟踪,王杨策略研究
5468,2020-11-10,57股获北向资金加仓超亿元,证券时报网
5469,2020-11-10,消费电子板块走弱 歌尔股份大跌7%,e公司
5470,2020-11-10,北向资金动向盘点：净买近200亿，在三条线上展开,Wind
5471,2020-11-09,【招商策略】市场情绪改善，北上资金大幅回流——金融市场流动性与监管动态周报（1109）,招商策略研究
5472,2020-11-09,北向资金单日净买入近200亿，连续第6日抢筹,证券时报
5473,2020-11-09,科技龙头概念股近三日受133亿主力资金追捧,证券时报网
5474,2020-11-09,【华泰金工林晓明团队】汇添富新发固收+产品募集170亿——FOF投资周报20201109,华泰金融工程
5475,2020-11-09,历史罕见！单日扫货197亿，如何跟随聪明资金喝汤,老司基一枚
5476,2020-11-09,73股今日获机构买入评级11股上涨空间超20%,证券时报网
5477,2020-11-09,1264亿资金争夺20股：主力资金重点出击12股(名单),新浪
5478,2020-11-09,2020M10面板涨价再超预期，强烈推荐面板龙头,吉森电子研究
5479,2020-11-09,41股受青睐，北向资金增持额超亿元,证券时报网
5480,2020-11-09,明年买iPhone或送无线耳机 这两家公司又迎脉冲,科创板日报
5481,2020-11-09,盘前情报丨新能源汽车这一细分领域迎利好；600亿大牛股出事了！,21世纪经济报道
5482,2020-11-09,促销力度空前 消息称苹果明年或买手机送无线耳机 A股供应商躺赢,巨丰财经
5483,2020-11-09,北上资金重点加仓股名单来了！连续7周加仓7股,证券时报网
5484,2020-11-09,苹果11月11日新品发布会，会有哪些额外惊喜？,Wind
5485,2020-11-09,民生加银孙伟：做成长股投资领域的价值型选手,上证报
5486,2020-11-09,国内单身群体日益庞大 单身经济催生万亿需求,证券时报
5487,2020-11-09,重点加仓股名单来了！,中国基金报
5488,2020-11-08,【兴证电子】周报：Mini和pro max预售火爆，面板涨价再超预期,兴证电子谢恒团队
5489,2020-11-08,4000亿家电龙头获大手笔买入 股价悄悄大涨,新浪
5490,2020-11-08,北上资金加仓股名单来了！4000亿家电龙头获大手笔买入，连续七个月加仓7股,搜狐
5491,2020-11-08,明年买iPhone或送无线耳机？TWS耳机下一波狂潮会不会来,雪球
5492,2020-11-08,追踪A股投资风格有了“路线图”,经济日报
5493,2020-11-08,A股机构持仓“路线图”出炉 抱团取暖不再灵光？,新浪
5494,2020-11-07,基本面优质+估值偏低，蓝思科技有多大的升值空间？,投资家
5495,2020-11-07,罕见！北向资金本周净买额超214亿，格力电器被“偏爱”，家电行业正回暖？（附股）,21世纪经济报道
5496,2020-11-07,慌吗？2.4亿人口单身，城市职场单身率最高达87%，背后原因曝光！单身经济催生万亿需求，布局公司全名单来了,证券时报
5497,2020-11-07,基金经理“常青树”新进个股：朱少醒重仓宁波银行、立讯精密，杨建华重仓良信股份，钱睿南重仓迈为股份、信捷电气，刘自强重仓赤峰黄金,红周刊
5498,2020-11-07,明年买iPhone或送AirPods，TWS耳机下一波狂潮来临？,雪球
5499,2020-11-07,北向资金丨本周扫货重点曝光 格力电器获净买入超20亿元,第一财经
5500,2020-11-07,基金经理“常青树”新进个股名单曝光 个别标的年内上涨两倍,红周刊
5501,2020-11-07,揭秘：山寨AirPods的暴利江湖,投资界
5502,2020-11-07,29公司利润环比连增 12家步入绩优股行列,凤凰网
5503,2020-11-07,硬科技投向标|国办印发新能源汽车产业发展规划34只科创板股票通过富时罗素初筛标准,科创板日报
5504,2020-11-07,北向资金本周“买买买” 五股净买入资金超10亿元,大众证券报
5505,2020-11-07,北上资金本周抢筹股名单,证券时报网
5506,2020-11-06,深圳有人因离婚上榜！福布斯中国富豪榜曝光，网友评论很一致,--
5507,2020-11-06,华为付款的背后（附高通纪要）,半导体风向标
5508,2020-11-06,立讯精密获深股通连续3日净买入累计净买入11.74亿元,证券时报网
5509,2020-11-06,和科达拟收购弗兰德100%股权 加大5G产业链横向整合力度,上证报
5510,2020-11-06,【中金科技】科技硬件周报（11/7）：关注美国大选对中国科技行业的影响,乐平科技视角
5511,2020-11-06,和科达：拟收购基站天线制造商弗兰德100%股权，顺势切入5G通信行业,证券时报网
5512,2020-11-06,陆股通净买入39.81亿元，连续5日净买入,证券时报网
5513,2020-11-06,资金聚焦何处？,华龙掘金
5514,2020-11-06,iPhone 12 Pro Max和iPhone 12 mini今晚开售，电子50指数或将受益？,魔都资产管理人
5515,2020-11-06,基金经理常青树新进个股：朱少醒、杨建华、钱睿南等重仓股曝光,红周刊
5516,2020-11-06,深市创新标杆深创100：样本研发投入为深市平均8倍,全景网
5517,2020-11-06,民生加银绩优基金三季报速览,民生加银基金
5518,2020-11-06,马化腾王卫许家印领衔，42位深圳企业家入围福布斯富豪榜,南都报
5519,2020-11-06,112家公司全年业绩预计增超100%，18股有望全年盈利超10亿！机构已抢先“埋伏”这11股（附名单）,中国财富网
5520,2020-11-06,电子行业研究：电子行业景气度上行 看好苹果产业链Q4 业绩,国金证券股份有限公司
5521,2020-11-06,电子行业：苹果季报及产业链跟踪：正向解读CQ3 把握苹果链大趋势,新浪
5522,2020-11-06,立讯精密(002475)：三季报净利同比+62%略超预期 净利率9.6%创新高,新浪
5523,2020-11-06,揭秘山寨AirPods暴利江湖：有人月赚数千万，苹果为何坐视不理？,36氪
5524,2020-11-06,IPO审核8过8！博纳影业过会或点燃影视业公司上市热情,电鳗快报
5525,2020-11-06,立讯精密于昆山成立企业管理公司，注册资本2亿元,企查查
5526,2020-11-06,盘前情报丨广东抛“大手笔”5G规划，快手启动港股IPO，投资机会在这里,21世纪经济报道
5527,2020-11-06,前10月两成混基涨超50% 农银汇理华商工银瑞信领涨,中国经济网
5528,2020-11-06,国金证券：电子行业景气度上行，看好苹果产业链Q4业绩（附股）,第一财经
5529,2020-11-06,【国金晨讯】看好苹果产业链Q4业绩；10 月线上消费景气度相比 9 月小幅下滑,国金证券研究所
5530,2020-11-06,【金工】仓位水平小幅回落，增配食品饮料减配医药计算机——公募权益类基金2020年三季报持仓分析,渤海证券研究
5531,2020-11-06,抗跌绩优龙头股名单出炉,第一财经
5532,2020-11-06,【国金电子】Q3总结：电子行业景气度上行，看好苹果产业链Q4业绩,国金电子研究
5533,2020-11-06,11月6日操盘必读：影响股市利好与利空消息,新浪
5534,2020-11-06,抗跌绩优龙头股有这些,证券时报网
5535,2020-11-06,北向资金动向盘点：净买入110亿元，主攻三大行业,Wind
5536,2020-11-06,中信建投：看好苹果5G新机销售 关注产业链优质公司,e公司
5537,2020-11-06,【有声早报】华龙证券11月6日财经早报,华龙掘金
5538,2020-11-06,应收账款高达20亿创五年新高 长盈精密能否在汽车赛道突围,投资者网
5539,2020-11-06,证券时报头版：深市首现万亿市值公司，构建正循环方能行稳致远,Wind
5540,2020-11-06,突发，蚂蚁集团将启动退款程序！抗跌绩优龙头股仅41只，走势完爆一大片A股，机构预测最高增长股竟是,证券时报
5541,2020-11-06,抗跌绩优龙头股仅41只 机构预测最高增长股竟是它,证券时报
5542,2020-11-06,深市首现万亿市值公司 构建正循环方能行稳致远,证券时报
5543,2020-11-06,抗跌绩优龙头股仅41只 近八成今年净利润有望同比增长10%以上,第一财经
5544,2020-11-05,规模束缚业绩难题有望破解，爆款时代押注单一行业思路渐遭弃,红周刊
5545,2020-11-05,北向资金净买入超百亿元，连续第4日净买入,证券时报网
5546,2020-11-05,8只股获北向资金连续净买入,证券时报网
5547,2020-11-05,宝盈三季度调仓观察：看淡短期波动，关注企业长期增长,凤凰网
5548,2020-11-05,A股牛市归来？成交大幅放量 千亿巨头纷纷涨停,e公司
5549,2020-11-05,苹果要放大招？明年买iPhone或送无线耳机,猎云网
5550,2020-11-05,4600亿海康威视突现巨额大宗交易，最牛投资人累计套现200亿！19年来已暴赚3万倍,21财闻汇
5551,2020-11-05,数据复盘| 北向资金净流入超百亿元 中兴通讯获主力大幅加仓,证券时报网
5552,2020-11-05,“狂奔”的立讯精密，下一个“富士康”？,澎湃新闻
5553,2020-11-05,跑步进场！北向资金扫货逾百亿，大买这些股，其中2股涨停（名单）,21世纪经济报道
5554,2020-11-05,149股今日获机构买入评级,证券时报网
5555,2020-11-05,921亿资金争夺20股：主力资金重点出击16股(名单),新浪
5556,2020-11-05,苹果华为选中的“打工人”，立讯王春来与蓝思周群飞做对了什么？,中国经济周刊
5557,2020-11-05,大白马涨疯了！深市首只万亿市值公司诞生,中国基金报
5558,2020-11-05,大白马涨疯了！刚刚，深市首只万亿市值公司诞生！,中国基金报
5559,2020-11-05,2020年前三季度手机概念股业绩报告：TOP10营收超4000亿元！,搜狐
5560,2020-11-05,科技股吹响进攻号角，如何搭建大科技基金组合？,养基司令
5561,2020-11-05,天猫旗舰店下架iPhone12致苹果系惊魂跳水，别慌！原因在这,格隆汇
5562,2020-11-05,立讯精密等股获北向资金增持额超2亿元,证券时报网
5563,2020-11-05,盘前情报丨券商首席详解“十四五”投资机会；稀土价格持续上涨,21世纪经济报道
5564,2020-11-05,汇丰晋信科技先锋基金10月份跌5% 受累科技股回调,中国经济网
5565,2020-11-05,北向资金近3日增持银行股逾20亿元，还连续买入这只光伏龙头股（名单）,21世纪经济报道
5566,2020-11-05,北向资金动向盘点：银行超越电子成持仓市值第四行业,Wind
5567,2020-11-05,深证100创历史新高 北上资金小幅净买入,证券时报
5568,2020-11-04,财闻点金：比亚迪新能源车销量大增 行业景气有望再攀新高,巨丰财经
5569,2020-11-04,明日A股机会早知道,第一财经
5570,2020-11-04,晚间要闻2020年11月4日星期三,Wind
5571,2020-11-04,陆股通连续净买入股名单,证券时报网
5572,2020-11-04,资金流日报！两市共流入资金3571.80亿，流出资金3718.76亿,云掌财经
5573,2020-11-04,苹果中国：AirPods Pro出现声音问题用户现已可免费换新,砍柴网
5574,2020-11-04,近九成上市粤企第三季度实现盈利 51家企业全年业绩预喜,证券日报网
5575,2020-11-04,家电巨头市值突破6000亿：摘帽股7天6涨停 主力资金砸盘光伏龙头,新浪
5576,2020-11-04,4只个股尾盘净流入资金超亿元,证券时报网
5577,2020-11-04,"今日北上资金净买入2.36亿, 隆基股份、格力电器等公司上榜十大成交活跃股",云掌财经
5578,2020-11-04,立讯精密(002475.SZ)可转债网上中签号码出炉：共90.2664万个,格隆汇
5579,2020-11-04,32股主力资金净流入超亿元,证券时报网
5580,2020-11-04,北向资金连续3日净买入这只光伏龙头股，基金三季度已大幅加仓（名单）,21世纪经济报道
5581,2020-11-04,北向资金净流入2.36亿 立讯精密净买入4.70亿,e公司
5582,2020-11-04,北向资金连续三日净流入，立讯精密获净买入4.7亿元,Wind
5583,2020-11-04,立讯精密现1笔大宗交易 共成交463.44万元,新浪
5584,2020-11-04,11月4日复盘：大盘上攻后还有杀跌 主力资金出击11股,新浪
5585,2020-11-04,784亿资金争夺20股：主力资金重点出击11股(名单),新浪
5586,2020-11-04,苹果概念股继续活跃，立讯精密、歌尔股份、蓝思科技、领益智造、长电科技普涨,Wind
5587,2020-11-04,公募基金股票仓位升至72.47%，增配周期、消费，减仓医药、TMT,红周刊
5588,2020-11-04,科技硬件周报(10/31)：3Q收入利润增速有所放缓 盈利能力下降,新浪
5589,2020-11-04,电子行业周报：IPHONE销量继续火爆 半导体基本面改善,新浪
5590,2020-11-04,【朝闻国盛1104】聚焦5G全新边际机遇，重视轻工低估值洼地,国盛证券研究所
5591,2020-11-03,华天科技：业绩持续提升,半导体风向标
5592,2020-11-03,转债申购结果：立讯精密转债公布中签率,中财网
5593,2020-11-03,立讯精密(002475.SZ)：“立讯转债”网上中签率为0.0123%,智通财经
5594,2020-11-03,809亿主力资金近三日撤出全A(等权)概念股,证券时报网
5595,2020-11-03,有色稀土、半导体爆发！11月还有哪些主线？券商十大金股名单整合,财富动力网
5596,2020-11-03,电子行业深度-报告他山之石系列：以日本为鉴 看中国电子行业未来之路,新浪
5597,2020-11-03,三维度看科创板：盈利情况、基金配置、解禁规模【浙商策略|流动性估值跟踪】 解禁,王杨策略研究
5598,2020-11-03,2020年11月金股组合：兴证策略&多行业,新浪
5599,2020-11-03,想抄明星基金经理“作业”，结果却亏大了！,上证报
5600,2020-11-03,还有一次震荡才能上行,中财网
5601,2020-11-03,今日新股（债）：宸展光电、狄耐克、紫金发债、立讯发债,恒泰睿财
5602,2020-11-03,东北证券【新股】11月3日常辅股份、狄耐克等申购，南航转债上市,东北证券金融世界
