,2021-12-29,浙商机械 邱世梁||王华君【威唐工业】越南客户首款电车交付；动力电池箱体明年有望放量,高端装备制造及材料
2895,2020-08-18,国泰君安君得鑫两年持有期混合A基金最新净值涨幅达1.70％,金融界
2896,2020-08-18,锂电装备第一股先导智能：上半年新增订单额激增超八成,和讯
2897,2020-08-18,先导智能(300450)：业绩低于预期 订单高增长保障全年业绩增长,创业板
2898,2020-08-18,7股获买入评级 最新:先导智能,中财网
2899,2020-08-17,道达投资手记：央行发红包 沪指要创新高？,每日经济新闻
2900,2020-08-17,先导智能(300450.SZ)拟与控股股东签订房屋租赁合同,格隆汇
2901,2020-08-17,先导智能(300450.SZ)：授予132名激励对象53.9万份股票期权,格隆汇
2902,2020-08-17,成绩单！先导智能：2020年半年度净利润约2.28亿元，同比下降41.93% 盈利能力下降,每日经济新闻
2903,2020-08-17,先导智能：中信证券核查公司与控股股东欣导投资的租赁合同符合相关规定,每日经济新闻
2904,2020-08-17,先导智能(300450.SZ)：上半年净利降41.93%至2.28亿元 盈利能力下降,格隆汇
2905,2020-08-17,先导智能：李裕丰辞去公司副总经理、董事会秘书职务 董监高成员变化,Wind
2906,2020-08-17,先导智能：上半年净利润同比减少41.93%,Wind
2907,2020-08-17,国泰君安君得鑫两年持有期混合C基金最新净值涨幅达1.74％,金融界
2908,2020-08-17,国泰君安君得明混合基金最新净值涨幅达1.72％,金融界
2909,2020-08-17,机械行业周报：光伏扩产积极利好设备 7月挖机销量维持高增长,新浪
2910,2020-08-17,机械设备周报2020年8月第2期：7月挖掘机销量同比增长54.8％ 工程机械持续高景气,新浪
2911,2020-08-17,机械行业周报：锂电龙头释放利好 设备景气度逐步抬升,新浪
2912,2020-08-17,豪森股份把A股当提款机：有息负债高 3人猛分红1.45亿 偿债能力下降,中国经济网
2913,2020-08-17,我国将开展新能源车下乡 全年销量有望正增长（附股）,证券时报网
2914,2020-08-16,先导智能、市场遗落的良马！,搜狐
2915,2020-08-16,机械设备行业周报：国内工业机器人行业前景之日本启示,新浪
2916,2020-08-15,中信证券：经济复苏背景下，布局三条主线（附股）,中信证券
2917,2020-08-15,一周研读｜经济复苏背景下，布局三条主线,中信证券研究
2918,2020-08-15,沪强深弱缩量反弹 机构兑现热门国防军工股,大众证券报
2919,2020-08-15,构筑科技创新的智能化优势 联想支撑“双循环”新发展格局,中新网
2920,2020-08-15,市场缩量震荡 红酒汤米张继续领跑,南方财经网
2921,2020-08-14,新华500指数本周跌0.31% 流动性及经济复苏或对A股形成支撑,新华网
2922,2020-08-14,特斯拉电池供应 “四驾马车”,高工锂电
2923,2020-08-14,红塔红土稳健回报前7月亏损 重仓银行股基民郁闷,中国经济网
2924,2020-08-13,宁德时代入股与公司无关？市场：我不管，你先涨停再说！,上证报
2925,2020-08-13,宁德时代：以投资促产业链进化，锂电王者再出发,新能源网
2926,2020-08-13,业绩凸显转型定力，联想企业科技集团推动新基建高速落地,砍柴网
2927,2020-08-13,豪掷190亿投资上下游丨曾毓群痛定思痛造整车？,搜狐
2928,2020-08-13,191亿！这些企业将获益宁德时代投资,Ofweek
2929,2020-08-13,盘前情报0813丨MSCI最新季度指数调整出炉：京沪高铁中芯国际等入选,21世纪经济报道
2930,2020-08-13,中信证券：重点把握中国电动化优质供应链 尤其是宁德时代供应链的投资机会,证券时报网
2931,2020-08-13,新能源汽车｜宁德时代产业链：CATL拟加码产业链，提升全球竞争力,中信证券研究
2932,2020-08-13,成长大势之年，有没有稳一点的成长风基金经理？,基民柠檬
2933,2020-08-13,豪掷190亿元投资上下游 宁德时代是否会加入 造车大军？,21世纪经济报道
2934,2020-08-12,巨·热点|单针探底缩量调整 五类题材受青睐！,巨丰财经
2935,2020-08-12,33公司获得增持评级-更新中,中财网
2936,2020-08-12,【电新】电力设备与新能源行业8月第2周周报：风光平价上网项目公布,中银证券研究
2937,2020-08-12,锂电设备丨重要点评：宁德时代股权投资上下游产业链，利好核心设备商,透视先进制造
2938,2020-08-12,大众动力电池供应链体系“解码”,高工锂电
2939,2020-08-12,宁德时代产业链个股多数高开,e公司
2940,2020-08-12,中信证券：新能源汽车销量符合预期 重点把握特斯拉产业链的优质投资机会,证券时报网
2941,2020-08-12,市场缩量震荡蓄势，广汇转债建议参与—可转债周报20200816【华创固收|周冠南团队】,华创债券论坛
2942,2020-08-11,先导智能回复问询函：本次募投项目不存在重复建设的情况 问询,Wind
2943,2020-08-11,机械设备行业周报：国内半导体产业再迎利好 苹果3C设备企业业绩凸显,新浪
2944,2020-08-11,A股早报2020年8月11日星期二,Wind
2945,2020-08-11,新能源汽车｜销量符合预期，年内同比销量首次增长：7月销量点评,中信证券研究
2946,2020-08-11,机械设备周报2020年8月第1期：中芯国际调增全年计划资本开支至67亿美元 半导体设备产业链有望加快进口替代,新浪
2947,2020-08-11,新能源汽车市场迎来转折点 六股现上车良机,证券时报
2948,2020-08-10,制造行业日报：军工高位品种承压 回归中报业绩超预期主线,新浪
2949,2020-08-10,龙虎榜：机构5.3亿集中买入一股章盟主果断清仓离场,金融界
2950,2020-08-10,龙虎榜动向：6股机构及北向资金集体净买入,证券时报网
2951,2020-08-10,老越看盘丨大小指数明显分化 资金布局低估值蓝筹股,21世纪经济报道
2952,2020-08-10,8月10日深市创业板活跃股公开信息,深交所
2953,2020-08-10,先导智能龙虎榜数据（8月10日）,Wind
2954,2020-08-10,先导智能放量涨停，机构买入为主,Wind
2955,2020-08-10,涨停板解密：机械设备股火热受追捧！（8月10日）,Wind
2956,2020-08-10,收评：沪指涨0.75%创业板指跌0.53%建筑装饰板块爆发,金融界
2957,2020-08-10,巨·热点|市场缩量震荡攀升 板块再现局部轮动 哪些题材受追捧！,巨丰财经
2958,2020-08-10,8月10日主力巨资抢筹四大板块(附股),金融界
2959,2020-08-10,上游龙头强势涨停揭示新能源行业后续高景气这一环节有望最早兑现基本面,科创板日报
2960,2020-08-10,125只股涨停最大封单资金16.04亿元,证券时报网
2961,2020-08-10,A股收盘综述：上证指数涨0.75%，创业板指跌0.53%,Wind
2962,2020-08-10,机械设备行业研究周报：异质结电池投资进一步升温,新浪
2963,2020-08-10,机械设备行业研究：科技内循环 半导体装备等国产替代加速,新浪
2964,2020-08-10,8月10日午盘两市净流入前20股(名单),金融界
2965,2020-08-10,86只股上午收盘涨停(附股),证券时报网
2966,2020-08-10,先导智能 | 点评：定增助力业务扩张，新接订单大幅增长，股价修复空间大！【天风机械】,先进制造观察
2967,2020-08-10,8月10日早盘两市净流入前20股(名单),金融界
2968,2020-08-10,【汽车】发改委：鼓励限购城市适当增加汽车购置限额——新能源汽车行业周报——看好（联系人：郑连声、陈兰芳）,渤海证券研究
2969,2020-08-09,先导智能光伏高效能新品首发上海SNEC,北极星电力
2970,2020-08-09,机械设备行业周报：电动车热泵空调系统技术迭代趋势,新浪
2971,2020-08-09,2020 SNEC | DAY 1 你想看的新品全在这了！,索比光伏网
2972,2020-08-08,先导智能 | 点评：研发投入影响利润，看好行业进入扩产周期,透视先进制造
2973,2020-08-08,解读：装备制造业的投资机会该如何把握？,上证报
2974,2020-08-08,券商板块尾袭 选手各显神通,南方财经网
2975,2020-08-07,渤海证券：欧洲新能源车市场快速发展 国内供应商持续受益丨研报精选,第一财经
2976,2020-08-07,杠杆选手a和绝处逢生再度领前,南方财经网
2977,2020-08-06,银河证券每日晨报,新浪
2978,2020-08-06,【汽车】欧洲开启电动化时代，政策叠加车企布局加速进程——海外电动化专题报告之一——看好（联系人：郑连声、陈兰芳）,渤海证券研究
2979,2020-08-06,抓涨停控仓位 进攻退守娴熟自如,南方财经网
2980,2020-08-05,机械设备行业研究周报：中央强调加大城镇老旧小区改造力度,新浪
2981,2020-08-05,八月首日 华夏交一换入券商股,南方财经网
2982,2020-08-04,新能源汽车行业周报：二季度LG化学电池业务营收利润创新高,新浪
2983,2020-08-04,8月4日券商晨会研报汇编,证券日报
2984,2020-08-04,【方正机械】周观察2：全国食品安全大检查推动食品检测需求爆发,小郭看机械
2985,2020-08-03,机械设备行业周报：超快激光器国内外竞争格局分析,新浪
2986,2020-08-03,专用设备行业：全球扩产周期来临 重点推荐锂电设备,广发证券
2987,2020-08-03,七翻身之后 8月A股怎么走？机构最新金股名单来了,证券时报网
2988,2020-08-03,电车七月产销同比首次上升，低压电器提价显景气需求【安信电新周观察20200817】,电新邓永康团队
2989,2020-08-03,【汽车】四部委有序放开新能源汽车代工生产——新能源汽车行业周报——看好（联系人：郑连声、陈兰芳）,渤海证券研究
2990,2020-07-31,机械中期策略：把握高端制造戴维斯双击的机会,新浪
2991,2020-07-31,北京和众汇富：A股最牛供应商，ROE超过20％,和讯
2992,2020-07-31,【方正机械】周观察1：塔机租赁服务行业深度复盘,小郭看机械
2993,2020-07-30,中泰证券：受益电动车销量带动 零部件赛道和优质标的或迎戴维斯双击,证券时报网
2994,2020-07-29,电气设备行业深度报告：博世应对电动化变革的“十八般武艺”,新浪
2995,2020-07-29,电气设备行业周报：量价齐升正当时 聚焦光伏景气周期开端,新浪
2996,2020-07-28,奥特维光伏设备畅销净利增56% 高研发投入升级产品新签单11亿,长江商报
2997,2020-07-27,国泰君安君得鑫两年持有期混合A基金最新净值跌幅达4.48％,金融界
2998,2020-07-27,国泰君安君得明混合基金最新净值跌幅达4.28％,金融界
2999,2020-07-27,【汽车】特斯拉发布二季度财报，首次连续4个季度盈利——新能源汽车行业周报——看好（联系人：郑连声、陈兰芳）,渤海证券研究
3000,2020-07-27,锂电池检测系统市场研究：电动车需求激增，锂电池推动行业高成长,新能源网
3001,2020-07-27,中泰证券：短期疫情影响不改电动汽车发展趋势 持续看好宁德时代等,证券时报网
3002,2020-07-27,【太平洋机械】机械行业周报20200725：疫情后重视粮食生产，拖拉机行业销售大幅回升,太平洋机械大讲堂
3003,2020-07-26,深度*行业*特斯拉系列报告之四：二季度交付量超预期 连续四个季度实现盈利,新浪
3004,2020-07-24,想上车爆款科技新基？这位宝藏基金经理“拍了拍你”,基少成多
3005,2020-07-24,机械设备行业月度报告：工程机械高景气持续，锂电设备有望迎来需求提速，维持“同步大市”评级,财信证券
3006,2020-07-24,基金2Q20机械持仓分析：低配幅度扩大 看好低估值、增长快个股,新浪
3007,2020-07-24,【汽车】连续第四个季度盈利，计划再建工厂扩产能——特斯拉系列报告之五——看好（联系人：郑连声、陈兰芳）,渤海证券研究
3008,2020-07-24,特斯拉二季度业绩超预期 关注供应链优质标的,证券时报网
3009,2020-07-24,中信证券：特斯拉Q2业绩超预期，继续推荐供应链机会,Wind
3010,2020-07-24,“割韭菜”的终于被赶跑了！,金融界
3011,2020-07-23,机械设备行业周报：华为断供、自主之路道阻且长 5G手机销量超六成,新浪
3012,2020-07-23,特斯拉系列报告之五：连续第四个季度盈利 计划再建工厂扩产能,渤海证券
3013,2020-07-23,投资情报丨特斯拉财报超预期，新三板精选层下周一开板，受益股一览,21世纪经济报道
3014,2020-07-22,先导智能：股东拉萨欣导创业投资有限公司解除质押约3168万股,每日经济新闻
3015,2020-07-22,先导智能(300450.SZ)：欣导投资解除质押3168.42万股,格隆汇
3016,2020-07-22,国泰君安君得鑫两年持有期混合A基金最新净值涨幅达1.55％,金融界
