,2021-12-31,山西汾酒现1笔大宗交易 共成交884.25万元,新浪
6744,2020-06-18,87只股即将分红 抢权行情能否开启？,证券时报网
6745,2020-06-18,尴尬的剑南春 回不去的“茅五剑”,北京商报
6746,2020-06-17,尴尬的剑南春 回不去的“茅五剑”,北京商报
6747,2020-06-17,过去一年翻几倍的股票都有哪些特点？,和讯
6748,2020-06-17,A股三大指数小幅收涨 市场风险偏好较高,搜狐
6749,2020-06-17,[路演]山西汾酒：半年报营业收入预计会增长,全景网
6750,2020-06-17,[路演]山西汾酒：公司销售趋势稳中向好 2020年力争实现20%左右的增长,全景网
6751,2020-06-17,山西证券改革精选灵活配置混合基金最新净值涨幅达1.52％,金融界
6752,2020-06-17,食品饮料行业中期策略：抓边际改善 守业绩确定,新浪
6753,2020-06-17,【食品饮料】食品饮料类社零数据点评：食品饮料类消费持续好转,微信
6754,2020-06-16,【华创食饮】周观点：茅台行稳致远，青啤边际改善,华创食饮
6755,2020-06-16,汾酒集团董事长李秋喜直播带货话“梅”酒,中国经济网
6756,2020-06-16,【每日晨报】0616丨经济仍在复苏途中，恢复速度弱于预期，2季度依然负增长,中国银河证券研究
6757,2020-06-16,白酒板块走跌 高端酒恢复较好,中国报告大厅
6758,2020-06-16,银河证券：1-4月农副食品加工业利润增长20%，环比提升明显,第一财经
6759,2020-06-16,开源晨会0616丨5月社零数据点评报告；农林牧渔、非银金融2020年中期投资策略；湘佳股份、老凤祥,开源证券研究所
6760,2020-06-16,受困高端化 老白干组合拳能否如愿全国化,北京商报
6761,2020-06-16,【开源食饮】5月社零数据持续改善，饮料、烟酒回暖势头不减——行业点评报告,宇光看食饮
6762,2020-06-16,"看好二师兄？""养猪""ETF来了",中国基金报
6763,2020-06-15,受困高端化 老白干组合拳能否如愿全国化,北京商报
6764,2020-06-15,山西汾酒(600809)：动销恢复良好 品牌&机制优势凸显,新浪
6765,2020-06-15,【疫情反复或短期影响消费复苏进程——方正食品饮料200614】,虎哥的研究
6766,2020-06-15,名酒品质竞争从台前拼到幕后,佳酿网
6767,2020-06-15,【华创·周知道】北京疫情近况全梳理及影响初估——战“疫”系列十七&每周经济观察第24期 （20200615）,华创证券研究
6768,2020-06-15,新华社民族品牌指数连续12周跑赢上证综指,中证报
6769,2020-06-14,【国盛食品|专题】浅析青啤产能优化的利润释放空间,蓉品食饮
6770,2020-06-14,【民生食饮】周观点0615：疫情略反复难改整体向好大势，消费持续环比改善仍在路上,MS食品饮料
6771,2020-06-14,【招商食品|最新】茅台新增直销渠道，五粮液召开营销工作会,招商食品饮料
6772,2020-06-12,消费复苏，多品种开启涨价模式，寻找业绩黑马,Wind
6773,2020-06-12,再见不开心音乐趴24小时不间断嗨翻京东直播，百威同比增长超100%,砍柴网
6774,2020-06-12,食品饮料2020年6月投资策略：把握复苏节奏，优选强改善品种，维持“超配”评级,国信证券
6775,2020-06-12,汾酒：构建农村产业精准扶贫发展新模式,金融界
6776,2020-06-12,山西汾酒：加强投资者保护 推动公司高质量发展,中证网
6777,2020-06-12,沪指阔别5178点五年：跌去超过40% 失真问题凸显,上证报
6778,2020-06-12,阔别5178点五年间 谁在引领A股风格变化,上证报
6779,2020-06-11,快讯观察 | 频频提出的“白酒申遗”议案，何时走向“完成时”？,糖酒快讯
6780,2020-06-11,山西汾酒(600809.SH)年报推10派9元股权登记日6月18日,格隆汇
6781,2020-06-11,牛栏山精制陈酿京东首发，解密牛栏山后百亿的增长逻辑,中华网
6782,2020-06-11,【异动股】酿酒行业板块下挫，珠江啤酒(002461-CN)跌4.08%,财华社
6783,2020-06-11,【光大食品饮料】需求加速恢复 ——食品饮料行业淘数据5月数据点评,EBSCN食品饮料
6784,2020-06-11,【华创食饮】4-5月线上数据分析专题：疫情受控行业回温，名酒增速表现亮眼,华创食饮
6785,2020-06-10,贵州茅台翻倍投资基建 产能释放能否如期？,21世纪经济报道
6786,2020-06-10,茅台“新帅”高卫东首秀股东会：将把疫情影响降到最低 确保全年目标,每日经济新闻
6787,2020-06-10,茅台集团牵头酱酒企业共建赤水河畔 “命运共同体”,凤凰网
6788,2020-06-10,郎酒冲刺IPO，行业进入“8+N”时代,酒业新闻网
6789,2020-06-10,水井坊3月销售逐步恢复，总经理坦言二季度动销有压力,中国白酒网
6790,2020-06-10,水井坊3月销售逐步恢复 总经理也坦言二季度动销仍有压力,新浪
6791,2020-06-10,券商晨会观点：后市保持谨慎乐观 白酒建议战略布局,第一财经
6792,2020-06-10,睿财看市场 ：文化传媒板块大涨 北向资金净流入逾60亿,恒泰睿财
6793,2020-06-10,中信建投：消费回暖下头部企业彰显优势 白酒建议战略布局,证券时报网
6794,2020-06-10,晨会0610 | 百强房企拿地积极,中信建投证券研究
6795,2020-06-10,中信建投周知 | 聚焦债市调整、疫苗研发、一周深度,中信建投证券研究
6796,2020-06-09,ETF科普：比起买股票，ETF这两大优势堪称完美,巨丰财经
6797,2020-06-09,苏酒老二今世缘的尴尬,中国网
6798,2020-06-09,消费复苏叠加涨价潮 白酒板块上演“不停涨”行情,中证网
6799,2020-06-09,2分钟读财报|郎酒IPO:毛利率直逼茅台 负债率66%居行业之首,新浪
6800,2020-06-09,63股创新高，茅台、爱尔眼科等打先锋，“吃药喝酒”行情能热多久,经济网
6801,2020-06-09,东北证券：白酒进入涨价潮，地摊经济拉动啤酒复苏,证券时报网
6802,2020-06-08,第20家白酒股呼之欲出，郎酒PK国台酒业，可有机会？,国际金融报
6803,2020-06-08,食品饮料行业2020年5月阿里系线上数据点评：各行业延续高增 龙头表现各异,新浪
6804,2020-06-08,食品饮料行业动态报告：青花汾酒7月提价 消费回暖下头部企业彰显优势,新浪
6805,2020-06-08,24股收盘价创历史新高,证券时报网
6806,2020-06-08,粤开食品饮料周观点：白酒板块领涨 夜经济短期或拉动啤酒及低端白酒消费,新浪
6807,2020-06-08,郎酒股份急冲A股IPO：盈利飙升背后广告销售费锐减近十亿，负债率持续增长居高不下 盈利能力下降,资本邦
6808,2020-06-08,【华创食饮】周观点：涨价与降价,华创食饮
6809,2020-06-08,【华创食饮|深度】青岛啤酒：国货精品，当仁不让,华创食饮
6810,2020-06-08,【国盛食品|专题】板块走强，行至何处？,蓉品食饮
6811,2020-06-08,标的股创新高　基金净值难同步 基民投资宜审视组合整体,红周刊
6812,2020-06-08,龙头酒企集体涨价行业上行趋势未变茅台、五粮液股价续创新高,财华社
6813,2020-06-08,食品饮料行业周报：多家区域酒企提价 激发渠道积极性,新浪
6814,2020-06-08,【东兴大消费】周观点6月第1期：电商节开启热度攀升，下半年促消费、扩内需将仍是重心,东兴社服
6815,2020-06-08,【招商食品|全国草根调研】乳业、调味品动销恢复明显,招商食品饮料
6816,2020-06-08,食品饮料行业周报：白酒Q2 超额收益明显 可选复苏仍是主线,新浪
6817,2020-06-08,茅台的对手来了！郎酒拟将A股上市 实控人身家或超500亿,投资快报
6818,2020-06-08,中证新华社民族品牌工程指数创新高,中国证券网
6819,2020-06-08,新华社民族品牌指数创今年以来新高,中证报
6820,2020-06-07,【郎酒、国台冲击IPO， 白酒次高端向好趋势不变———方正食品饮料200607】,虎哥的研究
6821,2020-06-07,研值担当，价值护航！第14届上市公司价值评选评委阵容亮相！申报系统开放,证券时报网
6822,2020-06-07,【开源食饮周报0607】白酒淡季再提价，关注大众品复苏进程,宇光看食饮
6823,2020-06-07,周谈|Weekly Talk：相对低估和持续提速的二维选股，食品饮料估值有韧度,食品饮料光头阳线
6824,2020-06-07,近百股本周创历史新高，三成获北上资金加仓,证券时报
6825,2020-06-07,【东兴大消费】大消费周观点：电商节开启热度攀升，下半年促消费、扩内需将仍是重心 ——2020年6月第一期周报,东兴研究圈
6826,2020-06-06,郎酒冲击IPO：实控人汪俊林有望成酒业首位百亿富翁 公司毛利率81%仅次于茅台,搜狐
6827,2020-06-06,又一家酱香白酒冲刺A股！这一板块成牛股集中营,中证报
6828,2020-06-06,民族品牌指数创收盘新高 外资持续追捧核心资产,新浪
6829,2020-06-06,近四成食品饮料股创年内新高，众机构坚定看多“白龙马”行情,Wind
6830,2020-06-05,48只股股价创历史新高,证券时报网
6831,2020-06-05,山西汾酒(600809)：电商平台引领渠道变革 打造国企改革的“汾酒样本”,新浪
6832,2020-06-05,消费行业日报：国窖1573经典装提价10元瓶,新浪
6833,2020-06-05,食品饮料行业研究：冠绝市场 牛市仍长,华安证券
6834,2020-06-05,每周一词 | 危中“涨”声不断，频频提价才有机遇？,糖酒快讯
6835,2020-06-05,白酒行业淡季涨价潮再现：汾酒最高涨百元，国窖1573终端供货价上调至920元,搜狐
6836,2020-06-05,主流券商今日核心观点与策略推荐（6/5）,搜狐
6837,2020-06-05,白酒行业-疫情短期冲击有限 长期消费需求仍在,新浪
6838,2020-06-05,午盘解读：两市震荡下行 民航机场行业涨幅居前,新浪
6839,2020-06-05,【光大食品饮料】赤水河畔酱香名酒（郎酒招股说明书信息梳理）——光大食品饮料行业周报20200607,EBSCN食品饮料
6840,2020-06-05,万和证券：疫情后整体价格带分化明显，白酒龙头品牌将更加受益,证券时报网
6841,2020-06-05,题材 | 多家白酒企业再掀涨价潮！,中邮证券
6842,2020-06-05,逆市涨价真的能稳定白酒“军心”么？,佳酿网
6843,2020-06-05,资金热炒“地摊经济”概念，哪些上市公司可以多收几斗？,南都报
6844,2020-06-05,商务部重磅政策支持湖北自贸区发展今日3股望冲涨停,搜狐
6845,2020-06-05,民族品牌指数逆势上涨 三类个股表现突出,上证报
6846,2020-06-05,区域震荡格局未变,上证报
6847,2020-06-05,汾酒廉政教育探新路，微信“五廉”受欢迎,中国白酒网
6848,2020-06-04,【金财富决策参考】2020-06-05,赢家之星
6849,2020-06-04,白酒行业再掀涨价潮 行业复苏环比加速,e公司
6850,2020-06-04,【开源食饮每日资讯0604】汾酒产品45度玻竹和45度牧竹将于7月15日停产,宇光食饮日讯
6851,2020-06-04,汾酒两款产品将于7月15日停产升级 经营问题,中国白酒网
6852,2020-06-04,三年剑指百亿，西凤酒为何如此有底气？,酒业新闻网
6853,2020-06-04,食品饮料板块持续走强 机构预计全年将维持强势,中国财富网
6854,2020-06-04,市场逐渐回暖 白酒行业再掀涨价潮,佳酿网
6855,2020-06-04,民族品牌指数涨0.35% 格力电器领涨,上证报
6856,2020-06-04,白酒股普涨 酒鬼酒(000799.SZ)涨超4%创2012年以来新高,格隆汇
6857,2020-06-04,民族品牌指数微跌 汽车及医药类成分股上涨,上证报
6858,2020-06-03,二三线白酒淡季提价 加速行业结构性分化,新浪
6859,2020-06-03,一瓶飞天搭售七瓶系列酒，茅台为何打自己的脸？,中国商报
6860,2020-06-03,李秋喜提汾酒电商“十六字方针”,中国白酒网
6861,2020-06-03,传青花汾酒出厂价全线上调最高提价100元 汾酒董秘办回应：不太清楚,中华网
6862,2020-06-03,比价格比服务，苏宁超市“J-10%”订单量环比增长593%,凤凰网
6863,2020-06-03,青花汾厂价将全面上调，最高涨100元,格隆汇
6864,2020-06-03,业绩下滑趋势明显、控股股东近100%质押后急发部分质押解除公告，4.8亿定增+网红直播能否挽救青青稞酒颓势？,和讯
6865,2020-06-03,2020年中国白酒行业市场分析：淡季迎来涨价潮 高端白酒市场增长逻辑明显,前瞻研究院
6866,2020-06-03,光瓶酒“越卖越贵”背后：瓜分1000亿市场 区域酒企找到突围秘笈？,金融界
6867,2020-06-03,白酒企业淡季再掀涨价潮 券商依然看好白酒板块,佳酿网
6868,2020-06-02,“17年前投35万，如今已赚1个亿！”贵州茅台市值一度超“宇宙行”，登顶A股！,和讯
6869,2020-06-02,国台与金品源合作拓渠道,北京商报网
6870,2020-06-02,你需要重新认识贵州茅台了,格隆汇
6871,2020-06-02,白酒股迎来6月开门红 贵州茅台、五粮液股价创新高,佳酿网
6872,2020-06-02,【华创·周知道】消费与出行显著回暖，但工业生产修复仍有限——5月海外复工进度跟踪&海外周报第10期 （20200601）,华创证券研究
6873,2020-06-02,A股突然爆发！200亿抢筹科技股，茅台股价创新高，到底什么情况？,Wind
6874,2020-06-02,A股突然爆发！200亿抢筹科技股茅台股价创新高到底什么情况?,Wind
6875,2020-06-02,贵州茅台总市值直逼宇宙行，工行总市值第一的局面将成为历史？,搜狐
6876,2020-06-02,茅台五粮液雄居沪深市值榜首 多家券商称估值仍具有吸引力,金融投资报
6877,2020-06-01,东兴证券大消费组周观点5月第5期：两会提振消费领涨 继续看好休闲服务及可选消费品复苏,新浪
6878,2020-06-01,两市百元股逼近90只，高价科技股6月迎来解禁大考 解禁,第一财经
6879,2020-06-01,“T+0”显威！成交急剧放大，A股创两个多月新高！北上资金跑步入场，单日狂买过百亿,证券时报网
6880,2020-06-01,茅台五粮液股价齐创新高：分析称白酒行业迎来一波消费小高潮,澎湃新闻
6881,2020-06-01,白酒行业：复苏加速 价值凸显,新浪
6882,2020-06-01,6月券商金股出炉！机构密集调研这只苹果概念股，外资大幅加仓它们，这些股上涨空间超20%,证券时报
6883,2020-06-01,茅台五粮液雄霸沪深市值榜首 券商：还没涨够,金融投资报
6884,2020-06-01,聪明钱单日净流入超百亿最近都在买什么？(名单),先锋期货
6885,2020-06-01,食品饮料行业周报：五粮液有信心完成两位数目标 继续关注白酒板块,新浪
