,2021-12-31,通策医疗股价半年腰斩 中泰证券国元证券8月份喊买入,中国经济网
1178,2020-12-11,医美终端诊疗机构专题：区域性连锁龙头格局初现,新浪
1179,2020-12-10,平均毛利率45%依旧亏损-口腔医院是不是一个好赛道？【安信诸海滨团队】 亏损,诸海滨科新先声
1180,2020-12-10,21只股股价创历史新高,证券时报网
1181,2020-12-09,在北京，换一口牙45万,36氪
1182,2020-12-09,晨报1209 | 医药&白酒2021年度策略、次新股专题、圣农发展（002299）,国泰君安证券研究
1183,2020-12-09,中信建投2021年医药生物投资策略展望：不畏浮云遮望眼,中信建投证券研究
1184,2020-12-08,“证券时报-润灵评级”医药行业上市公司ESG评估报告,证券时报网
1185,2020-12-08,医药行业2021年度投资策略：需求无止境 供给共繁荣,新浪
1186,2020-12-08,医药生物行业2020年12月投资月报：医药反弹持续性如何？,新浪
1187,2020-12-08,国君医药 | 2021年度策略：需求无止境，供给共繁荣,国泰君安证券研究
1188,2020-12-07,医药生物行业周报：狂犬单抗未来会是大品种吗？再次强调12月是医药底部布局期,新浪
1189,2020-12-07,医药生物行业12月月报：静待医药政策落地期 关注重磅品种研发进展和优质细分赛道,新浪
1190,2020-12-07,医药行业周报：医药反弹OR反抽？,西南证券
1191,2020-12-07,医药生物行业研究周报：从批签发变化来看血制品行业有望迎来高景气度,新浪
1192,2020-12-06,2021年医药生物行业策略报告：聚焦黄金赛道 寻找疫后高光,新浪
1193,2020-12-04,龋齿人群数量倍增2020牙科行业好做吗?,中研网
1194,2020-12-02,【浙商医药|周报】把握中国优势，就是把握明年行情,杏林建研
1195,2020-12-01,医药医疗板块强势领涨，多只个股涨幅居前,制药网
1196,2020-12-01,回顾2018年药品集采，创新走向更高质量发展--医药行业周报（2020.11.23-2020.11.27）,兴证医药健康
1197,2020-12-01,【行情】医疗器械板块走强，博晖创新涨12%，正川股份涨停，康泰医学、爱尔眼科、通策医疗、山东药玻等涨超5%,金十数据
1198,2020-11-30,医药生物行业报告：把握业绩好 确定性较强的子行业,新浪
1199,2020-11-24,医药生物行业周报：板块持续回调 逢低布局景气度高的细分赛道,新浪
1200,2020-11-22,医药生物行业周报：调整提供布局良机 拥抱长期成长和确定性,新浪
1201,2020-11-20,暴涨暴跌中：哪些医药股最值得投资？,新浪
1202,2020-11-20,布局2021年！这个板块有望爆发,证券之星
1203,2020-11-18,通策医疗(600763.SH)：收购三叶儿童口腔业务涉及的10家长期股权投资已全部完成股权变更登记,格隆汇
1204,2020-11-18,【天风医药 | 深度】数据会说话，发展周期与单店模型的碰撞——专科医疗服务深度研究,思医辨药
1205,2020-11-17,两大业务市场潜力十足，励晶太平洋（00575）成长路径已清晰,智通财经
1206,2020-11-17,牙科界的“茅台”突发大跌 百家机构懵了,新浪
1207,2020-11-17,牙科界的“茅台”突发大跌，10年涨近24倍！顺周期板块大涨，这些龙头频频创新高,证券时报网
1208,2020-11-16,医药行业周报：医药子板块表现分化 关注医保谈判进程,新浪
1209,2020-11-15,生物医药行业周报：辉瑞新冠疫苗保护率超90% 新冠疫苗研发稳定推进,新浪
1210,2020-11-13,股价创历史新高股一览,证券时报网
1211,2020-11-12,医药生物行业11月月报暨三季报总结：三季报医药整体表现良好 当前时点重点关注Q3业绩超预期的疫苗、CXO、医疗服务、零售药店等板块,新浪
1212,2020-11-11,2020年年末主要宽基指数样本股调整预测：电子和医药行业个股升档较多,新浪
1213,2020-11-09,西南证券：双循环背景下 创新升级+进口替代引领医药大时代,新浪
1214,2020-11-08,冠脉支架集采落地，医疗耗材利空压制释放【东吴医药朱国广团队|1106周报】,国广有话说
1215,2020-11-07,医药行业：细分板块高增长 持仓变化不改医药高景气,新浪
1216,2020-11-06,3Q2020持仓分析：医药仓位有所回落，紧握核心资产,西南证券
1217,2020-11-06,医药行业2021年投资策略：“双循环”背景下 “创新升级＋进口替代”引领医药大时代,西南证券
1218,2020-11-06,生物医药行业点评：全国冠脉支架带量采购落地 医疗器械进入创新时代,新浪
1219,2020-11-05,医药行业2020Q3持仓分析：医药仓位有所回落 紧握核心资产,西南证券
1220,2020-11-05,各大指数样本股即将调整，有一个套利机会请查收,上证报
1221,2020-11-04,医药恢复高增长，未来跟随政策变化选股——兴证医药2020年11月投资月报,兴证医药健康
1222,2020-11-02,10股获百家机构调研，24家百亿私募现身（附名单）,21世纪经济报道
1223,2020-11-02,疫情影响逐渐消退，关注高成长龙头+细分冠军--医药生物上市公司2020年三季报小结,兴证医药健康
1224,2020-10-31,通策医疗(600763)：客单价提升、分院增长强劲 Q3在高基数上保持快速增长,新浪
1225,2020-10-30,医疗健康-基金3Q分析：三季度医药板块配置比例同比上升 环比下降,新浪
1226,2020-10-30,通策医疗(600763)：单季度收入增长24% 儿童口腔和种植业务表现突出,广发证券
1227,2020-10-30,通策医疗(600763)：Q3全面恢复并大力拓展诊疗业务,新浪
1228,2020-10-30,1股获买入评级 最新:通策医疗,中财网
1229,2020-10-29,民营医院开启淘汰赛：综合类医院如履薄冰，专科龙头医院业绩率先回暖,华夏时报
1230,2020-10-28,通策医疗(600763)：省内分院增长加速 量价齐升,新浪
1231,2020-10-28,1376份基金三季报透露持仓新动向，公募基金仍偏爱“喝酒吃药”,Wind
1232,2020-10-27,300亿爆款基金经理爱买哪些股票？三季报最新重仓曝光,理财不二牛
1233,2020-10-27,【天风医药】通策医疗：三季度业绩步入正轨，蒲公英计划稳步推进,思医辨药
1234,2020-10-27,明星基金经理最新持股大曝光！,中国基金报
1235,2020-10-27,通策医疗(600763)：扩张模式成熟复制性高 省内市场下沉可期,西南证券
1236,2020-10-27,【国元医药|点评】通策医疗2020三季报点评 ：疫情影响逐渐减弱，盈利能力持续提升,元气医药
1237,2020-10-27,通策医疗三季报点评：公司经营逐季向好，人才储备与蒲公英计划稳步推进【东吴医药朱国广团队】,国广有话说
1238,2020-10-26,通策医疗第三季度营收同比增24.49% 积极推进蒲公英分院布局,e公司
1239,2020-10-26,医药生物行业周报：医药板块短期调整 寻找长期优质标的,新浪
1240,2020-10-26,通策医疗(600763.SH)：前三季净利同比降0.98%至3.96亿元 盈利能力下降,格隆汇
1241,2020-10-26,通策医疗：前三季度净利润同比减少0.98% 盈利能力下降,Wind
1242,2020-10-21,A股各板块中的“茅台”名单，持续高成长股仅13只,证券时报
1243,2020-10-20,通策医疗(600763.SH)：通策健康拟向合营企业提供不超2.9亿元财务资助,格隆汇
1244,2020-10-19,医药生物行业周报：冠脉支架国采方案落地 头部企业有望相对受益,新浪
1245,2020-10-19,医药生物行业报告：持续看好流感及肺炎相关疫苗销售 关注医药三季报业绩主线,新浪
1246,2020-10-14,医疗ETF年内大涨80%居股票型ETF第一,Wind
1247,2020-10-14,"医药生物行业2020三季度业绩前瞻：板块分化明显 医疗服务等板块有
序复苏",新浪
1248,2020-10-11,2020年中国非公医疗连锁机构经营研究报告,凤凰网
1249,2020-10-09,医药生物行业：10月医药板块会扭转颓势吗？,新浪
1250,2020-10-08,【浙商医药|周报】推荐Q3业绩高增长板块（API、CXO、检测），关注新冠疫苗Q4进展,杏林建研
1251,2020-10-04,爱尔眼科：“医疗双雄”的较高估值如何消化？,搜狐
1252,2020-09-30,标的资产质量不佳 通策医疗迂回收购10家关联口腔医院,投资者网
1253,2020-09-27,医药生物行业研究：2020年CSCO大会群星闪耀 24张图表详细梳理亮点荟萃,新浪
1254,2020-09-25,通策医疗(600763.SH)控股股东解押667万股及质押1000万股,格隆汇
1255,2020-09-23,通策医疗今日大宗交易成交3万股，成交价198.75元溢价0.0%,Wind
1256,2020-09-23,通策医疗现1笔大宗交易 共成交596.25万元,新浪
1257,2020-09-21,经济修复纵深推进，复苏动能如何切换 | 国君周知,国泰君安证券研究
1258,2020-09-21,医药生物行业周报：CSCO、ESMO大会召开 关注创新药产业链,新浪
1259,2020-09-20,医药行业一周观察：板块延续回调趋势 医保目录调整名单公布,新浪
1260,2020-09-19,有一种公司很少花钱打广告,证券时报
1261,2020-09-18,通策医疗(600763.SH)拟1.5亿元收购杭州海骏科技有限公司运营的三叶儿童口腔业务,格隆汇
1262,2020-09-18,通策医疗(600763.SH)：鲍正梁完成捐赠961.92万股,格隆汇
1263,2020-09-18,通策医疗回复问询函 问询,Wind
1264,2020-09-18,又是他！这只基金多次提前买入周期龙头！来看它的最新持仓,格隆汇
1265,2020-09-18,【中航证券医药】深度报告 | 口中有真“利”，发展迎新机 ——口腔医疗行业报告,中航军工研究
1266,2020-09-18,医药生物-口腔医疗行业报告：口中有真“利” 发展迎新机,新浪
1267,2020-09-17,非公立连锁口腔机构的生长与绽放,亿欧网
1268,2020-09-17,茅台放量下跌抱团瓦解？消费医药龙头跌势不止,Wind
1269,2020-09-17,医药行业周报：医药品种“调结构” 关注 “快速复苏板块”+“医保降价免疫”,新浪
1270,2020-09-15,三问通策医疗收购“三叶系”儿童口腔资产,北京商报
1271,2020-09-15,生物医药行业周报：流感疫苗批签发加速 全年增长可期,新浪
1272,2020-09-15,拟购儿童口腔业务资产 通策医疗收问询函 问询,北京商报
1273,2020-09-15,通策医疗收购实控人资产引质疑：10家标的公司6家亏损，2家未来经营存较大不确定性，溢价522.97%合理性在哪？ 投资失误,和讯
1274,2020-09-15,通策医疗1.5亿关联收购遭问询上交所:增值523%合理? 问询,中国经济网
1275,2020-09-15,33股获券商买入评级，常宝股份目标涨幅达61.74%,Wind
1276,2020-09-14,通策医疗收问询函：要求对收购海骏科技持有的10家诊所部分股权的合理性 问询,Wind
1277,2020-09-14,2020半年报总结：行业分化加剧 龙头集中度提升,新浪
1278,2020-09-14,通策医疗(600763)：收购三叶系优质标的 持续加码儿科赛道,新浪
1279,2020-09-12,通策医疗(600763)：收购整合三叶口腔 继续发力儿科业务,新浪
1280,2020-09-12,上市公司正负面新闻2020年9月12日星期六,Wind
1281,2020-09-11,通策医疗拟溢价收购实控人旗下资产 并入三叶儿童口腔品牌,e公司
1282,2020-09-11,晚间重要公告2020年9月11日星期五,Wind
1283,2020-09-11,通策医疗：拟1.5亿元收购海骏科技公司持有的10家长期股权投资,Wind
1284,2020-09-11,通策医疗：拟1.5亿元收购海骏科技公司持有的10家长期股权投资,格隆汇
1285,2020-09-11,通策医疗(600763.SH)：拟收购海骏科技运营的三叶儿童口腔业务,格隆汇
1286,2020-09-10,通策医疗现1笔大宗交易 共成交476.70万元,新浪
1287,2020-09-10,通策医疗今日大宗交易成交2.50万股，成交价190.68元溢价0.0%,Wind
1288,2020-09-07,数据透视9月以来抱团股瓦解轮动行为,Wind
1289,2020-09-07,胡润发布10强口腔产业企业榜单：北京占十强口腔企业3席,金融界
1290,2020-09-07,27股获融资净买入额超5000万元 通策医疗居首,证券时报网
1291,2020-09-06,医药生物行业：去伪存真,新浪
1292,2020-09-06,医药生物行业周报：国产创新药频繁授权海外 继续重点推荐创新药产业链,新浪
1293,2020-09-04,【浙商医药|中报】器械与服务：关注效率及渗透率提升加速,杏林建研
1294,2020-09-04,医药行业2020年9月投资月报：建议关注IVD化学发光赛道 业绩高增长可期,新浪
1295,2020-09-02,政策不断放开 民营资本参与医疗服务有了更多可能,21世纪经济报道
1296,2020-09-02,辅助生殖的繁荣与隐忧：民资加速进场 核心问题难解,21世纪经济报道
1297,2020-09-01,58只股股价创历史新高,证券时报网
1298,2020-09-01,绩优基金何以表现亮眼，聪明钱与好公司互相成就,Wind
1299,2020-08-31,“核心+卫星”策略 对基金配置有什么意义？,养基司令
1300,2020-08-31,明星基金经理“隐形”重仓股全曝光,中国基金报
1301,2020-08-29,通策医疗(600763.SH)控股股东质押500万股及解押1040万股,格隆汇
1302,2020-08-27,“核心+卫星”策略，对基金配置有什么意义？,养基司令
1303,2020-08-26,医药生物行业周报：全国集采拟中选结果公布 产业结构持续优化升级,新浪
1304,2020-08-24,晨会聚焦：见微知著 从行业龙头看医疗服务的致胜之道,新浪
1305,2020-08-19,医药行业周报：如何看待近期医药的回调？,新浪
1306,2020-08-18,二季度高毅资产成持有市值最高的阳光私募，但斌领衔的东方港湾“边喝酒边拿药”,Wind
1307,2020-08-17,医疗服务资本热度逆势回暖，龙头医院加速乘风破浪,钛媒体
1308,2020-08-14,通策医疗(600763.SH)：控股股东质押350万股及解除质押670万股,格隆汇
1309,2020-08-14,通策医疗：控股股东宝群实业解除质押约670万股,每日经济新闻
1310,2020-08-14,2020上半年全球牙科财报：疫情下的挣扎与创新,36氪
