,2021-12-31,光伏风电储能：华创证券坚定看好新能源“三剑客”,智通财经
1742,2019-10-29,A股明日风口：工信部加快培育共享制造新模式新业态,新浪
1743,2019-10-29,国电南瑞：前三季度净利润同比减7.32% 盈利能力下降,Wind
1744,2019-10-29,【华创电新】国电南瑞三季报点评：综合毛利率稳中有升，现金流情况全面转好,华创电新研究
1745,2019-10-29,电新周报：三季报集中发布期风电零部件版块业绩高速增长,顶尖财经网
1746,2019-10-28,稳增长缓增长，中国电器科学研究院谨慎乐观,财华社
1747,2019-10-28,中国电器和关联方资金存放违反协议，或损害中小股东利益,中金在线
1748,2019-10-26,爆款基金坚守高仓位 科技消费是“心头好”,上证报
1749,2019-10-24,"《沪股通》上证180半日跌0.18%,上证380跌0.51%",经济通
1750,2019-10-23,【中金固收·信用】中国短期融资券及中期票据信用分析周报,中金固定收益研究
1751,2019-10-22,"电力设备与新能源行业周报:9月工控略有复苏,光伏旺季有所延后",东吴证券
1752,2019-10-22,"电力设备与新能源行业研究周报:光伏板块望否极泰来,泛在建设拥抱互联网合作",国金证券
1753,2019-10-21,电气设备：新版新能源汽车产业规划未提动力电池能量密度指引 荐6股,东兴证券
1754,2019-10-21,50股获券商买入评级 天邦股份目标涨幅达107.89%,Wind
1755,2019-10-21,"电气设备(泛在)行业专题报告:泛在招标硬件先行,调度、表计随势创新",浙商证券
1756,2019-10-18,电气设备：新能源需求有所调整 荐9股,财信证券
1757,2019-10-18,18日公司新闻聚焦：安凯客车搭上华为 天邦股份第三季度净利增8倍,证券时报网
1758,2019-10-18,最新公告透露利好 15只个股有望爆发（10.18）,中金在线
1759,2019-10-18,10月18日涨停板预测：7股有望冲击涨停,金融界
1760,2019-10-18,今天开启反弹 注意几点,金融界
1761,2019-10-18,周五最新重磅公司传闻集锦(10月18日),证券之星
1762,2019-10-18,"国电南瑞:拟合资成立南瑞联研,IGBT产业化进程有望加快",安信证券
1763,2019-10-17,国电南瑞：关于召开2019年第三次临时股东大会的通知,上交所
1764,2019-10-17,A股头条之上市公司（10.18）,金融界
1765,2019-10-17,晚间公告热点追踪：酒鬼酒第三季度净利同比降39% 盈利能力下降,新浪
1766,2019-10-17,国电南瑞：拟5.59亿元合资设立功率半导体公司,e公司
1767,2019-10-17,国电南瑞(600406.SH)拟与国家电网下属科研单位共同投设南瑞联研功率半导体公司,格隆汇
1768,2019-10-17,电新行业：泛在电力物联网进入实质加速推进阶段《泛在电力物联网白皮书2019》发布点评,光大证券
1769,2019-10-17,【电新】电力设备与新能源行业2019年三季报业绩前瞻:板块业绩分化较大，新能源发电表现亮眼*强于大市 盈利能力下降,中银国际证券研究
1770,2019-10-17,"电气设备行业周报:电力物联网加速建设,电动车产量环比略增",国海证券
1771,2019-10-16,电新行业2019年三季度业绩前瞻：光伏业绩确定性强，新能源汽车增速放缓 盈利能力下降,格隆汇
1772,2019-10-16,银河证券：泛在电力物联网白皮书发布，开局之年建设有望提速,证券时报网
1773,2019-10-15,泛在电力物联网与能源互联网和智能电网的建设方向对比分析,中泰电新研究
1774,2019-10-15,【每日晨报】1016丨4季度滞胀已成定局，1季度有所缓解,中国银河证券研究
1775,2019-10-15,电力设备行业：共享万亿饕餮盛宴 重塑行业未来发展,财富动力网
1776,2019-10-15,中概股收盘：斗鱼跌超10% 流利说跌约9.5%,新浪
1777,2019-10-15,《泛在电力物联网白皮书2019》发布 六股受关注,上证报
1778,2019-10-14,白皮书发布！泛在电力物联网欲腾飞，概念股有哪些？,格隆汇
1779,2019-10-14,泛在电力物联网概念股走强 岷江水电(600131.SH)封涨停,格隆汇
1780,2019-10-14,智能电网概念股集体飙涨，机构建议两个思路进行选股,第一财经
1781,2019-10-14,10月14日早盘两市板块龙虎榜排名(名单),金融界
1782,2019-10-14,【长城电新-动态点评】白皮书发布 泛在电力物联网建设有望加速,明晓新能
1783,2019-10-14,【华创电新|点评】泛在电力物联网白皮书发布，后端生态孕育万亿级市场,华创电新研究
1784,2019-10-14,电力板块走强,Wind
1785,2019-10-14,泛在电力物联网建设提速 涉电业务线上率70%亟待实现（附股）,金融界
1786,2019-10-14,【晨会聚焦】外需继续走弱，政策仍趋宽松——9月外贸数据点评,中泰证券研究所
1787,2019-10-14,"电力设备与新能源行业周报:电动车销售依然平淡,泛在加快推进",东吴证券
1788,2019-10-14,"电力设备行业动态分析:装机量环比改善,泛在建设全面提速",安信证券
1789,2019-10-13,【金财富早知道】2019-10-14,赢家之星
1790,2019-10-13,泛在电力物联网建设将提速 专项招标已开启,e公司
1791,2019-10-12,寻踪觅源看泛在6：信息化19-二次增补批次招标详解【安信电新】,电新邓永康团队
1792,2019-10-11,【国元资讯早班车】MSCI指数下个月将纳入科创板个股,国元证券订阅号
1793,2019-10-10,头号研报：电网招标加速 泛在建设迎来拐点,巨丰财经
1794,2019-10-09,工信部关注变压器能效，电力设备等相关产业链或将受益,第一财经
1795,2019-10-08,国电南瑞：发行不超10亿元公司债获证监会核准,Wind
1796,2019-10-08,国电南瑞(600406.SH)发行不超10亿元公司债申请获中国证监会核准,格隆汇
1797,2019-10-08,电力设备新能源泛在电力物联网 | 近十年电网三大投资概念深度对比,格隆汇
1798,2019-10-08,2019年中国电气工业100强排行榜,工业电器网
1799,2019-10-07,【国金电新周观点】煤电价改不改新能源大势，四季度电网投资望加速回暖,新兴产业观察者
1800,2019-09-30,【电新】8月深度跟踪:新能源汽车销量环比微增，海外光伏持续景气*强于大市,中银国际证券研究
1801,2019-09-30,"先进制造行业日报:逢十一长假,光伏产业链价格平稳",东莞证券
1802,2019-09-26,国电南瑞今日大宗交易成交70.24万股，成交价20.62元溢价0.0%,Wind
1803,2019-09-26,汽车：海外光伏持续景气 荐25股,中银国际
1804,2019-09-25,国电南瑞(600406.SH)获准注册不超25亿元超短融,格隆汇
1805,2019-09-25,上半年业绩跌15%现金流下滑 国家电网提速资产证券化 盈利能力下降,新京报
1806,2019-09-25,【国元资讯早班车】央行行长易纲回应“是否降息”,国元证券订阅号
1807,2019-09-25,【电新】苏晨：招标放量、拐点验证，泛在建设全面提速-201090924,中泰证券研究所
1808,2019-09-25,"电力设备与新能源行业研究:美国光伏项目储备创新高预示旺盛中期需求,国网信息化服务招标大幅提速",国金证券
1809,2019-09-24,工业综合：检修影响供给 多晶硅料价格持续反弹,东莞证券
1810,2019-09-24,中泰证券：泛在建设全面提速 关注相关产业链股,证券时报网
1811,2019-09-24,汽车：亚马逊向美国RIVIAN订购10万辆电动送货车,东莞证券
1812,2019-09-24,电力设备与新能源行业周报:泛在网招标启动风光景气继续延续,长城证券
1813,2019-09-24,"电力设备行业快报:天津宁夏招标,泛在建设正式启动",安信证券
1814,2019-09-23,兴业证券：泛在电力物联网专项招标启动 关注产业链龙头,证券时报网
1815,2019-09-23,国电南瑞:电网智能化周期启动二次设备龙头乘风而行,证券之星
1816,2019-09-21,让网红小龙虾鲜遍全国 中国供应链创新满足消费热潮,中新网
1817,2019-09-19,巨丰投顾独家点评：华为发布鲲鹏主板 激光显示产业迎风口,巨丰财经
1818,2019-09-19,巨丰投顾独家解读：三分之二央企引进社会资本,巨丰财经
1819,2019-09-18,雅中线70亿订单分标，国电南瑞综合份额第一,证券时报网
1820,2019-09-16,"电力设备与新能源行业周报:电池片价格反弹,关注泛在招标提速和消费电子电池",国金证券
1821,2019-09-15,【国金电新周观点】电池片价格反弹，关注泛在招标提速和消费电子电池,新兴产业观察者
1822,2019-09-15,【华泰电新黄斌团队】周观点： 光伏产业链价格终反弹，8月新能源车销量符合预期,华泰电新价值研究
1823,2019-09-15,【东吴电新曾朵红团队】周策略：光伏中上游开始涨价，锂电龙头景气度提升,新兴产业汇
1824,2019-09-12,巨丰周报：A股周线五连阳 下周主力“出手”目标曝光,巨丰财经
1825,2019-09-11,上海证券市场大宗交易公开信息(2019-09-11),上交所
1826,2019-09-11,太前瞻·太平洋大制造第6期电话会议纪要20190910,太平洋证券研究
1827,2019-09-10,国电南瑞：泛在电力物联网投资启动 2019上半年实现营收109.34亿元,北极星电力
1828,2019-09-09,国电南瑞：泛在电力物联网投资启动，触发信息化智能化新周期,证券时报网
1829,2019-09-09,中财独家:9月9日股市猛料必看,中财网
1830,2019-09-09,【电新-国电南瑞(600406)】苏晨：深度报告：新周期下的巨轮远航-20190908,中泰证券研究所
1831,2019-09-08,【国金电新周观点】光伏板块继续演绎确定性行情，近期重点关注泛在电力物联网建设提速,新兴产业观察者
1832,2019-09-07,本周754次买入评级 1股获10次,中财网
1833,2019-09-05,【华泰电新黄斌团队】行业分化，或跃在渊——电力设备新能源行业 19 年半年报总结,华泰电新价值研究
1834,2019-09-05,"电力设备与新能源行业9月第1周周报:行业中报披露完毕,需求旺季即将来临",证券之星
1835,2019-09-04,【东吴电新】电动车中报总结：中游业绩好于上游，各环节龙头优势凸显,新兴产业汇
1836,2019-09-04,巨丰投顾：金融地产两大板块助股指收高,巨丰财经
1837,2019-09-04,中信建投秋季策略：内生动力强劲 新能源大有可为,新浪
1838,2019-09-04,风范股份拉升封板 特高压概念股异动,新浪
1839,2019-09-03,电新|国电南瑞（600406）：电网转型之年，龙头长期可期,CITICS电新
1840,2019-09-03,报告 | 2019年8月江苏省A股上市公司市值TOP50,挖贝网
1841,2019-09-03,国电南瑞：下半年公司营收和业绩将继续环比改善,证券时报网
1842,2019-09-03,【华泰电新黄斌团队】国电南瑞2019半年报点评：电网投资承压，二次龙头稳健发展,华泰电新价值研究
1843,2019-09-03,【晨会聚焦】看好科技成长风格，把握正向预期差机会,中泰证券研究所
1844,2019-09-02,国电南瑞2019中报点评：业绩符合预期，三季度拐点将至【中泰电新 苏晨团队】,中泰电新研究
1845,2019-09-02,116股中报报喜 17股增长超1倍,中财网
1846,2019-09-02,【电新】行业2019年中报综述:板块业绩略有下滑，经营现金流大幅改善*强于大市 盈利能力下降,中银国际证券研究
1847,2019-09-01,【东吴电新】国电南瑞中报点评：总体符合预期，信通和节能板块高增长,新兴产业汇
1848,2019-09-01,【国金电新周观点】光伏板块从周期性折价走向确定性溢价，关注下半年电网投资提速,新兴产业观察者
1849,2019-09-01,国电南瑞：业绩环比向好，信通业务快速增长【安信电新】,电新邓永康团队
1850,2019-09-01,电力设备 | 2019中报总结：拐点将至，静待反转,中泰证券研究所
1851,2019-08-30,国电南瑞(600406.SH)上半年净利降11.17%至12.01亿元 盈利能力下降,格隆汇
1852,2019-08-30,国电南瑞：上半年净利润同比减11.17% 盈利能力下降,Wind
1853,2019-08-30,徐州市新能源产业全面深度扩张,石化新闻网
1854,2019-08-28,【国盛电新|周报】前十月风电并网同比增长0.2GW，宁德时代获宝马巨额订单追加-第48周观点,电新硬核研究
1855,2019-08-27,雅中特高压工程终获核准 将带动百亿设备投资,证券时报网
1856,2019-08-27,【华创电新】本周重点覆盖公司信息归总,华创电新研究
1857,2019-08-27,电新|行业：光伏装机集中启动，风电盈利有望修复,CITICS电新
1858,2019-08-26,北上资金净买入再超百亿，10股连续八周获加仓,Wind
1859,2019-08-25,【国金电新周观点】玻璃提价预期增强预示旺季到达，需求能见度提升促板块估值切换,新兴产业观察者
1860,2019-08-23,【华泰电力设备与新能源】Q3重磅研究报告合集,华泰证券研究所
1861,2019-08-18,【国金电新周观点】中环新品聚全行业目光，电网建设数字化趋势明确,新兴产业观察者
