,2021-12-31,2021年最后一天，碧桂园“归零”,华尔街见闻
8826,2020-08-27,资色·曝年报丨万科上半年实现营收1463.5亿元 同比增长5.1%,和讯
8827,2020-08-27,保持良好抗风险能力，万科上半年净负债率27%，现金短债比2倍,和讯
8828,2020-08-27,万科：2020年上半年实现营业收入1463亿元,中金在线
8829,2020-08-27,万科：上半年归属股东净利润125.1亿元同比增长5.6%,中国网
8830,2020-08-27,万科上半年营收净利润增长均逾5% 净负债率降至27%,e公司
8831,2020-08-27,万科：上半年净利125亿元 同比增长5.62%,e公司
8832,2020-08-27,万科：不提议派发中期股息,金十数据
8833,2020-08-27,万科企业：上半年净利润125亿元，同比增长5.62%,Wind
8834,2020-08-27,凯伦股份(300715)：细分领先 高速扩张,新浪
8835,2020-08-27,"破4！!浮山后VS新都心,你该选择谁？",搜狐
8836,2020-08-27,地产板块下滑，保利地产、万科A、招商蛇口、绿地控股、新城控股、金地集团普跌,Wind
8837,2020-08-27,电子烟转战线下：9.9元打起价格战，一个月开50家店,每日经济新闻
8838,2020-08-27,最新筹码集中绩优滞涨股名单：6只机构关注度较高,财富动力网
8839,2020-08-27,最新筹码集中且绩优滞涨股：最高股东数降超30%（名单）,金融界
8840,2020-08-26,好烦！60万首付，该买知识城，还是新塘？,搜狐
8841,2020-08-26,打通磷化工产业链 金正大磷石膏综合利用技术获资本和同行青睐,和讯
8842,2020-08-26,贝壳市值超越万科，都做对了什么？,和讯
8843,2020-08-26,亿翰：碧桂园登顶房企综合实力排行榜，万科品牌价值夺冠,观察者网
8844,2020-08-26,房地产行业日报：疫情减退 房地产基本面趋势转好,新浪
8845,2020-08-26,华为、腾讯等都在这里创造了奇迹！深圳知名企业成长记,第一财经
8846,2020-08-26,深圳知名企业成长记：华为、腾讯等都在这里创造了奇迹,第一财经
8847,2020-08-26,万达酒店与京东战略合作 北辰实业选举李伟东为新任董事长,和讯
8848,2020-08-26,保利地产盈利能力下滑 销售额重回行业前三困难仍存 盈利能力下降,金融界
8849,2020-08-26,万科底价5.19亿元拿下广东中山一宗宅地,中国网
8850,2020-08-26,A股融资融券日报：两融余额减少7.68亿元（8月25日）,Wind
8851,2020-08-26,贝壳为何秒杀万科？,锦缎
8852,2020-08-26,北向资金动向盘点：反手加仓茅台，但“食药”持仓占比已达31.3%,Wind
8853,2020-08-25,万科为香港新界项目14.87亿港元贷款提供担保 大额借贷担保,观点地产网
8854,2020-08-25,【招商轻工—恒林股份】外销强劲驱动业绩高增，精装市场布局可期。给予“强烈推荐-A”评级。,招商轻工
8855,2020-08-25,深圳能源：前三季度预计净利润同比增长80.37%~116.44%,Wind
8856,2020-08-25,深圳40年财经40人 | 大岩资本汪义平：移民是深圳成功的重要原因,每日经济新闻
8857,2020-08-25,保利会被融创追上吗？,虎嗅网
8858,2020-08-25,7月中国购物中心运营商发展指数TOP20报告,联商网
8859,2020-08-25,“二当家”腾讯继续增持，贝壳找房市值还会走高？,环球老虎财经
8860,2020-08-25,上市房企业绩完成率近五成后市如何“抢收”成关键,中国建设报
8861,2020-08-25,王石透露32年前万科股票卖不出去，华为任正非慷慨认购20万股,新浪
8862,2020-08-25,贝壳股价涨超10% 市值反超万科跻身中概股前十,和讯
8863,2020-08-25,上周重点监测房企共拿地61宗 总出让金约741.01亿元,中指院
8864,2020-08-25,A股融资融券日报：两融余额增加76.78亿元（8月24日）,Wind
8865,2020-08-25,万科Ａ大宗交易成交12.00万股 成交额328.32万元,新浪
8866,2020-08-25,贝壳找房市值超过 万科恒大碧桂园,深圳商报
8867,2020-08-25,贝壳找房市值比万科高逾100亿元,广州日报
8868,2020-08-24,贝壳和蚂蚁超越万科和建行，数字时代的迷雾和前景,秦朔朋友圈
8869,2020-08-24,机构重仓股跟踪周报,新浪
8870,2020-08-24,卖二手房的，市值竟比万科还高！还在亏损中，啥原因？ 亏损,中国基金报
8871,2020-08-24,房地产周报：LPR连续五月持平 房企座谈会商议融资新规,新浪
8872,2020-08-24,房地产行业例评：创业板新规落地 市场风格或更为均衡,西南证券
8873,2020-08-24,企业 | 绿地164亿竞得武汉7宗地块 万科与江门市政府签约合作,中指院
8874,2020-08-24,企示录|万科能追上“猪场”的传说吗？,中国网
8875,2020-08-24,重磅：2020年度中国地产风尚大奖正式揭晓,金融界
8876,2020-08-24,万科与长沙轨道交通集团推出湖南首个车辆段上盖项目,新浪
8877,2020-08-24,万科刘肖：城市核心商圈蕴含“功能再造”机会,时代周报
8878,2020-08-24,借助财务思维，用这三件事就能判断你的职业前景,吴晓波频道
8879,2020-08-24,A股融资融券日报：两融余额减少10.67亿元（8月21日）,Wind
8880,2020-08-24,蒙娜丽莎(002918)2020年半年报点评报告：受益行业集中度提升 净利同比增长31%,新浪
8881,2020-08-24,贝壳市值超过万科和百度，亏损局面何时扭转 亏损,第一财经
8882,2020-08-23,厦门108亿土拍 华润、保利等抢地与它们眼中的地产后市,观点地产网
8883,2020-08-23,举牌潮又起：外资和野蛮人都来了 哪些股会被看中,中财网
8884,2020-08-22,地产商的新游戏，开始了！,新浪
8885,2020-08-22,酱油中的“茅台”火了！市值5300亿，干翻中石化,天下网商
8886,2020-08-22,帝欧家居(002798)：20Q2业绩如期恢复 持续看好工程业务扩展,新浪
8887,2020-08-22,高利润驱动扩产 生猪养殖规模化提速,中国经营报
8888,2020-08-22,昆明市政府与万科签订战略合作框架协议,昆明日报
8889,2020-08-22,徐州万科新淮中心潮趣发布 打造趣享乐活新地标,联商网
8890,2020-08-21,萧山精装修新房气味刺鼻 业主反映装修质量存在问题,中国经济网
8891,2020-08-21,海鸥住工(002084)：Q2整装卫浴接单增长近3倍 收入净利润增速超30%,新浪
8892,2020-08-21,击退万科、保利、中交 华润置地26.9亿竞得厦门翔安地块,观点地产网
8893,2020-08-21,市值超过“卖石油的” 海天味业被高估了吗？,南方日报
8894,2020-08-21,海鸥住工(002084)：Q2业绩恢复超预期 整装卫浴订单大增,新浪
8895,2020-08-21,A股融资融券日报：两融余额减少19.27亿元（8月20日）,Wind
8896,2020-08-21,【读财报】上市房企7月销售数据环比回落 中小型房企分化加剧,面包财经
8897,2020-08-20,天津楼市不香了：新房半年交易额下降两成 二手房价连跌13个月,经济观察网
8898,2020-08-20,万科持续深耕北京东部区域,北京商报
8899,2020-08-20,【浙商固收】三道红线、永煤违约、房贷新政对地产债的影响 违约失信,债市远见
8900,2020-08-20,新房半年交易额下降两成、二手房价连跌13个月，“抢人”风头尽出的天津，楼市不香了？,经济观察报
8901,2020-08-20,喜讯|普邦股份收到万科企业股份有限公司城市公司颁发4项荣誉,新浪
8902,2020-08-20,看好片区功能再造机会 万科深耕北京东部城市更新,新浪
8903,2020-08-20,天津楼市爬坡,经济观察网
8904,2020-08-20,为何万科青睐北京东部这片投资热土,中国网
8905,2020-08-20,2分钟读财报|卖房不如卖酱油 海天5300亿市值超过万科+保利,新浪
8906,2020-08-20,2020年房地产行业第33周周报：增速回正 地产快速复苏,新浪
8907,2020-08-20,万科与江门市政府签约合作 涉城市更新、轨道+物业、TOD等,观点地产网
8908,2020-08-20,万科与江门市政府签订战略合作协议 探索未来城市样板,中国网
8909,2020-08-20,土地竞买规则修改后，多家中型房企“补仓”上海宅地,21世纪经济报道
8910,2020-08-20,贝壳在美上市 同为股东的百度腾讯们获益颇丰,经济观察网
8911,2020-08-20,齐俊杰：开发商的噩梦来了！三道红线导致无米下锅,金融界
8912,2020-08-20,房地产行业日报：南京发布土地出让公告引导地价回归理性,新浪
8913,2020-08-20,A股融资融券日报：两融余额减少2.78亿元（8月19日）,Wind
8914,2020-08-20,高周转下的“无证施工”(一),云掌财经
8915,2020-08-20,房产圈一周必读(第33周)｜研周报,保利投顾研究院
8916,2020-08-19,"5300亿市值海天味业又火了：一瓶酱油""干翻""中石化 超过万科+保利",中国基金报
8917,2020-08-19,一瓶酱油“干翻”中石化！海天味业市值突破5300亿元,中国基金报
8918,2020-08-19,"一瓶酱油""干翻""中石化！海天味业又火了：5300亿市值，超过万科+保利！",中国基金报
8919,2020-08-19,经历“暴雷”危机后，泰禾上半年营收仅25亿，已有349亿元债务违约 | 看财报 盈利能力下降,钛媒体
8920,2020-08-19,万科等企业通过长沙市055号地块摇号资格审查 悬念于今日揭晓,新浪
8921,2020-08-19,塑料管道行业深度报告：从需求、规模、品牌等角度分析龙头企业的成长性,新浪
8922,2020-08-19,A股融资融券日报：两融余额增加73.58亿元（8月18日）,Wind
8923,2020-08-19,永高股份(002641)：受益管材需求行情和成本控制 全年有望高增长,新浪
8924,2020-08-19,房企积极抢占城市更新“赛道”,Wind
8925,2020-08-19,房企积极抢占城市更新“赛道”,中证报
8926,2020-08-18,万科物业成立30周年 CEO朱保全：“从好孩子迈向青春期”,新浪
8927,2020-08-18,为了不让那么多人来看房，她半个月连续涨价3次,搜狐
8928,2020-08-18,江山欧派(603208)：业绩超预期 新客户新品类亮点纷呈,西南证券
8929,2020-08-18,江山欧派(603208)：工程持续高增+新产能有序投放 中报业绩继续靓丽,新浪
8930,2020-08-18,地产行业月报：楼市延续改善 地产配置价值凸显,新浪
8931,2020-08-18,万科香港西环15 Western Street推3特色户 本周六招标发售,观点地产网
8932,2020-08-18,刚收紧“钱”袋子，坏消息就来了！楼市的苦日子要来了？,搜狐
8933,2020-08-18,"硬核复苏,招商蛇口版“隐秘的角落”",凤凰网
8934,2020-08-18,万科A(000002)：相对竞争力和战略前瞻性的长期溢价,新浪
8935,2020-08-18,2020上海民企百强榜发布 万科、复星、上海钢联列前三（附榜单）,新浪
8936,2020-08-18,万科上限价25.1亿摘浙江绍兴一宗宅地 楼面价2.16万元/平,观点地产网
8937,2020-08-18,万科25.1亿元竞得绍兴1宗住宅用地 溢价率34.95%,中国网
8938,2020-08-18,泰禾加仓地产采购界“天猫”，万科是大股东,时代周报
8939,2020-08-18,江山欧派(603208)：工程业务高增长 业绩表现亮眼,新浪
8940,2020-08-18,零瑕疵高标准，万澄文化传媒揭示优秀团队如何炼成,凤凰网
8941,2020-08-18,中金房地产周报#207：新房销售增幅扩大 土地市场热度延续,新浪
8942,2020-08-18,A股融资融券日报：两融余额增加183.96亿元（8月17日）,Wind
8943,2020-08-18,碧桂园坚持“提质控速”策略，同时依然保持业绩增长,新浪
8944,2020-08-18,杨国强“刀尖跳舞” 碧桂园艰难转型路在何方,新浪
8945,2020-08-18,7月中国长租公寓TOP20报告·观点月度指数,新浪
8946,2020-08-17,综合实力榜首之争，碧万恒你看好谁？,新浪
8947,2020-08-17,7月猪价同比上涨85.7%，养猪不输卖房？,中国经济周刊
8948,2020-08-17,小康之治|城市更新记 农地入市破冰 成寿寺试水共享复合社区,北京商报
8949,2020-08-17,街区小巷治理 望京小街缝合商办与街区,北京商报
8950,2020-08-17,房地产开发行业周报：行情涨幅居各板块之首 贝壳上市估值近400亿美金,新浪
8951,2020-08-17,一月三笔债券违约！ “白衣骑士”万科为何看中负债累累泰禾？ 偿债能力下降,云掌财经
8952,2020-08-17,房地产行业例评：市场平衡风格确立 地产关注度提升,西南证券
8953,2020-08-17,少海汇与哈尔滨万科达成战略合作，BC融合缔造智慧城市样板,砍柴网
8954,2020-08-17,泰禾集团：债务重组方案正在制定中 万科能否提供援助待定,第一财经
8955,2020-08-17,万科养猪的新动作,乐居财经
8956,2020-08-17,房地产行业研究：房价缓慢上涨 土地市场略有降温,国金证券股份有限公司
8957,2020-08-17,房地产行业7月统计局数据点评：行业短期高景气 优质房企黄金时代,新浪
8958,2020-08-17,上个月猪价同比上涨85.7%，龙头猪企赚钱有多猛？,中国经济周刊
8959,2020-08-17,上海已经悄悄在帮老小区做降噪了,36氪
8960,2020-08-17,“泥中茅台”：年赚300亿，超越格力万科，任何时候买都赚钱？,新浪
8961,2020-08-17,恒林股份：Q2业绩高增长，受益居家办公需求提升【华西轻工徐林锋团队】,轻工锋尚
8962,2020-08-17,企业：房企7月销售业绩稳定增长 万科月销590.2亿,中指院
8963,2020-08-17,融资客青睐7股，太极股份买入占比高达41.42%,Wind
