,2021-12-31,科沃斯(603486)重大事项点评：布局锂电池项目 保障供应链安全,新浪
1512,2020-09-08,思瑞浦(688536)：模拟芯片引领者 国产替代新机遇,新浪
1513,2020-09-08,深度*行业*家用电器行业中报总结：沉舟侧畔千帆过 病树前头万木春,新浪
1514,2020-09-08,家电双周报||行业数据持续改善，新推荐跨境电商龙头安克创新,吕明可选消费研究
1515,2020-09-07,家电行业8月月报及9月投资策略：改善再度确认 积极布局复苏板块,新浪
1516,2020-09-06,纺服周观点||纺服中报总结：行业于Q2触底反弹，继续看好运动服饰及电商板块,吕明可选消费研究
1517,2020-09-06,石头科技财报背后：不甘再当小米打工仔？,36氪
1518,2020-09-06,冲破“天花板”，小家电寻找新机会,文汇报
1519,2020-09-05,索菲亚||深度复盘：潜心变革近二载，又到一鸣惊人时,吕明可选消费研究
1520,2020-09-04,科沃斯(603486.SH)：累计收到政府补助1232.37万元,格隆汇
1521,2020-09-04,科沃斯：6月30日以来累计收到政府补助1232.37万元,Wind
1522,2020-09-04,A股中报季900只超预期个股名单,锦缎
1523,2020-09-03,软件或硬件，扫地机器人下一个增长点在哪？,天极网
1524,2020-09-02,北鼎股份||高端养生小家电领军者，自主品牌内销表现亮眼,吕明可选消费研究
1525,2020-09-02,深度丨小家电市场“疫”动：新锐品牌线上崛起，传统三强“蛋糕”被蚕食,21世纪经济报道
1526,2020-09-02,小家电新锐品牌线上崛起 美的、九阳、苏泊尔三强“蛋糕”被蚕食,21世纪经济报道
1527,2020-09-02,国庆家电大促即将来临 家电板块迎消费轮动机会,巨丰财经
1528,2020-09-02,民族品牌指数跌0.38%，多只成分股获券商青睐,Wind
1529,2020-09-01,民族品牌指数跌0.38% 科沃斯涨4.74%,上证报
1530,2020-08-31,石头科技股价涨停！行业激烈竞争格局下扫地机器人下一波红利在哪？,科创板日报
1531,2020-08-30,太阳纸业||2020H1业绩符合预期，上行周期有望逐步开启,吕明可选消费研究
1532,2020-08-28,家电周观点||家电中报总结：Q2业绩触底反弹，小家电表现亮眼,吕明可选消费研究
1533,2020-08-28,老板电器||2020Q2业绩改善显著，新兴厨电品类增速较好,吕明可选消费研究
1534,2020-08-28,小熊电器||业绩接近预告上限，看好渠道、品类、产能扩张,吕明可选消费研究
1535,2020-08-28,裕同科技||2020H1业绩超出预期，继续看好“1+N”业务布局,吕明可选消费研究
1536,2020-08-28,离年轻人更近的小家电，离天花板还有多远？,和讯
1537,2020-08-27,开润股份||上半年疫情影响业绩，2C端扩品类、扩品牌是亮点,吕明可选消费研究
1538,2020-08-26,新宝股份||2020Q2业绩超市场预期，摩飞内销持续高增长,吕明可选消费研究
1539,2020-08-26,九阳股份||2020Q2业绩超市场预期，新产品新渠道拉动增长,吕明可选消费研究
1540,2020-08-26,安踏体育||2020 H1 上半年业绩超预期， DTC 转型有望持续提升 收入规模及盈利能力,吕明可选消费研究
1541,2020-08-26,申洲国际||上半年业绩超预期，全球OEM龙头的抗压性凸显,吕明可选消费研究
1542,2020-08-26,增速下滑市场渗透率低 扫地机器人市场隐患重重,新浪
1543,2020-08-26,科沃斯沁宝AIRBOT Ava空气净化机器人评测：行走中的净化革命,网易
1544,2020-08-26,扫地机器人市场增速放缓 需要寻找下一个增长点,新浪
1545,2020-08-25,扫地机器人行业复苏初显，「云鲸扫拖一体机器人」天猫日销售额近亿元,36氪
1546,2020-08-25,思摩尔国际||盈利能力持续快速提升，2020H2维持高增长可期,吕明可选消费研究
1547,2020-08-24,家电行业每周观点：中报还有哪些预期改善的方向,光大证券
1548,2020-08-23,南极电商||GMV逆势高增长，2020Q2现金流显著改善,吕明可选消费研究
1549,2020-08-23,机械行业研究：装配式建筑快速推进 塔吊及预制件设备受益,新浪
1550,2020-08-23,家电行业7 月数据点评：短期扰动下增速放缓,新浪
1551,2020-08-23,钱东奇：创新是科沃斯的“魂”,中国家电网
1552,2020-08-22,一周研读｜下半年盈利向好，上涨渐行渐近,中信证券研究
1553,2020-08-22,明星基金经理独门重仓股曝光，投资者“抄作业”还需仔细甄别,Wind
1554,2020-08-21,科沃斯(603486)：受益新品牌放量 中报业绩超预期,新浪
1555,2020-08-21,清洁电器市场前景广阔 科沃斯上半年实现净利1.32亿元,证券日报
1556,2020-08-21,最新基金“独门重仓股”来了！傅鹏博、谢治宇、刘格菘等这么操作,上证报
1557,2020-08-21,东北证券刘军：扫地机器人行业出现复苏迹象科沃斯龙头地位稳固,科创板日报
1558,2020-08-20,科沃斯半年报：业绩回暖 自有品牌及高端产品表现亮眼,证券时报网
1559,2020-08-20,科沃斯||2020Q2收入改善显著，净利率如期继续提升,吕明可选消费研究
1560,2020-08-20,科沃斯(603486)：二季度经营回暖明显 后续高增长依旧可期,新浪
1561,2020-08-20,科沃斯(603486)：自有品牌定位清晰规划完备 营收表现明显好转,新浪
1562,2020-08-20,【太平洋机械】科沃斯(603486)公司点评：二季度经营情况全面转好，添可再造新一成长级,太平洋机械大讲堂
1563,2020-08-20,科沃斯(603486)：T8新品＋添可爆发＋代工订单回流 中报收入业绩超预期,新浪
1564,2020-08-20,科沃斯(603486)：自有品牌快速发展 高端产品市占率提升,新浪
1565,2020-08-20,科沃斯：上半年营收同比减少1.05%；净利润微增0.47% 盈利能力下降,资本邦
1566,2020-08-20,【华创家电】科沃斯：经营表现明显恢复，静待龙头乘势而起,月观家电
1567,2020-08-20,销量负增、渗透率低，扫地机器人高光已过？,中国家电网
1568,2020-08-20,科沃斯(603486)2020年半年报点评：技术升级打开空间 开启新一轮增长周期,新浪
1569,2020-08-19,每股13.90元！科沃斯：2019年限制性股票激励计划拟授予限制性股票约672万股,每日经济新闻
1570,2020-08-19,科沃斯：2020年半年度净利润约1.32亿元，同比增加0.47%,每日经济新闻
1571,2020-08-19,科沃斯(603486.SH)半年度净利润升0.47%至1.32亿元,格隆汇
1572,2020-08-19,科沃斯：独董李倩玲因个人原因辞职 董监高成员变化,Wind
1573,2020-08-19,科沃斯：董事吴颖因工作变动辞职 董监高成员变化,Wind
1574,2020-08-19,科沃斯：上半年净利润同比增长0.47%,Wind
1575,2020-08-18,科沃斯荣获“智享之选”年度推荐品牌奖,DoNews
1576,2020-08-18,新华社“快看”走进科沃斯——智能科技，创享幸福生活,陆家嘴金融网
1577,2020-08-18,扫地机器人行业复苏初显，「云鲸扫拖一体机器人」天猫日销售额近亿元,36氪
1578,2020-08-18,荣膺“智享之选”年度推荐品牌，科沃斯参与推动行业技术标准提升,砍柴网
1579,2020-08-18,新华社走访添可智能：揭秘“白科技”背后的秘密,砍柴网
1580,2020-08-17,家用电器W32周观点：线上大家电销额增速表现良好 北向资金再现回流,新浪
1581,2020-08-16,家电周观点||精装、竣工回暖趋势不改，看好地产后周期板块,吕明可选消费研究
1582,2020-08-13,2020年中国扫地机器人市场现状与发展前景分析 扫地机器人渗透率较低,前瞻研究院
1583,2020-08-10,家电行业周报：厨电改善明显 小家电延续高景气,新浪
1584,2020-08-10,中信证券：扫地机器人 从“扫”到“拖” 从“规划”到“避障”,金融界
1585,2020-08-10,乐鑫科技成长遇挫,和讯
1586,2020-08-10,扫地机器人未形成刚性需求，行业发展缓慢上升,中国经营报
1587,2020-08-10,中信证券：看好扫地机器人行业的发展前景 重点推荐科沃斯和石头科技,证券时报网
1588,2020-08-10,机械｜扫地机器人：从“扫”到“拖”，从“规划”到“避障”,中信证券研究
1589,2020-08-09,家电周观点||继续看好扫地机及厨房小家电，新增推荐格力电器,吕明可选消费研究
1590,2020-08-09,石头科技财报背后：不甘再当小米打工仔？,36氪
1591,2020-08-08,科沃斯逆势大涨 海尔智家周涨25.5%,上证报
1592,2020-08-08,扫地机器人渗透率不足5% 距离家庭“标配”尚远,中国经营报
1593,2020-08-07,北京和众汇富：一年卖超50亿，科沃斯为什么这么强？,和讯
1594,2020-08-07,民族品牌指数下跌0.73% 科沃斯大涨8.96%,上证报
1595,2020-08-06,家电行业7月月报及8月投资策略：景气回暖确定 估值有望共振,新浪
1596,2020-08-06,科沃斯(603486)公司深度研究：拖地利器满足刚需 开拓市场二次增长,新浪
1597,2020-08-06,A股早报2020年8月6日星期四,Wind
1598,2020-08-05,涨停板解密：三板块个股持续火爆上攻！（8月5日）,Wind
1599,2020-08-05,民族品牌指数上涨0.59% 科沃斯涨停,上证报
1600,2020-08-05,A股收盘综述：上证指数连升4日，半导体及芯片概念爆发,Wind
1601,2020-08-05,【华创家电深度】科沃斯：守得云开见月明，龙头调整再出发,月观家电
1602,2020-08-05,家电行业2020年8月报：中报业绩迎来密集发布 关注边际改善型公司,新浪
1603,2020-08-02,家电周观点||8月空调排产回暖，看好扫地机及白电龙头反弹,吕明可选消费研究
1604,2020-07-26,扫地机“气”人“卡”在半路：这一赛道何时才能走完全程？,凤凰网
1605,2020-07-23,家用电器专题报告：二季度家电板块重仓比例小幅下滑,新浪
1606,2020-07-22,从服务机器人看智能家居行业的崛起之路,腾讯网
1607,2020-07-22,钛米机器人冲刺科创板 科沃斯公开股权持有份额,科创板日报
1608,2020-07-21,家电周观点||继续看好扫地机及厨房小家电，新增推荐九阳股份,吕明可选消费研究
1609,2020-07-20,【国君产研|新制造】服务机器人发展空间广阔,国产研究中心
1610,2020-07-20,【申港家电】个护市场发展下电动牙刷迎契机——家用电器行业周报W29,一超家电研究
1611,2020-07-19,家电周观点||6月社零数据继续好转，布局业绩高确定性小家电,吕明可选消费研究
1612,2020-07-16,科沃斯紧追戴森 莱克表现低迷 吸尘器行业谁主沉浮？,云掌财经
1613,2020-07-14,钛米机器人冲刺科创板 科沃斯公开股权持有份额,全景网
1614,2020-07-13,家电行业2020年中报业绩前瞻：可选复苏小家电高景气 经营反转戴维斯双击,新浪
1615,2020-07-13,科沃斯商用机器人,中电网
1616,2020-07-13,科沃斯：公司持有钛米机器人1.86%股权,e公司
1617,2020-07-10,机器人新战场，高通憋大招,雷锋网
1618,2020-07-08,机械行业2020年中期投资策略：围绕五大趋势 掘金长线机会,新浪
1619,2020-07-06,科沃斯(603486.SH)：回购注销125.44万股限制性股票,格隆汇
1620,2020-07-05,家用电器行业周报：空调新国标正式落地 看好白电龙头企业复苏-行业周报,新浪
1621,2020-07-03,家电行业6月月报及7月投资策略：景气回暖确定 估值有望共振,新浪
1622,2020-07-03,三个核心问题看透品牌直播：“店播”才是最优解？,亿邦动力
1623,2020-07-02,吸尘器渗透率、替换率双提升 品牌排位赛悄然重启,中国家电网
1624,2020-07-01,家电周观点||石头科技Q2有望超预期，布局顺周期白电板块,吕明可选消费研究
1625,2020-07-01,家电行业2020年中期投资策略：精选小家电 布局白电复苏,新浪
1626,2020-06-29,科沃斯(603486.SH)近日累计收到2981.75万元政府补助,格隆汇
1627,2020-06-29,机械行业研究周报：扩产及新技术双轮驱动 继续推荐光伏设备,新浪
1628,2020-06-29,33款扫地机器人口碑：售价6350元的戴森口碑垫底,新浪
1629,2020-06-25,一周研读｜估值为基，整体均衡，结构抱团,中信证券研究
1630,2020-06-24,民族品牌指数上涨0.27% 科沃斯领涨,上证报
1631,2020-06-23,诺邦股份||疫情期间湿巾需求增加，量价齐升带动业绩增长,吕明可选消费研究
1632,2020-06-23,【太平洋机械】618扫地机器人市场点评：国内需求全面复苏,太平洋机械大讲堂
1633,2020-06-22,家用电器行业研究周报：618活动各平台家电品类类销额最高 多家公司成交额亮眼,新浪
1634,2020-06-22,“扫地机器人第一股”科沃斯12个月理财投入9亿元，服务机器人销量下滑20% 盈利能力下降,搜狐
1635,2020-06-22,清洁机器人领域的创新型公司云鲸智能获C轮融资,36氪
1636,2020-06-22,618科沃斯再次引领行业 技术创新是保持领先地位的根本,凤凰网
1637,2020-06-22,科沃斯(603486)重大事项点评：618销售卫冕行业第一 旗舰产品获市场认可,新浪
1638,2020-06-22,扫地机器人第一股 科沃斯遭业绩变脸 盈利能力下降,华商报
1639,2020-06-22,科沃斯上市募8亿元次年净利降75% 投行中金赚3900万 盈利能力下降,中国经济网
1640,2020-06-21,【太平洋机械】机械行业周报20200620：扫地机器人行业迎来最佳配置时机,太平洋机械大讲堂
1641,2020-06-21,纺服周观点||五月社零数据环比持续改善，618销售复苏强劲,吕明可选消费研究
1642,2020-06-21,轻工周观点||地产后周期消费显著回暖，继续推荐家具、3C包装,吕明可选消费研究
1643,2020-06-19,快讯：科沃斯涨停 报于31.08元,金融界
1644,2020-06-19,民族品牌指数上涨1.85% 金杯汽车和科沃斯涨停,上证报
1645,2020-06-19,家电板块震荡上扬，科沃斯涨停，美的集团涨逾3%,证券时报网
