,2021-12-31,马笑传媒互联科技团队：2021年报告汇总,微信
1879,2020-03-02,你印象中的分众传媒广告已经变样了,凤凰网
1880,2020-03-02,用有限资源聚焦分众传媒，妙可蓝多开启新的腾飞,凤凰网
1881,2020-02-28,分众传媒的资本迷途 曾经的中概股回归标杆，如今陷入业绩泥潭难以自拔,腾讯网
1882,2020-02-28,分众传媒2019年净利下滑近7成 2020年业绩或面临疫情挑战 盈利能力下降,中新经纬
1883,2020-02-28,分众传媒营收净利遭双杀：全年营收121亿 归母净利跌幅近7成 盈利能力下降,搜狐
1884,2020-02-27,分众传媒披露2019年业绩快报：营收降幅缩窄 传统行业增加投入,腾讯网
1885,2020-02-27,暴走A股：联手巨亏170亿，2020年退市股+2？ 重大损失,金融界
1886,2020-02-27,去年国内广告市场需求疲软，分众传媒净利同比下滑近七成 盈利能力下降,新京报
1887,2020-02-27,分众传媒披露业绩快报 2019年净利下滑近七成 盈利能力下降,北京商报网
1888,2020-02-27,分众传媒发布2019年度业绩快报 传统行业客户收入持续增长,证券时报
1889,2020-02-27,分众传媒：2019年净利润同比减67.80%（业绩快报） 盈利能力下降,Wind
1890,2020-02-27,分众传媒：2019年总营收为121.36亿元 同比下降16.6% 盈利能力下降,新浪
1891,2020-02-27,[公司]分众传媒2019年净利润同比下滑68% 广告市场需求疲软 盈利能力下降,全景网
1892,2020-02-27,分众传媒(002027.SZ)业绩快报：2019年度净利润降67.8%至18.75亿元 盈利能力下降,格隆汇
1893,2020-02-27,分众传媒业绩快报：2019年净利润18.75亿元，同比下降67.8%,Wind
1894,2020-02-27,犀牛财经晚报：分众传媒19年净利降67.80% 两市共有359只破净股,GPLP犀牛财经
1895,2020-02-26,有的果断降薪，有的坚决不降，老板们的区别在哪里？,DoNews
1896,2020-02-26,A股融资融券日报：两融余额增加116.67亿元（2月25日）,Wind
1897,2020-02-26,江南春：疫情之下 成为百亿品牌的五个关键点,金融界
1898,2020-02-26,历史性底部科技股名单，机构也扎堆看好这些股,证券时报网
1899,2020-02-26,"历史性底部科技股名单，北上资金频频扫货, 机构也扎堆看好这些股",e公司
1900,2020-02-25,A股融资融券日报：两融余额增加140.42亿元（2月24日）,Wind
1901,2020-02-25,易贤忠重回A股七喜系健康版图浮现,时代周报
1902,2020-02-24,用美味感动世界，分众传媒助力高端零食第一股“良品铺子”上市,和讯
1903,2020-02-24,分众传媒江南春：有充足资金储备和稳定现金流入 但未来三个月市场还会很难,金融界
1904,2020-02-23,【民生食饮】洽洽食品（002557）19年业绩快报点评：业绩超预期，持续看好小黄袋爆发性,MS食品饮料
1905,2020-02-23,分众传媒创始人江南春：疫情期间广告推送正常运作,每日经济新闻
1906,2020-02-23,分众传媒联合君智战略咨询发布“百亿品牌打造计划”,新浪
1907,2020-02-21,证监会开始调查华创证券事件，涉事人员停职前仍在推分众传媒,21世纪经济报道
1908,2020-02-20,邀请假专家被当场戳穿，华创证券传媒电话会“翻车”时机蹊跷,第一财经
1909,2020-02-19,【万联传媒】业绩触底，反转可待，楼宇媒体龙头价值未改——分众传媒（002027）首次覆盖,万联证券研究所
1910,2020-02-17,分众传媒董事长江南春：只有品牌深入人心才是持续免费的流量,证券日报
1911,2020-02-14,开工日即裁员日 新潮传媒：“踩死刹车 确保活着！” 员工变动,中金在线
1912,2020-02-14,新潮传媒被迫“刹车”,钛媒体
1913,2020-02-14,"新潮传媒借机裁员欲回血,资本拥簇下难掩“梯媒老二”平庸商业模式 员工变动",环球老虎财经
1914,2020-02-13,新潮传媒如此高调裁员，真的是因为疫情吗？ 员工变动,DoNews
1915,2020-02-13,分众传媒董事长的一封信：2020就是叫我们归零归零,新浪
1916,2020-02-13,新潮传媒为何“开工首日裁员500人”：3年烧钱50亿，去年营收仅为目标额2/3 员工变动,搜狐
1917,2020-02-12,“至暗时刻”过后，企业“转危为机”的N个建议,正和岛
1918,2020-02-11,新潮传媒复工首日裁员500人 全员降薪 电梯传媒行业陷困境 员工变动,中金在线
1919,2020-02-11,新潮传媒启动自救模式？裁员、降薪下何去何从 员工变动,金融界
1920,2020-02-11,背靠百度京东也扛不住！新潮传媒复工首日裁员500人 高管降薪且生活费降至5万 员工变动,金融界
1921,2020-02-11,赵丽颖杨幂停拍，3000家公司倒闭，中国梯媒行业第二复工首日裁员 行业恶化,搜狐
1922,2020-02-10,新潮传媒开工首日宣布裁员500人 电梯媒体行业或面临两头承压 员工变动,中国网
1923,2020-02-10,最前线 | 新潮传媒自救：淘汰员工500人、高管集体降薪20%,36氪
1924,2020-02-10,裁员10%，高管降薪20％！新潮传媒称要“确保活着” 员工变动,澎湃新闻
1925,2020-02-09,【方正化工】化工周报：玲珑轮胎携手分众传媒，强烈推荐万华化学、玲珑轮胎、恒力石化、荣盛石化、恒逸石化,靠谱化工股
1926,2020-02-08,估值150亿，账上还有近10亿现金，却减员500人，这家公司CEO的说法你认同吗？ 员工变动,猎云网
1927,2020-02-05,浑水盯上瑞幸香橼不跟 新物种面临“成长的烦恼”,时代周报
1928,2020-02-05,网络视听公司做好战“疫”宣传,第一财经
1929,2020-02-04,【中泰传媒】公募基金2019Q4传媒持仓跟踪：首次超配，持续推荐线上娱乐消费及5G后周期,传媒产业大视点
1930,2020-02-03,【广证恒生传媒】传媒行业2019年业绩预告及基金重仓专题——业绩预告指向行业继续边际改善，基金配置转向超配,广证恒生
1931,2020-02-03,谁是“趁火打劫”做空瑞幸咖啡的幕后黑手？,创业邦
1932,2020-02-01,瑞幸咖啡被浑水指控财务造假，律师启动维权 诉讼纠纷,钛媒体
1933,2020-01-28,分众传媒决定捐赠出不少于五千万元的广告资源，用于公益广告的持续刊播,e公司
1934,2020-01-27,电子竞技未来可期 相关概念股备受资金青睐,巨丰财经
1935,2020-01-23,完美世界19业绩预告点评：19年游戏业务表现亮眼，影视资产风险释放充分【申万互联网传媒】,申万互联网传媒
1936,2020-01-21,又见黑天鹅！预亏45亿+跌停，万达电影“凉透”了！春节档还没等到，就已淡出公募基金视野 预亏,券商中国
1937,2020-01-20,古龙香氛成品牌护城河，马丁京东销量增长500%，分众助其问鼎行业第一,金融界
1938,2020-01-20,新媒股份点评：年报预告超市场预期，IPTV增值业务快速扩张下高增长有望延续【申万互联网传媒】,申万互联网传媒
1939,2020-01-19,方正传媒51页数据周报·20年第3周·央视春晚5G+8K/4K/VR创新应用启动；春节档预售开启，《唐探3》单日预售破亿,杨仁文研究笔记
1940,2020-01-19,【新时代传媒】0119周观点：传媒上行新周期已然开启，国有媒体将是不可忽略的投资主题,关爱传媒成长小分队
1941,2020-01-16,【新时代传媒】2020年策略重申：整体大于结构，推荐游戏和视频流媒体,关爱传媒成长小分队
1942,2020-01-14,分众传媒今日大宗交易成交50万股，成交价6.83元折价0.15%,Wind
1943,2020-01-14,芒果超媒业绩预告点评：19年业绩预告符合预期，20年具备多维度增长看点【申万互联网传媒】,申万互联网传媒
1944,2020-01-13,营销火力全开 竹叶青模仿小罐茶,北京商报
1945,2020-01-12,【新时代传媒】0112周观点：传媒上行周期已然开启，游戏和视频将是未来3-5年的投资主线,关爱传媒成长小分队
1946,2020-01-09,分众传媒大涨5.16% 营销传播行业涨2.83%,中新经纬
1947,2020-01-07,蒙牛重金注资妙可蓝多：后者被称为乳业鲶鱼 分众是幕后推手,搜狐
1948,2020-01-05,【新时代传媒】0105周观点：维持2020年看好传媒，5到10年投资机会从理解00后开始,关爱传媒成长小分队
1949,2020-01-05,分众传媒：净利大幅下滑，高速增长或难再现 盈利能力下降,联商网
1950,2020-01-03,"分众传媒现1笔大宗交易 共成交5,731.96万元",新浪
1951,2020-01-02,北向资金新年首日净流入101.48亿元，格力电器净买入超7亿元,Wind
1952,2019-12-30,分众传媒业绩企稳 梯媒地位稳固,每经网
1953,2019-12-30,北向资金今日净流入44.28亿元，五粮液、贵州茅台净买入均超4亿元,Wind
1954,2019-12-29,周观点：直播电商带动板块行情，后续关注基本面出现拐点的分众传媒及业绩兑现优质个股【申万互联网传媒】,申万互联网传媒
1955,2019-12-29,【新时代传媒】1229周观点：国有影视社会效益考核试行办法印发，2020整体看好传媒之关注广告营销变化,关爱传媒成长小分队
1956,2019-12-27,五大券商下周一看好的六大板块,证券之星
1957,2019-12-27,分众传媒激进扩张营业成本大增49% 6年累计获50亿补助净利仍降七成 运营能力下降,长江商报
1958,2019-12-26,犀牛财经晚报：分众传媒收6.85亿补贴 年内电影票房破627亿,GPLP犀牛财经
1959,2019-12-26,分众传媒：获得政府补助6.8亿元,金融界
1960,2019-12-26,分众传媒：2019年以来累计政府补助6.85亿元 今年前9月盈利同比下滑超七成 盈利能力下降,资本邦
1961,2019-12-26,分众传媒(002027.SZ)及子公司年初至今累计收到政府补助6.85亿元,格隆汇
1962,2019-12-26,分众传媒：累计收到6.85亿元政府补助,e公司
1963,2019-12-26,媒体：5G新周期 新格局,长江证券
1964,2019-12-25,新潮传媒:不会卖给分众 每个行业都该有两家优秀企业,新浪
1965,2019-12-22,周观点：板块估值持续修复，重点关注逐步走出低谷的分众传媒【申万互联网传媒】,申万互联网传媒
1966,2019-12-20,A股共发生75宗大宗交易成交17.22亿元（12月20日）,Wind
1967,2019-12-20,"分众传媒现1笔大宗交易 共成交1,855.64万元",新浪
1968,2019-12-19,深港通十大成交活跃股排名（12月19日）,Wind
1969,2019-12-19,车市寒冬，沃尔沃逆势上涨，关键在于这三点,中金在线
1970,2019-12-19,“2020春节回家顺风车”公益行动在京发布,中新网
1971,2019-12-18,存量时代，竹叶青逆势增长125%制霸高端绿茶市场,中金在线
1972,2019-12-18,分众传媒大涨7.51%报6.30元成交额逾7亿元,中新经纬
1973,2019-12-10,近五成公司年报业绩向好 两大主线布局岁末行情,大众证券报
1974,2019-12-09,主业卖、跨界买，宏达新材谋划怎样的资本局？,新京报
1975,2019-12-05,【新时代传媒】2020年传媒策略简报：整体机会大于结构机会，推荐游戏和流媒体,关爱传媒成长小分队
1976,2019-12-03,【中金传媒】行业动态 | 10月广告市场回顾：需求未见明显好转,3C文娱投研
1977,2019-12-01,【中金传媒】周观点：古装大剧《庆余年》上线，各方积极布局云游戏,3C文娱投研
1978,2019-12-01,分众传媒净利下挫超七成 竞争环境恶化 阿里投资也被套 盈利能力下降,中国经济网
1979,2019-12-01,基本面向好确立，无惧调整&互联网广告3Q19分析【申万互联网传媒】,申万互联网传媒
1980,2019-11-29,2019A股减持大年 千余家公司发布减持计划 拟减持股份,新浪
1981,2019-11-29,传媒行业：步入5G元年 看好云游戏发展趋势,财富动力网
1982,2019-11-28,从协作到一体化长三角体育正破茧成蝶6股热,上证报
1983,2019-11-25,2019前三季度CTR数据点评：降幅收窄，静待回暖,传媒产业大视点
1984,2019-11-25,方正传媒46页数据周报·19年第47周·小米游戏将搭建云游戏产业链，Valve官宣旗舰VR游戏《半条命》,杨仁文研究笔记
1985,2019-11-22,议市厅丨分众传媒在“哭泣”！前三季度净利润下降超70%，阿里入局也被套，内外交困下将何去何从？ 盈利能力下降,和讯
1986,2019-11-22,大盘四季度由涨转跌 207只个股获资金力挺,中证报
1987,2019-11-22,传媒行业：5G风起或助游影云涌 笑看营销结构性复苏,财富动力网
1988,2019-11-18,传媒行业三季报回顾暨投资策略：边际改善，持续看好新成长周期,国信研究
1989,2019-11-18,AirPods Pro“一机难求” 五股迎来大机遇,上证报
1990,2019-11-17,方正传媒45页数据周报·19年第46周·“Disney+”推出次日用户过千万，完美世界《我的起源》上线位居免费榜第一,杨仁文研究笔记
1991,2019-11-16,AirPods Pro“一机难求” 六股迎来大机遇,上证报
1992,2019-11-15,边际改善，持续看好新成长周期 || 传媒互联网行业投资策略暨三季报回顾,观媒万象
1993,2019-11-13,IPO观察|电脑狂人易贤忠的0元资本局：旗下医药企业百奥泰闯关科创板,和讯
1994,2019-11-13,"百奥泰实控人被指""资本高手"" 零营收欲科创板募资20亿",中国经济网
1995,2019-11-12,方正证券丨周报聚焦1104-1108,方正证券研究
1996,2019-11-11,北上资金10月以来500亿加仓A股，家电三巨头合计买入超百亿,Wind
1997,2019-11-11,25股获券商买入评级 方大特钢目标涨幅达47.84%,Wind
1998,2019-11-08,分众传媒：客户结构持续调整，看好长期布局价值,证券时报网
1999,2019-11-08,近700股获买入评级 15股预测上涨空间超两成,证券时报
2000,2019-11-07,腾讯投资梯影传媒 电梯广告战场BAT战队各就各位,GPLP犀牛财经
2001,2019-11-07,好租连续三年入选2019中国互联网300强,搜狐
2002,2019-11-06,分众传媒现1笔大宗交易 共成交383.75万元,新浪
2003,2019-11-06,分众传媒今日大宗交易成交62.50万股，成交价6.14元溢价0.0%,Wind
2004,2019-11-05,分众传媒中英文深度：迈过低谷，楼宇媒体龙头价值依旧【申万互联网传媒】,申万互联网传媒
2005,2019-11-05,"分众传媒现1笔大宗交易 共成交7,068.00万元",新浪
2006,2019-11-05,人人车投诉高企陷追债危局 闭口不言是正解？ 诉讼纠纷,新浪
2007,2019-11-05,分众传媒：楼宇媒体龙头价值依旧 买入评级,申万宏源
