,2021-12-31,二线厂商齐战「宁王」，动力电池格局生变,全天候科技
3805,2020-11-12,长安汽车(000625.SZ)：吕来升不再担任董事 董监高成员变化,智通财经
3806,2020-11-12,长安汽车：公司董事变更 董监高成员变化,Wind
3807,2020-11-12,汽车股持续拉升，长城汽车涨超5%,Wind
3808,2020-11-12,汽车与汽车零部件-乘联会10月销量点评：10月销量继续向好 新能源表现亮眼,新浪
3809,2020-11-11,自主车企三强10月销量均破十万辆 但前十月的走势出现分化,澎湃新闻
3810,2020-11-11,长安汽车朱华荣：2022年前推L4/L5级自动驾驶量产车型,腾讯网
3811,2020-11-11,汽车行业周报：产业规划公布 新能源汽车渗透率有望持续提升,新浪
3812,2020-11-11,“营销老兵”蔡建军正式加盟吉利汽车，出任销售公司副总经理,36氪
3813,2020-11-11,看过长安UNI-K官图，你会明白长安汽车为何会成功,砍柴网
3814,2020-11-11,5.19亿和56亿，长安财报能读出什么？,第一电动网
3815,2020-11-11,【行业动态】汽车丨“银十”表现抢眼，乘用车销量持续回暖,中国银河证券研究
3816,2020-11-11,“抢筹”A股定增，外资机构投资路线图浮现,Wind
3817,2020-11-11,机构推荐买入238股 8股预测上涨空间超30%,证券时报
3818,2020-11-10,浙商早知道 | 11月11日,浙商证券研究所
3819,2020-11-10,这8只个股机构预测上涨空间超30%,第一财经
3820,2020-11-10,机构推荐的好物清单来了 这只股8年涨近36倍,新浪
3821,2020-11-10,A股收盘综述：上证指数跌0.4%，创业板指跌1.45%,Wind
3822,2020-11-10,【华创汽车】把握乘用车主线，寻找零部件遗珠,Auto Workshop
3823,2020-11-10,推动镁合金在汽车领域大规模应用,中国有色
3824,2020-11-10,智能化+新能源化战略持续深入 长安前景可期,网通社
3825,2020-11-10,【读财报】上市公司定增动态（2020年10月）：再融资市场降温,新华网
3826,2020-11-09,新能源汽车产业快速发展 58家受益公司年内被机构重点调研,大众证券报
3827,2020-11-09,智能汽车鏖战之际，什么支撑车企们走得更远？,雷锋网
3828,2020-11-09,菱电电控IPO：预付货款的供应商被吊销执照，或未充分计提坏账准备 资质撤销,新浪
3829,2020-11-09,亲临现场，目睹CS75PLUS“双美标”公开碰撞测试,腾讯网
3830,2020-11-09,渝股点金 | 华龙证券王冬炎：在龙头没有倒下之前长安汽车可继续持股,上游新闻
3831,2020-11-09,站队「增程式」，宝能「广撒网」,36氪
3832,2020-11-09,销量齐破10万辆 “自主三强”增速分化明显,经济日报
3833,2020-11-09,【天风汽车】10月乘用车批发同比+9%，兑现“金九银十”,学学看汽车
3834,2020-11-08,股东高位出货，10亿+大甩卖，股价走势让人想不到,Wind
3835,2020-11-07,汽车板块三季报业绩综述：行业持续回暖 变革引领市场,新浪
3836,2020-11-07,10月上市车企产销回暖，新能源汽车呈现高增长,Wind
3837,2020-11-07,自主合资齐发力 长安汽车累积销量突破150万辆,中国经营报
3838,2020-11-06,长安汽车(000625)：整体销量强劲 自主持续高增长,新浪
3839,2020-11-06,中国品牌大增30.5%，长安汽车10月销量21.3万辆,第一电动网
3840,2020-11-06,【招商汽车|三季报总结】复苏的拐点，建议超配汽车行业,招商汽车研究
3841,2020-11-06,4800亿市值白马跳水！8成创业板股下跌，发生了什么,中证报
3842,2020-11-06,A股风云突变！比亚迪跳水，医疗股杀跌，一板块异军突起,中国基金报
3843,2020-11-06,解盘：沪指失守3300点，光刻胶、今日头条、黄金珠宝略涨,Wind
3844,2020-11-06,A股午盘综述：上证指数跌0.71%再失3300，汽车、白酒股获利盘喷涌而出,Wind
3845,2020-11-06,[公司]长安汽车：未来三年长安福特将投放至少18款新车型,全景网
3846,2020-11-06,江铃汽车逼近跌停，长安汽车、福田汽车、广汽集团、长城汽车纷纷大幅下滑,Wind
3847,2020-11-06,[公司]长安汽车：为未来新能源车型国产化做准备,全景网
3848,2020-11-06,多家车企10月销量增势明显 关注这些细分领域个股,第一财经
3849,2020-11-06,工信部赴长安汽车开展调研,e公司
3850,2020-11-06,【SMM分析】新能源汽车市场逐步回暖 多家企业业绩表现亮眼,上海有色
3851,2020-11-06,花旗：将长安汽车目标价上调41%至24.11元,格隆汇
3852,2020-11-06,比亚迪市值突破5000亿大关，汽车“周边股”成大赢家,21世纪经济报道
3853,2020-11-06,长安汽车前10月售车158万辆完成目标83% 加大研发投入转型智能出行科技公司,长江商报
3854,2020-11-06,购车零距离|差异化市场下的长安新能源,汽车之家
3855,2020-11-05,11家上市车企三季度营收正增长 大部分公司净利有所改善,每日经济新闻
3856,2020-11-05,【招商汽车】10月销售强劲复苏，建议继续超配汽车行业,招商汽车研究
3857,2020-11-05,长安汽车(000625)：自主与福特齐向上 销量维持高速增长,新浪
3858,2020-11-05,提前两月突破150万辆！长安汽车公布10月销售数据,重庆商报
3859,2020-11-05,长安汽车10月产量20.57万辆 同比增长23.1%,36氪
3860,2020-11-05,长安汽车(000625)：业绩符合预期 各业务板块全线复苏,华安证券
3861,2020-11-05,汽车行业周报：路线图2.0发布 多路线推进节能减排,新浪
3862,2020-11-05,【汽车】长安汽车：Q3业绩符合预期，自主合资新品周期延续,中银证券研究
3863,2020-11-05,【行情】汽车整车板块高开，金龙汽车涨停，比亚迪涨4%，宇通客车、长安汽车、小康股份等跟涨,金十数据
3864,2020-11-05,【11.5锂电快讯】新能源车市向上势头将继续延伸到明年*前三季度超半数车企净利同比下降 盈利能力下降,上海有色
3865,2020-11-04,长安民生物流(01292.HK)将向长安汽车提供物流服务,格隆汇
3866,2020-11-04,汽车行业周报：10月第四周批发同比+22% 全面看多,新浪
3867,2020-11-04,长安汽车前10月累计销量超158万辆 同比增幅逾14%,上证报
3868,2020-11-04,长安民生物流(01292)与长安汽车等签订框架协议,智通财经
3869,2020-11-04,长安汽车10月汽车销量同比增近三成,上证报
3870,2020-11-04,晚间重要公告2020年11月4日星期三,Wind
3871,2020-11-04,长安汽车：10月销量21.26万辆 同比增长29.65%,e公司
3872,2020-11-04,长安汽车(000625.SZ)10月份汽车销量21.264万辆 同比增长23.1%,智通财经
3873,2020-11-04,长安汽车(000625.SZ)10月销量21.264万辆 同比增长29.65%,格隆汇
3874,2020-11-04,汽车行业复苏带动板块估值修复，核心零部件标的受热捧,金融投资报
3875,2020-11-04,银轮股份(002126)：Q3业绩增长稳健 深耕主业未来可期,新浪
3876,2020-11-04,长城汽车涨超5%再创新高，上汽集团、比亚迪、长安汽车集体上扬,Wind
3877,2020-11-04,长安汽车(000625)20Q3季报点评：20Q3扣非利润转正 预计年降落地助力Q4增长,新浪
3878,2020-11-04,长安汽车 | 2020 三季报点评：业绩底部向上 新车驱动成长【华西汽车 崔琰团队】,汽车琰究
3879,2020-11-04,【提示】科创板会通股份今日申购，发行价8.29元,Wind
3880,2020-11-03,21测评丨31家券商11月金股出炉：首个交易日6只涨停，74只个股扎堆三大行业,21世纪经济报道
3881,2020-11-03,长安汽车：Q3盈利环比改善，现金储备充足,特总车研
3882,2020-11-03,速读三季报丨新能源汽车概念股大涨，哪家业绩最出色？,第一财经
3883,2020-11-03,汽车股尾盘快速拉高，长城汽车涨超4%,Wind
3884,2020-11-03,中策获得长安汽车QCA供应商认证,轮胎世界网
3885,2020-11-03,比亚迪跌近5%，汽车板块跌幅扩大,Wind
3886,2020-11-03,A股大爆发！中金上市次日封住涨停,中国基金报
3887,2020-11-03,汽车板块持续回调，福田汽车、长安汽车、东风汽车均跌超4%,Wind
3888,2020-11-03,20家A股上市车企三季度财报汇总：市场活力恢复 头部企业利润大涨,第一电动网
3889,2020-11-03,三季度业绩进一步回暖 车企集体开启末季冲刺,21世纪经济报道
3890,2020-11-03,三季度业绩进一步回暖车企集体开启末季冲刺,Wind
3891,2020-11-02,三季度业绩进一步回暖：车企集体开启末季冲刺,21世纪经济报道
3892,2020-11-02,中信建投、华泰等11月金股“藏先机”：汽车、金融股成重要主线,红周刊
3893,2020-11-02,量质齐升 重庆工业经济加快复苏,新华网
3894,2020-11-02,“股神牛票”又涨嗨了！比亚迪再刷股价新高 更有热门汽车股四天三涨停,中证报
3895,2020-11-02,2020年度全球汽车产业峰会暨汽车与环境创新论坛完美落幕,盖世汽车
3896,2020-11-02,“股神”出没：“不务正业”却赚翻 更有公司浮盈百亿,中证网
3897,2020-11-02,解盘：资金再度流入，光伏、充电桩、白酒、动力电池领涨,Wind
3898,2020-11-02,【华创汽车】超预期的汽车板块去往什么方向？,Auto Workshop
3899,2020-11-02,【长安汽车】公司经营改善明显，扣非净利实现扭亏,东北汽车
3900,2020-11-02,强劲增长 56家重庆A股前三季赚277亿元 谁是业绩王？,重庆商报
3901,2020-11-02,上市公司业绩亮眼 新能源汽车产业景气度提升,中证报
3902,2020-11-02,扶持政策推动销量增长 新能源上市公司业绩亮眼,中证报
3903,2020-11-02,【行情】新能源汽车板块再度走强，江铃汽车拉升封板，中国重汽、上汽集团、长安汽车等个股全线拉升,金十数据
3904,2020-11-02,汽车股再度走强，江铃汽车四个交易日三个涨停,Wind
3905,2020-11-02,新能源汽车销量重现正增长 上市公司业绩亮眼,中证报
3906,2020-11-02,【中金汽车】长安汽车：毛利率环比改善，业绩符合预期,金车研究
3907,2020-11-02,新能源汽车产业景气度提升 电动化、智能化成为汽车产业发展方向,中证报
3908,2020-11-02,整车看“双长”之长安汽车：管理改善将持续得到验证【太平洋汽车白宇团队】三季报点评,白宇汽车行研
3909,2020-11-02,新能源汽车行业景气度提升 关注产业链投资机遇,中证网
3910,2020-11-02,长安汽车前三季营业收入558亿元,重庆商报
3911,2020-11-01,【华创汽车】长安汽车：自主、合资为4Q20蓄势待发,Auto Workshop
3912,2020-11-01,周观点 | 板块业绩明显好转 电动智能持续推进【华西汽车 崔琰团队】,汽车琰究
3913,2020-10-31,长安汽车清仓宁德时代赚近20亿元，前三季度净利34亿元,重庆商报
3914,2020-10-31,私募通数据周报：本周投资、上市和并购共111起事件， 涉及总金额706.50亿元人民币,清科研究
3915,2020-10-31,长安汽车前三季度同比扭亏：净利润34.9亿元，同比大增230.98%,21世纪经济报道
3916,2020-10-31,还剩三个月，车企们完成立下的FLAG还有戏吗？,第一电动网
3917,2020-10-30,长安汽车清仓宁德时代预计获利近20亿元,上证报
3918,2020-10-30,长安汽车(000625.SZ)：已售宁德时代2299.96万股 影响2020年度税后净利润19.71亿元,格隆汇
3919,2020-10-30,长安汽车：前三季度净利34.86亿元，同比增长230.98%,第一财经
3920,2020-10-30,长安汽车：前三季度净利润34.86亿元，扭亏为盈,Wind
3921,2020-10-30,长安汽车(000625.SZ)：前三季度净利润达34.86亿元,格隆汇
3922,2020-10-30,长安汽车：第三季度净利同比增309.7%,e公司
3923,2020-10-30,长安汽车：第三季度净利润8.84亿元同比增长309.70%,格隆汇
3924,2020-10-30,长安汽车：三季度出售宁德时代近1%股份，获益近20亿元,Wind
3925,2020-10-30,晋级汽车科技圈“学霸” 这家重庆车企包揽10项大奖,重庆商报
3926,2020-10-30,汽车行业：汽车智能化加速推进，新元素驱动行业发展，维持”推荐“评级,招商证券
3927,2020-10-30,2020年我国汽车市场现状和发展趋势分析 乘用车持续走弱，商用车占比上升,前瞻研究院
3928,2020-10-30,【招商汽车|行业深度】汽车智能化加速推进，新元素驱动行业发展,招商汽车研究
3929,2020-10-30,“金九”兑现“银十”可期 汽车板块集体飙涨丨牛熊眼,第一财经
3930,2020-10-30,宁德时代(300750)：业绩符合申万宏源预期 积极扩产配套下游需求,新浪
3931,2020-10-29,汽车销售强势复苏 长期发展逻辑未变,新浪
3932,2020-10-29,多项利好刺激，汽车板块走势活跃，华域汽车广汽集团等涨停,证券时报网
3933,2020-10-29,2020全球汽车产业峰会 | 长安汽车詹樟松：打造智能引擎 拥抱“混”时代,盖世汽车
3934,2020-10-29,长安汽车高端序列第二款新车官图曝光，命名UNI-K，定位中大型SUV,腾讯网
3935,2020-10-29,盘前有料丨蚂蚁集团今日申购；“十四五”大力推进绿色低碳经济…重要消息还有这些,证券时报网
3936,2020-10-28,募资60亿，长安“减负”,搜狐
3937,2020-10-28,长安汽车高端序列第二款车欲搅局中大型SUV市场 定价或超18万元,重庆商报
3938,2020-10-28,从亏损26亿到盈利38亿 长安汽车业绩“翻盘”含金量不高 亏损,GPLP犀牛财经
3939,2020-10-28,专访东风零部件陈兴林：2025年确保业务规模超过300亿元,第一电动网
3940,2020-10-28,定增市场周报：华润微定增加码半导体封测 豆神教育募资额上调逾五成,新浪
3941,2020-10-27,何文：未来电子电气架构要做到易扩展、高性能、一体化、强安全,搜狐
3942,2020-10-27,SAECCE 2020 | 长安汽车何文：重塑汽车架构，迎接智能挑战,盖世汽车
3943,2020-10-27,A股收盘综述：上证指数缩量收涨0.1%，医药、半导体、锂电池、建材板块复苏,Wind
3944,2020-10-27,山东威达(002026)：Q3业绩增长大超预期 盈利能力持续优化,新浪
3945,2020-10-27,A股午盘综述：上证指数半日下滑0.37%，充电桩、风电、特高压等概念板块领跌,Wind
