,2021-12-31,A股资金流向：市场完美红盘收官，指数波澜不惊,Wind
17323,2020-07-29,科创板融资余额增加2.22亿元 62股融资余额环比增加,证券时报网
17324,2020-07-29,英皇证券：市场观望美联储议息 啤酒股处于季节性上升周期,新浪
17325,2020-07-29,DJ 市场快讯：芯片股料续弹；闻泰科技定增获业内大佬和知名国际投行捧场,道琼斯
17326,2020-07-29,15股获杠杆资金净买入超亿元,证券时报网
17327,2020-07-29,悲观的穆迪与“苏醒”的复星国际(00656),智通财经
17328,2020-07-29,睿财看市场：三大指数缩量上涨，食品饮料板块强势领涨,恒泰睿财
17329,2020-07-29,智通港股通占比异动统计|7月29日,智通财经
17330,2020-07-29,港股盘前必读：泰格医药首日孖展额度高达408.35亿港元超购68.35倍,Wind
17331,2020-07-29,智通港股通持股解析|7月29日,智通财经
17332,2020-07-29,海关精准发力保通关 北京地区上半年出口逆势上扬,北京日报
17333,2020-07-29,多只科技股获北上资金增持 聚飞光电获增持数量最高,证券时报网
17334,2020-07-29,智通港股通资金流向统计(T+2)|7月29日,智通财经
17335,2020-07-29,股讯 | 多重利空打压美股 Alphabet各项业务之和比市值高35%,凤凰网
17336,2020-07-29,两大活跃资金增持科技股5股业绩预增超10倍,证券时报
17337,2020-07-28,复星国际(0656.HK)战略聚焦之下资金安全性高，“抗逆+抗疫+抗风险”能力强,格隆汇
17338,2020-07-28,数说A股：芯片巨头大动作！台积电市值飙升，A股科技龙头业绩猛增,腾讯网
17339,2020-07-28,蚂蚁金服上市为何有万亿估值？能拳打贵州茅台和中芯国际！,新浪
17340,2020-07-28,半导体行业更新报告：即使没有海思半导体 台积电依旧前途光明,新浪
17341,2020-07-28,智通港股解盘(07.28) | 积极因素在聚焦恒指小幅反弹 恒生科技指数表现凶猛,智通财经
17342,2020-07-28,主力资金：19亿资金出逃疫苗黑马股 尾盘上亿资金搏杀TWS概念龙头,新浪
17343,2020-07-28,超级大单：大资金抢筹3只科技股 杀入资金近30亿,新浪
17344,2020-07-28,7月28日科创板主力资金净流出1.08亿元,证券时报网
17345,2020-07-28,智通港股通活跃成交|7月28日,智通财经
17346,2020-07-28,这个科技指数瞬间火啦，不来了解一下？,老司基一枚
17347,2020-07-28,因可换股债券获兑换 中芯国际(00981)折让62.78%发行1217.64万股,智通财经
17348,2020-07-28,闵杭：低估值板块或迎来轮动！中长期把握可以满足需求的消费和科技行业,--
17349,2020-07-28,港股复盘：市场情绪自我恢复,YY港股圈
17350,2020-07-28,8中芯国际(00981.HK)根据零息可换股债条款发行1217.64万股,格隆汇
17351,2020-07-28,数据复盘| 70亿资金撤离医药生物行业 五粮液获主力大幅加仓,证券时报网
17352,2020-07-28,台积电暴涨，芯片格局有变？A股机会在哪里？,中证报
17353,2020-07-28,北水动向(7.28)|北水净流入38.62亿 抢筹腾讯(00700)逾21亿,智通财经
17354,2020-07-28,是跟风还是真缺钱？东风集团拟回归A股创业板,搜狐
17355,2020-07-28,港股行情复盘：恒指涨0.69% 半导体板块今日集体上扬（2020/7/28）,--
17356,2020-07-28,《财富》中国500强榜单出炉 来看有哪些产业互联网企业,亿邦动力
17357,2020-07-28,恒生科技指数集体爆发，比亚迪电子大涨12%,资本邦
17358,2020-07-28,DJ 香港股市成交量排名,道琼斯
17359,2020-07-28,市场综述：巴菲特斥资85亿“爆买”，一医药股暴涨70%,老虎证券
17360,2020-07-28,港股收盘(7.28)|恒指收涨0.69% 现货金银日内暴跌 贵金属股集体高位回吐 连续下跌,智通财经
17361,2020-07-28,恒指收涨0.69%报24772点 黄金股受压招金矿业(01818)跌逾12%,凤凰网
17362,2020-07-28,收评：恒指涨0.69%日线三连阴 黄金板块大跳水招金矿业跌12.14%,金融界
17363,2020-07-28,地产股收盘丨恒指收涨0.69% 正荣服务涨11.82%,中金在线
17364,2020-07-28,港股收评|恒指收涨0.69%，恒生科技指数升逾3%突破7000点,富途证券
17365,2020-07-28,恒指收涨0.69%，食品添加剂板块领涨,中新经纬
17366,2020-07-28,收评：港股恒指涨0.69% 携程盘前涨8%港版纳指爆发,新浪
17367,2020-07-28,港股收评：恒指涨0.69%黄金及贵金属股跳水教育、半导体板块午后大涨,格隆汇
17368,2020-07-28,恒指缩量收涨0.69%，科技股强势反弹,Wind
17369,2020-07-28,科创板收盘播报：科创50指数收涨1.89% 医疗类个股涨幅居前,新华网
17370,2020-07-28,恒生科指升逾3%曾破7000点关 比亚迪电子急涨11%,新浪
17371,2020-07-28,港股异动 | 半导体板块大涨 中芯国际(0981.HK)涨逾5%,格隆汇
17372,2020-07-28,科创解禁，颠簸行情，如何运用资产配置稳稳拿住AI长期收益？,新浪
17373,2020-07-28,新经济扫描|腾讯大涨超4%，花旗指收购搜狗增强搜索能力,富途证券
17374,2020-07-28,恒生科技指数暴力拉升：比亚迪电子涨7.6%腾讯涨超4%,新浪
17375,2020-07-28,恒生指数午盘收涨0.53%报24733点 蒙牛乳业(02319)升6%领涨蓝筹,凤凰网
17376,2020-07-28,港股盘中技术分析（2020年7月28日）,--
17377,2020-07-28,A股科技龙头业绩最猛增超27倍 资金盯上了这些股,证券时报
17378,2020-07-28,全球芯片巨头爆出大动作！台积电两天飙升近5000亿，A股科技龙头业绩最猛增超27倍,证券时报网
17379,2020-07-28,最新《财富》中国500强：京东方、中芯国际、紫光、闻泰等入选,搜狐
17380,2020-07-28,芯片巨头大动作：A股科技龙头业绩最猛增超27倍 两大资金出手,新浪
17381,2020-07-28,2大好消息下，台积电市值大涨约5300亿元！亚洲另一个巨头正在崛起,搜狐
17382,2020-07-28,叶尚志：金矿股跟随金价爆升 科技股回吐可关注,凤凰网
17383,2020-07-28,渝股看台｜ 首份渝股半年报来了，再升科技净利大增125%,重庆商报
17384,2020-07-28,【异动股】中芯国际(00981-HK)涨4.225%,财华社
17385,2020-07-28,新经济扫描|腾讯拟全资收购搜狗，上半年小米电视出货量中国第一,富途证券
17386,2020-07-28,科创板融资余额增加8265.6万元 60股融资余额环比增加,证券时报网
17387,2020-07-28,芯片股普涨 中芯国际涨逾4%,中证网
17388,2020-07-28,【异动股】中芯国际(00981-HK)报复式反弹现涨5.6%,财华社
17389,2020-07-28,蚂蚁、京东、吉利抢着来这上市！中国版纳斯达克创下了哪些纪录,中国经济周刊
17390,2020-07-28,DJ 市场快讯：美股科技股强劲且台积电继续暴涨，料提振类股,道琼斯
17391,2020-07-28,恒生科技指数挂牌首日收跌1.28%,财富动力网
17392,2020-07-28,智通港股通占比异动统计|7月28日,智通财经
17393,2020-07-28,【策略】策略周报：节奏调整，趋势不改,中银证券研究
17394,2020-07-28,【电子】电子行业点评：英特尔数据中心业务持续增长，7nm进程放缓,中银证券研究
17395,2020-07-28,智通港股通持股解析|7月28日,智通财经
17396,2020-07-28,港股盘前必读：泰格寻求在香港IPO中募资至多14亿美元,Wind
17397,2020-07-28,散户如何不被收割？基金经理和购买平台一个都不能少,阿尔法工场研究院
17398,2020-07-28,【中原策略】科创板一周年专题研究：巡礼鉴不凡,中原证券研究所
17399,2020-07-28,全村人希望！中芯国际 科创板“一哥”,腾讯网
17400,2020-07-28,智通港股通资金流向统计(T+2)|7月28日,智通财经
17401,2020-07-28,股讯|刺激计划预期拉高美股腾讯拟以近60%溢价收购搜狗,凤凰网
17402,2020-07-28,专家：科创板包容性提升 有望孕育出世界级科技公司,证券日报
17403,2020-07-28,全球芯片大变局！这家巨头突然暴涨5000亿，美国英特尔霸主地位不保？,中国基金报
17404,2020-07-27,换电站迎多重利好，概念龙头一览,新浪
17405,2020-07-27,高测股份公布网上发行中签率,证券时报网
17406,2020-07-27,北水净流入18.5亿 思摩尔国际纳入港股通首日 获净买入超18亿,腾讯网
17407,2020-07-27,“干净空气”需求旺盛 再升科技上半年盈利增1.25倍,上证报
17408,2020-07-27,翘首以待的精选层专套有钱人？,和讯
17409,2020-07-27,主力资金：3000亿安防巨头罕见涨停 外资豪掷近8亿抢筹,金融界
17410,2020-07-27,美元破位，黄金大涨，避险情绪卷土重来？,格隆汇
17411,2020-07-27,新三板的“镰刀们”发现自己成了韭菜,36氪
17412,2020-07-27,科创板50指数基金值得投资吗？,老罗话指数投资
17413,2020-07-27,资金复盘｜南下资金净买入腾讯1.57亿港元！净卖出中芯国际1.72亿港元,华盛证券
17414,2020-07-27,智通港股通活跃成交|7月27日,智通财经
17415,2020-07-27,DJ Asia-Pacific Corporate Calendar - Month Ahead -16-,Dow Jones
17416,2020-07-27,资金复盘｜南下资金狂抛腾讯超16亿！融创获内资微量加仓,华盛证券
17417,2020-07-27,数据复盘|逾13亿主力资金买入海康威视 北向资金连续3日净流出,证券时报网
17418,2020-07-27,蚂蚁集团寻求上市 科创板或再迎“航母”,中港网
17419,2020-07-27,7月27日科创板主力资金净流出24.88亿元,证券时报网
17420,2020-07-27,6只科创板股尾盘主力资金净流入超1000万元,证券时报网
17421,2020-07-27,北水涌入思摩尔超18亿，连续9日抛售中芯国际；南水增持海康威视,富途证券
17422,2020-07-27,肇观电子完成新一轮融资研发团队来自AMD、中芯国际等,科创板日报
17423,2020-07-27,北水动向(7.27)|北水净流入18.5亿 思摩尔国际(06969)纳入港股通首日 获净买入超18亿,智通财经
17424,2020-07-27,资金流向日报：26个行业资金呈净流出,证券时报网
17425,2020-07-27,“港版纳指”首日登场未能冲喜港股跌102点,财华社
17426,2020-07-27,被套了，怎么办？,金融界
17427,2020-07-27,第八届“港股100强”新经济科技公司奖出炉，战略配置创造未来,财华社
17428,2020-07-27,涨逾7成！大基金持续加码半导体，一文看清投资路径,Wind
17429,2020-07-27,港股收盘丨恒指收跌0.41% 黄金股逆市大涨,第一财经
17430,2020-07-27,深圳犬只未植入芯片被视为无证养犬 2020芯片行业市场规模分析,中研网
17431,2020-07-27,十大博客看后市：市场出现了三个好现象,新浪
17432,2020-07-27,光速IPO后：何时盈利成奇安信踏入资本市场的头等大事,云掌财经
17433,2020-07-27,47只新股募资金额超10亿元 中芯国际募资金额最多,证券时报网
17434,2020-07-27,新经济扫描|小米中国二季度销售跌35%，众安在线逆市涨超4% 盈利能力下降,富途证券
17435,2020-07-27,恒生科技指数现跌0.08%,财华社
17436,2020-07-27,今年以来新股发行募资2424.82亿元，科创板占比56.87%,证券时报网
17437,2020-07-27,年内已发行73只科创板股，超去年全年,证券时报网
17438,2020-07-27,【异动股】中芯国际(00981-HK)自顶峰至今累计跌幅达41.6%,财华社
17439,2020-07-27,大丰实业：目前没有承接中芯国际相关业务 公司科技创新能力处于行业前列,发布易
17440,2020-07-27,恒生科技指数现跌1.55%,财华社
17441,2020-07-27,新经济扫描|中信看高腾讯至650港元，瑞士信贷向蚂蚁集团投资1亿美元,富途证券
17442,2020-07-27,【异动股】中芯国际(00981-HK)跌4.094%,财华社
17443,2020-07-27,【港股异动】中芯国际跌近5% 主动卖盘59%,--
17444,2020-07-27,北京金融监管局：支持符合条件中概股回国发展 A股和港股均有回归案例,中金在线
17445,2020-07-27,中芯国际跌近5% 报24.45港元,新浪
17446,2020-07-27,【国信港股&海外】做空Intel的机会越来越近 股票卖空,中心思想
17447,2020-07-27,午市前瞻：港股企稳20天线料受阻 阿里憧憬染蓝可冲上,新浪
17448,2020-07-27,恒指跌0.09%，其它金属矿物板块领跌,中新经纬
17449,2020-07-27,恒生指数午盘微跌0.09%报24683点 中国石油(00857)跌3.5%领跌蓝筹,凤凰网
17450,2020-07-27,午评|三大股指宽幅震荡 黄金概念领涨两市,新浪
17451,2020-07-27,港股午评：恒指高开低走跌0.09%黄金股暴涨科技股大跌,金融界
17452,2020-07-27,叶尚志：未脱调整格局行情 关注强者回整时的吸纳机会,凤凰网
17453,2020-07-27,第一上海丨大市分析 : 未脱调整格局行情 关注强者回整时的吸纳机会,第一上海金融
17454,2020-07-27,冰与火之歌—股指期权的残酷的权游,美尔雅期货研究院
17455,2020-07-27,前沿科技观察二：做空Intel的机会越来越近 股票卖空,国信研究
17456,2020-07-27,恒指高开0.83%报24909点 恒生科技指数推出首日涨0.81%,腾讯网
17457,2020-07-27,DJ 市场快讯：芯片股反弹；士兰微引入大基金为第二大股东且台积电大涨,道琼斯
17458,2020-07-27,科创板1周年，新经济乘风破浪背后的4组创新数据,投资家
17459,2020-07-27,今日投条 | 短期震荡蓄势 顺周期行业有望崛起,国元证券订阅号
17460,2020-07-27,恒指高开0.83%，非酒精饮料板块领涨,中新经纬
17461,2020-07-27,智通港股通资金流向统计(T+2)|7月27日,智通财经
17462,2020-07-27,智通港股通持股解析|7月27日,智通财经
17463,2020-07-27,智通港股通占比异动统计|7月27日,智通财经
17464,2020-07-27,科创板融资余额减少6.65亿元 31股融资余额环比增加,证券时报网
17465,2020-07-27,A股融资融券日报：两融余额减少187.18亿元（7月24日）,Wind
17466,2020-07-27,趋势巡航：今天关键是能否探底回升,金融界
17467,2020-07-27,52只港股获南向资金大比例持有,证券时报网
17468,2020-07-27,港股走弱 腾讯拖累超150点,财富动力网
17469,2020-07-27,港股盘前必读：香港市场首批A股“杠反产品”将于今日在港交所上市,Wind
17470,2020-07-27,一周机构去哪儿？嘉实基金、淡水泉等调研了这些个股（名单）,证券时报网
17471,2020-07-27,“港版纳指”恒生科技指数出炉，一文读懂市场影响和投资攻略,腾讯网
17472,2020-07-27,半导体大变局？英特尔一夜蒸发415亿美元 另一巨头却市值狂飙 连续下跌,金融界
