,2021-12-31,福耀玻璃董事长曹德旺呼吁企业家们把钱拿出来分享,阿尔法工场
2455,2020-07-28,汽车和汽车零部件行业周报：汽车产业洞察,新浪
2456,2020-07-28,汽车行业报告：一文看透汽车景气现状,新浪
2457,2020-07-28,恒生指数高开1.38%报24942点 黄金股再涨山东黄金(01787)升逾9.6%,凤凰网
2458,2020-07-28,智通港股通占比异动统计|7月28日,智通财经
2459,2020-07-28,现金分红再盘点：变化与前瞻,上证报
2460,2020-07-27,中证指数公司：8月6日发布中证兴业证券ESG盈利100指数,Wind
2461,2020-07-27,恒指高开0.83%，非酒精饮料板块领涨,中新经纬
2462,2020-07-27,智通港股通占比异动统计|7月27日,智通财经
2463,2020-07-27,52只港股获南向资金大比例持有,证券时报网
2464,2020-07-26,A股明日风口：能源局加大非常规油气资源开发利用力度,新浪
2465,2020-07-25,连续四个季度盈利，特斯拉（TSLA.US）越来越香,智通财经
2466,2020-07-24,京东方A：行业进入新一轮涨价周期,股市动态分析
2467,2020-07-24,智通AH统计|7月24日,智通财经
2468,2020-07-24,近一周314股获机构买入型评级 药明康德注度最高,证券时报网
2469,2020-07-24,近一周314股获机构买入型评级10股上调评级,证券时报
2470,2020-07-23,亿纬锂能等10股获机构上调评级 5股机构预测平均上涨空间超20%,第一财经
2471,2020-07-23,建材龙头股2020年二季度持仓分析：内外资机构部分方向分化,新浪
2472,2020-07-23,汽车行业二季度基金持仓分析：销量回升 配置比例下降 把握低估值和成长两条主线,新浪
2473,2020-07-23,最受机构青睐的3只千亿龙头股：业绩超预期 股价涨势惊人,新浪
2474,2020-07-23,郑翔洲受邀向森工集团给全体厅局级干部授课,凤凰网
2475,2020-07-23,2020Q2建材板块基金持仓分析：行业表现分化 把握新一轮配置机遇,新浪
2476,2020-07-23,汽车行业7月投资策略：6月销量增长11.6% 持续把握电动智能主线,新浪
2477,2020-07-23,2020二季度基金持仓分析——内外资机构部分方向分化,鲍大侠之建材
2478,2020-07-23,特斯拉业绩亮眼超预期 港股“小弟们”紧随普涨,凤凰网
2479,2020-07-23,智通港股通占比异动统计|7月23日,智通财经
2480,2020-07-23,7月24日沪深两市最新交易提示,金融界
2481,2020-07-22,最新中国企业全球化报告：跨境电商机遇多，外资集聚高端产业,澎湃新闻
2482,2020-07-22,福耀玻璃：公司没有生产疫苗用的玻璃瓶,中国证券网
2483,2020-07-22,23股即将实施分红 招商蛇口派现最大方,证券时报网
2484,2020-07-21,公募化改造资管产品二季报出炉，重仓股名单曝光！三季度他们打算这么做！,每日经济新闻
2485,2020-07-21,格隆汇个股放量排行榜|7月21日,格隆汇
2486,2020-07-21,融资客和北向资金齐加仓 福耀玻璃股价创新高,证券时报网
2487,2020-07-21,福耀玻璃盘中创历史新高,证券时报网
2488,2020-07-21,【权益变动】福耀玻璃(03606-HK)被MatthewsInternationalCapitalMgt减持36.36万股 减持股份,财华社
2489,2020-07-21,汽车前瞻系列九：量变与质变 汽车玻璃添灵魂,新浪
2490,2020-07-21,福耀玻璃(03606.HK)遭Matthews International Capital减持36.36万股 减持股份,格隆汇
2491,2020-07-20,智通港股解盘(07.20) | 高低切换恒指继续震荡 周期类品种走强的逻辑,智通财经
2492,2020-07-20,中报分红第一股来袭，最新分红送转潜力股请收藏，仅12只,证券时报网
2493,2020-07-20,格隆汇个股放量排行榜|7月20日,格隆汇
2494,2020-07-20,收评：恒指跌0.12%终结七连阴 军工股强势护盘中船防务涨22.43%,金融界
2495,2020-07-20,产业变革下车企聚首 共话研发效率提升,第一电动网
2496,2020-07-20,港股汽车与汽车零部件板块走强,中证网
2497,2020-07-20,港股汽车股走强，比亚迪股份涨超10%,Wind
2498,2020-07-20,智通港股通占比异动统计|7月20日,智通财经
2499,2020-07-19,周观点 | 新能源汽车下乡 乘用车底部已现【华西汽车 崔琰团队】,汽车琰究
2500,2020-07-19,格隆汇个股放量排行榜 | 7月19日,格隆汇
2501,2020-07-18,格隆汇个股放量排行榜 | 7月18日,格隆汇
2502,2020-07-18,3个月涨40%！这个品种价格创7年多新高，概念股还能上车吗？,上证报
2503,2020-07-18,汽车行业动态分析：HUD 汽车视觉黑科技,新浪
2504,2020-07-18,格隆汇港股通5日资金流入流出排行榜|7月17日,格隆汇
2505,2020-07-17,2020年6月汽车社零数据点评：高基数导致6月汽车零售额增速由正转负 实际仍然在复苏通道中,新浪
2506,2020-07-17,恒指收涨0.47％报25089.17点 本周累计跌2.48％,腾讯网
2507,2020-07-17,6月社零数据点评：6月可选消费增速进一步提升 预计后续呈现缓慢恢复的趋势,新浪
2508,2020-07-17,格隆汇个股放量排行榜|7月17日,格隆汇
2509,2020-07-17,债市风云：避险情绪升温，债市回暖（7.17）,国联安基金
2510,2020-07-17,A股“红包雨”——下周60家公司派现，3家送转,Wind
2511,2020-07-17,特斯拉6月中国新车注册量增加32％ 推动特斯拉概念股普涨,凤凰网
2512,2020-07-17,恒指高开高走涨0.61% 食品添加剂板块领涨,中新经纬
2513,2020-07-17,恒生指数午盘收涨0.61%报25123点 神州租车(00699)大涨17.8%,凤凰网
2514,2020-07-17,数据解放生产力——琰究汽车数据系列（2020年6月）【华西汽车 崔琰团队】,汽车琰究
2515,2020-07-17,2020年重点公司半年报披露日历（7-8月）【华西汽车 崔琰团队】,汽车琰究
2516,2020-07-17,汽车周报2020第25期：6月狭义乘用车零售环比增长2.9% 豪华车市场份额创历史新高,新浪
2517,2020-07-17,智通港股通占比异动统计|7月17日,智通财经
2518,2020-07-17,智通港股通资金流向统计(T+2)|7月17日,智通财经
2519,2020-07-16,福耀玻璃大宗交易成交16.00万股成交额360.32万元,证券时报网
2520,2020-07-16,福耀玻璃现1笔大宗交易 共成交360.32万元,新浪
2521,2020-07-16,福耀玻璃今日大宗交易成交16万股，成交价22.52元溢价0.0%,Wind
2522,2020-07-16,61股今日获机构买入评级,证券时报网
2523,2020-07-16,Matthews International Capital Mgt减持福耀玻璃(03606)102.28万股，每股作价约21.55港元 减持股份,智通财经
2524,2020-07-16,【权益变动】福耀玻璃(03606-HK)被MatthewsInternationalCapitalMgt减持102.28万股 减持股份,财华社
2525,2020-07-16,把握区域经济增长机遇 兴业中证福建50ETF正在发行中,金融界
2526,2020-07-16,安信研究|晨会在线20200720,安信证券研究
2527,2020-07-16,福耀玻璃(03606.HK)遭MatthewsInternationalCapital减持36.36万股 减持股份,格隆汇
2528,2020-07-15,福耀玻璃(03606)：股东持有的公司2400万股解除质押及再质押,智通财经
2529,2020-07-15,福耀玻璃(03606-HK)控股股东股份质押情况,财华社
2530,2020-07-15,福耀玻璃(03606.HK)：A股拟派每股红利0.75元(含税),格隆汇
2531,2020-07-15,福耀玻璃：股东耀华工业村解除质押及再质押2400万股,每日经济新闻
2532,2020-07-15,福耀玻璃(600660.SH)：控股股东之一致行动人耀华工业村解质及再质押2400万股,格隆汇
2533,2020-07-15,福耀玻璃(600660.SH)A股年报推10派7.5元 股权登记日7月22日,格隆汇
2534,2020-07-15,福耀玻璃(03606)2019年度每10股派现金股利7.5元,智通财经
2535,2020-07-15,福耀玻璃(03606.HK)将于8月21日支付H股末期息,格隆汇
2536,2020-07-15,A股：在外资重仓后，这27只白马股将成为“千倍股”!（附名单）,搜狐
2537,2020-07-15,曹德旺吐槽圣戈班：很绅士，从来不发火，但没一件事情可以解决,新浪
2538,2020-07-14,福耀玻璃(600660)：下半年业绩有望改善、长期看ASP持续提升,新浪
2539,2020-07-14,兴业基金首发区域主题ETF 创新产品服务福建经济发展,金融界
2540,2020-07-14,2020年6月乘联会零售销量数据点评：高基数原因导致6月乘用车零售销量同比增速转负 建议增配乘用车产业链,新浪
2541,2020-07-14,【券商聚焦】招商证券：豪华车继续引领复苏 智能化电动化变革加速,凤凰网
2542,2020-07-14,恒指弱势震荡收跌1.14%博彩股逆市上扬,中新经纬
2543,2020-07-14,恒指低位震荡跌1.71%汽车股、金融股走弱,中新经纬
2544,2020-07-14,赣锋锂业跌近5% 隔晚Tesla创新高后倒跌,新浪
2545,2020-07-13,【招商策略】股市流动性大幅走高，股东计划减持规模扩大——金融市场流动性与监管动态周报（0713） 减持股份,招商策略研究
2546,2020-07-13,汽车行业周观点：特斯拉MODEL Y降价 比亚迪汉正式上市,新浪
2547,2020-07-13,快讯：特种玻璃板块表现抢眼涨6.35% 亚玛顿等5只概念股涨停,证券日报
2548,2020-07-13,汽车股大爆发！56家汽车业上市公司一周市值猛增近3000亿元,搜狐
2549,2020-07-13,A股早报2020年7月13日星期一,Wind
2550,2020-07-13,福耀玻璃(03606.HK)遭MatthewsInternationalCapital减持102.28万股 减持股份,格隆汇
2551,2020-07-13,比亚迪汉核心零部件配套供应商一览,盖世汽车
2552,2020-07-13,7天减持超350亿！上市公司不少股东忙着套现 减持股份,重庆商报
2553,2020-07-12,【豫财经】A股再迎减持潮！河南12家上市公司减持16亿元 减持股份,新华网
2554,2020-07-12,周观点 | 乘用车底部向上 新能源质变加速【华西汽车 崔琰团队】,汽车琰究
2555,2020-07-12,股神减持宁波银行！东财更被砸崩了！套现3000亿，A股股东不相信牛市 减持股份,Wind
2556,2020-07-12,7天减持超350亿！牛市情绪下减持潮汹涌,Wind
2557,2020-07-11,揭秘本周大宗交易：670笔大宗交易成交188.22亿元，机构席位扫货这8只个股（附名单）,每日经济新闻
2558,2020-07-10,【天风汽车】6月乘用车批发同比+1%，特斯拉销量亮眼,学学看汽车
2559,2020-07-10,A股共发生145宗大宗交易成交30.8亿元（7月10日）,Wind
2560,2020-07-10,"福耀玻璃现2笔大宗交易 共成交21,781.90万元",新浪
2561,2020-07-10,汽车汽配行业研究：量变与质变 汽车玻璃添灵魂,新浪
2562,2020-07-10,智通港股通占比异动统计|7月10日,智通财经
2563,2020-07-09,上市公司500强，哪些城市上榜企业多？,36氪
2564,2020-07-09,格隆汇个股放量排行榜|7月9日,格隆汇
2565,2020-07-09,汽车行业2020年下半年投资策略：从周期、终端、赛道三大维度剖析汽车行业投资机会,新浪
2566,2020-07-09,智通AH统计|7月9日,智通财经
2567,2020-07-09,上市公司500强图鉴：城市之间的资本战争,36氪
2568,2020-07-09,A股早报2020年7月9日星期四,Wind
2569,2020-07-08,格隆汇港股聚焦(7.08)︱多家券商6月业绩大增长城汽车6月销量增近三成,格隆汇
2570,2020-07-08,"福耀玻璃现3笔大宗交易 共成交26,172.90万元",新浪
2571,2020-07-08,格隆汇个股放量排行榜|7月8日,格隆汇
2572,2020-07-08,福耀玻璃：持股5%以上股东河仁慈善基金会减持2800万股，比例超过1% 减持股份,每日经济新闻
2573,2020-07-08,福耀玻璃(600660.SH)：5%以上股东河仁基金会减持1.12%股份 减持股份,格隆汇
2574,2020-07-08,福耀玻璃(03606)：河仁基金会于近期合计减持公司股份2800万股A股 减持股份,智通财经
2575,2020-07-08,福耀玻璃(03606.HK)：股东河仁基金会减持2800万股公司股份，资金将用于赈灾救助 减持股份,格隆汇
2576,2020-07-08,福耀玻璃：河仁基金会累计减持1.12%股份 减持股份,Wind
2577,2020-07-08,智通AH统计|7月8日,智通财经
2578,2020-07-08,一文纵览信用债市场基本格局——信用策论系列之五【华创固收｜周冠南团队】,华创债券论坛
2579,2020-07-07,"福耀玻璃现4笔大宗交易 共成交6,767.65万元",新浪
2580,2020-07-07,一图看懂：7月7日哪些港股被大幅卖空了 股票卖空,老虎证券
2581,2020-07-07,格隆汇个股放量排行榜|7月7日,格隆汇
2582,2020-07-07,11公司获得推荐评级-更新中,中财网
2583,2020-07-07,智通AH统计|7月7日,智通财经
2584,2020-07-07,收评：恒指振幅超800点跌1.38% 券商股大跳水光大证券重挫15.98%,金融界
2585,2020-07-07,赣锋锂业飙近14% 特拉斯股价突破1300美元,新浪
2586,2020-07-07,港股异动 | 赣锋锂业(01772)升逾16%领涨特斯拉概念 隔夜特斯拉(TSLA.US)涨超13%再破顶,智通财经
2587,2020-07-07,智通港股通占比异动统计|7月7日,智通财经
2588,2020-07-07,福耀玻璃(600660)公司深度报告：30年成长复盘 继往开来 再创辉煌,新浪
2589,2020-07-06,福耀玻璃现2笔大宗交易总成交金额1.77亿元,证券时报网
2590,2020-07-06,"福耀玻璃现2笔大宗交易 共成交17,693.90万元",新浪
2591,2020-07-06,格隆汇个股放量排行榜|7月6日,格隆汇
2592,2020-07-06,54股今日获机构买入评级12股上涨空间超20%,证券时报网
2593,2020-07-06,【周观点】6月批发同比-1%，配置时机已至,东吴汽车黄细里团队
2594,2020-07-06,A股早报2020年7月6日星期一,Wind
2595,2020-07-05,格隆汇个股放量排行榜 | 7月5日,格隆汇
2596,2020-07-04,格隆汇个股放量排行榜 | 7月4日,格隆汇
2597,2020-07-03,福耀玻璃7月3日大宗交易成交1.51亿元,证券时报网
2598,2020-07-03,汽车股全线上涨，一汽解放涨停，长安、长城、吉利集体走高,每日经济新闻
2599,2020-07-03,"福耀玻璃现1笔大宗交易 共成交15,099.00万元",新浪
2600,2020-07-03,格隆汇个股放量排行榜|7月3日,格隆汇
2601,2020-07-03,收评：恒指涨0.99%进入技术性牛市 互联网狂欢腾讯市值超5万亿港元,金融界
2602,2020-07-03,7月3日，汽车股全线大涨，其中，比亚迪股份一度涨7.53%，华晨汽车一度涨7.23%，吉利汽车一度涨超6%，北京汽车、长城汽车等涨逾3%。,富途证券
2603,2020-07-03,港股异动 | 特斯拉概念股普涨 二季度交付量超预期,格隆汇
2604,2020-07-03,全世界各行各业联合起来，internet一定要实现！,硅谷动力
2605,2020-07-03,【中金汽车】三年下滑的尾端，重视关注优质蓝筹补涨机会,金车研究
2606,2020-07-02,【平安汽车】2020年汽车行业中期报告：捕捉升级之变,平安研究
2607,2020-07-02,福耀玻璃与北斗智联达成战略合作 推动汽车智能网联化商业应用,中国机经网
2608,2020-07-02,福耀玻璃：德国FYSAM汽车饰件项目已经整合完成并恢复生产,发布易
