,2021-12-31,"年终盘点|2021年十大""争议""白马股",新浪
5087,2020-05-05,【国君策略】Q1全A盈利降四成，哪些细分行业存在机会？ 盈利能力下降,谈股问君
5088,2020-05-05,【国君策略】后宽松时代：基本面预期主导流动性修复—资金行为洞察系列,谈股问君
5089,2020-05-05,“核心资产50强”名单来了！,中国基金报
5090,2020-05-05,【国盛食品|专题】一季报总结：逆势强者恒强，彰显品牌力量,蓉品食饮
5091,2020-05-05,“核心资产50强”名单！户均最高净赚188万 投资回报率超九成A股,新浪
5092,2020-05-05,【西部食饮|系列专题二】食品疫情影响跟踪：市场逐步复苏回归常态，聚焦企业核心竞争力,青力出品
5093,2020-05-05,1.3万亿元“红包雨”正在来临！贵州茅台拟现金分红214亿元,格隆汇
5094,2020-05-04,五一假期消费亮点频频：报复性消费的曙光乍现？,格隆汇
5095,2020-05-04,五粮液一季度净利增长约19% 高端白酒将继续引领行业结构性增长 消费需求存在放大趋势！,金融界
5096,2020-05-03,按巴菲特选股标准提炼出25只个股,腾讯网
5097,2020-05-03,27000倍回报，“股神”不是白叫的！A股哪些票符合巴菲特选股标准？（名单）,中证报
5098,2020-05-02,刘明达:关注现金流贴现 疫情恐慌是选择好公司最佳机会,新浪
5099,2020-05-02,刘明达:十年国债利率下降 高ROE龙头公司具有极强分红能力,新浪
5100,2020-05-02,"股价并非由短期业绩表现决定,长期逻辑才是关键",红周刊
5101,2020-05-02,深度：最差一季报重塑A股估值体系（附龙头公司深度解析）,红周刊
5102,2020-05-02,6成飞机边“睡觉”边“烧钱”多数航空公司5月底破产？ 减资破产,新华网
5103,2020-04-30,2分钟读财报|加加食品扣非净利润连续下滑 市值不及海天味业零头 盈利能力下降,新浪
5104,2020-04-30,必选消费最抗跌“吃药”穿越牛熊 物业地产是个优质赛道,红周刊
5105,2020-04-30,年赚50亿、毛利率超60%，农夫山泉启动赴港IPO！,证券时报网
5106,2020-04-30,汇率7.06！A股，放量反弹又来了！沪指涨1.33%收2860点,搜狐
5107,2020-04-30,【2020Q1食品饮料基金持仓分析报告】Q1白酒重仓继续回落，大众品保持上升,陈雯消费深度研究
5108,2020-04-30,【开源食饮】中炬高新：业绩符合预期，未来更加从容——公司信息更新报告,宇光看食饮
5109,2020-04-30,A股中的顶级白马：可以养老的好股票,中金在线
5110,2020-04-30,饭桌上的PK 千禾味业能否撼动海天味业的神话？,网易
5111,2020-04-30,厚植深耕 沪市主板三大业绩指标连续3年稳增,上证报
5112,2020-04-30,2019年财报成色足，“硬核”行业表现抢眼,Wind
5113,2020-04-30,沪市主板公司去年净利3.19万亿增长9%,证券时报
5114,2020-04-29,厚植深耕 沪市主板年报业绩出炉,中证网
5115,2020-04-29,暴走A股：讲真，口罩股彻底凉了！,金融界
5116,2020-04-29,一天缩水2000亿元！最牛板块突然“翻车”，千亿龙头大跌近7%，资金砸盘最凶的个股曝光 连续下跌,证券时报
5117,2020-04-29,食品饮料板块牛股辈出，你敢长期持有吗？,养基司令
5118,2020-04-29,卖牛奶的居然干不过卖白酒的！网友：奶可以不喝，酒必须喝,中国商报
5119,2020-04-28,注册制催生A股两极分化，没有精选标的的投资者，指数型基金不失为一条选择,上游新闻
5120,2020-04-28,注册制催生A股两集分化，没有精选标的的投资者，指数型基金不失为一条选择,红周刊
5121,2020-04-28,立讯精密获北向资金净买入4.58亿元,上游新闻
5122,2020-04-28,【中航宏观】中美股市近百股创新高，疫情下皆危中藏机,微信
5123,2020-04-28,复合调味品行业未来5-10年将高速发展？|高端访谈,第一财经
5124,2020-04-28,一季度餐饮渠道损失殆尽 A股调味品公司为何还能逆势增长？,每日经济新闻
5125,2020-04-28,食品饮料板块反弹走高，良品铺子涨停，关注业绩确定个股,证券时报网
5126,2020-04-28,暴走A股：史诗级大利好！第二个“市北高新”来了,金融界
5127,2020-04-28,【山证食品】海天味业（603288.SH）：业绩整体稳健，区域增速有所分化,山西证券研究所
5128,2020-04-27,4月近百只个股刷新历史新高 扎堆医药食品两大行业,红周刊
5129,2020-04-27,外资扫货个股杀跌什么信号？这类个股有危险了！,搜狐
5130,2020-04-27,【西部食饮|行业周报】消费回暖下行业趋势向好，把握优质龙头布局机会,青力出品
5131,2020-04-27,【快评|国信食饮】海天味业2020年一季报点评：业绩稳健增长，控费提升盈利,瑶食梦饮
5132,2020-04-27,2020年一季度公募基金配置简析,国都证券
5133,2020-04-27,海天味业一季度营收58.84亿元 净利润增长9.17%,北国网
5134,2020-04-27,海天味业一季度实现逆势增长！营收58.84亿元，净利润增长9.17%,凤凰网
5135,2020-04-27,【华创食饮】板块持仓分析：白酒重仓小幅回落，北上波动后再次加配,华创食饮
5136,2020-04-27,周一机构一致看好的七大金股（04.27）,中金在线
5137,2020-04-27,食品饮料：布局疫情压制的优质滞涨龙头，中信证券首推白酒,证券时报网
5138,2020-04-27,【季报兑现影响，关注后疫情受益股—方正食品饮料200426】,虎哥的研究
5139,2020-04-27,晨会0427｜共识凝聚，慢涨延续,中信证券研究
5140,2020-04-27,A股最具价值的50只白马股名单（值得收藏）,金融界
5141,2020-04-27,沪深300公司召开业绩说明会数量明显增加,Wind
5142,2020-04-26,食品饮料：一季报凸显龙头抗风险能力【太平洋证券 黄付生、蔡雪昱团队】,食品饮料大消费黄付生
5143,2020-04-26,一周策略前瞻：大招频出却涨不动，机构投资者都在担心什么？,腾讯网
5144,2020-04-26,【民生食饮】海天味业（603288）20年一季报点评：促销战略助收入增长，弱势区域显著放量,MS食品饮料
5145,2020-04-26,华鑫证券：建议选取业绩确定较强的防御性板块打底仓，例如创新药和消费,第一财经
5146,2020-04-26,暴走A股：有雷！证监会点名批评4股（附下周策略）,金融界
5147,2020-04-26,茅台、榨菜创新高 下周买什么？,上证报
5148,2020-04-26,【华金证券晚间资讯（20200426）】,华金研究
5149,2020-04-26,【开源食饮】海天味业：积极调整，危中取机——公司信息更新报告,宇光看食饮
5150,2020-04-26,申万宏源一周晨会纪要合集（2020/04/27-2020/04/30）,申万宏源研究
5151,2020-04-26,【兴证策略-大势研判】把握“一个中心，两个基本点”——A股策略周报,XYSTRATEGY
5152,2020-04-26,海天味业一季报点评：双增超预期，品牌力渠道力突显【太平洋证券 黄付生、蔡雪昱团队】,食品饮料大消费黄付生
5153,2020-04-26,茅台神话与A股信心,财富动力网
5154,2020-04-26,【国盛食品|专题】Q1基金持仓分析：小食品加仓明显，白酒连续两季度减配,蓉品食饮
5155,2020-04-25,【开源食饮每日资讯0424】海天味业2020Q1净利润同比增长9.17%,宇光食饮日讯
5156,2020-04-25,热点前瞻：下周有望拉升的5股,--
5157,2020-04-25,中航证券：中美股市均近百股创新高 疫情下皆危中藏机,新浪
5158,2020-04-24,4月25日上市公司重要公告集锦：中信建投一季度净利19.51亿元同比增31%,证券日报
5159,2020-04-24,4月24日晚间上市公司十大重磅公告,巨丰财经
5160,2020-04-24,海天味业一季度净利上涨9.17%,北京商报网
5161,2020-04-24,海天味业2020年一季度营收58.84亿元同比增7.17%,中国网
5162,2020-04-24,海天味业(603288.SH)：一季度净利升9.17%至16.13亿元,格隆汇
5163,2020-04-24,海天味业：一季度净利16.13亿元 同比增9%,e公司
5164,2020-04-24,海天味业：一季度净利润16.13亿元，同比增长9.17%,Wind
5165,2020-04-24,2020年调味品行业发展现状分析 行业稳定增长 呈现一超多强局面【组图】,前瞻研究院
5166,2020-04-24,叶檀:为什么打死我也不买茅台!,中财网
5167,2020-04-24,华安基金发布华安沪港深外延增长一季报，一季度增长8.10%,资本邦
5168,2020-04-24,谁能引领消费行业民族品牌的“复兴之战”？,36氪
5169,2020-04-24,【开源食饮】2020Q1基金持仓比例略回落，关注消费复苏机会——行业点评报告,宇光看食饮
5170,2020-04-24,资金关注业绩确定性 消费白马股持续走强,上证报
5171,2020-04-24,【光大食品饮料】迎难而上，砥砺前行—海天味业（603288.SH）2020年一季报点评,EBSCN食品饮料
5172,2020-04-23,广东证监局：全力推动提高辖区上市公司质量,中证网
5173,2020-04-23,[路演]华源控股：客户包括海天味业、老干妈等,全景网
5174,2020-04-23,食品饮料板块继续走强 金健米业等多股涨停,金融界
5175,2020-04-23,鲲鹏观点：茅台创历史新高意味拥抱核心资产时刻到来！,金融界
5176,2020-04-23,业绩确定性助推 食品饮料、生物医药股票接连大涨,上证报
5177,2020-04-23,投资球解 | 一季报喜忧参半股价却屡创新高！涪陵榨菜为啥这么疯狂？,腾讯网
5178,2020-04-23,佛山“三步走”战略推动数字经济发展,广州日报
5179,2020-04-23,杠杆资金持续回流两融余额三连升,证券时报网
5180,2020-04-23,碾压可口可乐！茅台又火了：最壕分红刺激股价创新高 券商高喊：1500元,中国基金报
5181,2020-04-23,促改革提质增效 防风险强化监管 广东辖区上市公司质量持续上台阶,上证报
5182,2020-04-23,A股再度上演茅台神话，贵州茅台股价没有天花板吗？,搜狐
5183,2020-04-23,碾压可口可乐！茅台又火了：最壕分红刺激，股价再创新高，券商高喊：1500元！,中国基金报
5184,2020-04-22,郑眼看盘：外围压力淡化 A股低开高走,每日经济新闻
5185,2020-04-22,贵州茅台分红213.87亿股价创新高 市值超可口可乐居全球食品行业第一,每日经济新闻
5186,2020-04-22,曾业绩“爆雷”，如今股价创新高，涪陵榨菜为何如此凶猛？,搜狐
5187,2020-04-22,粮食概念掀起涨停潮，机构关注这些股,第一财经
5188,2020-04-22,反弹牛！白酒涨疯了，大拐点来了？沪指涨0.60%收2843,搜狐
5189,2020-04-22,涪陵榨菜反弹50%之谜,格隆汇
5190,2020-04-22,食品饮料行业今日涨3.11%，主力资金净流入32.11亿元,证券时报网
5191,2020-04-22,今天市场主角是茅台和涪陵榨菜！消费板块逆势走强,中投网
5192,2020-04-22,22日强势板块分析：农业食品板块亮眼 人造肉概念再活跃,证券时报网
5193,2020-04-22,每天净赚上亿，全年分红213亿！茅台又火了，市值已超越可口可乐,和讯
5194,2020-04-22,食品板块走势活跃 关注一季度业绩超预期品种（附股）,证券时报网
5195,2020-04-22,华安幸福生活一季报：一季度净值增长率7.88%,资本邦
5196,2020-04-22,涪陵榨菜一季度净利1.66亿,证券时报
5197,2020-04-21,贵州茅台现金分红首超200亿 预计今年茅台酒投放量与去年持平,每日经济新闻
5198,2020-04-21,涪陵榨菜2020年一季度净利1.66亿 经营现金流量净额同比增长超66倍,e公司
5199,2020-04-21,涪陵榨菜2020年一季度净利1.66亿 经营现金流量净额同比增长超60倍,e公司
5200,2020-04-21,股息率最高超10%，市盈率最低不到4倍，业绩最猛增15倍,证券时报网
5201,2020-04-21,最壕公司来了！股息率最高超10% 业绩最猛暴增15倍,网易
5202,2020-04-21,最壕公司来了！股息率最高超10%，市盈率最低不到4倍，业绩最猛暴增15倍,证券时报
5203,2020-04-21,最壕公司！股息率最高超10%，市盈率最低不到4倍，业绩最猛增15倍,证券时报网
5204,2020-04-21,西部证券：配置长期龙头 关注食品饮料行业弹性机会(股),新浪
5205,2020-04-21,“宅经济”概念股一季度业绩兑现,21世纪经济报道
5206,2020-04-20,汇率多日7.08！A股，再度反弹，沪指涨0.50%收2852,搜狐
5207,2020-04-20,食品饮料：持续坚定看多白酒，建议积极增配,证券时报网
5208,2020-04-19,大消费成铁打的“股王” 茅台超工行成A股市值第一,财富动力网
5209,2020-04-18,贺宛男：疫情带来A股新变化,中财网
5210,2020-04-17,北水200亿加仓A股，扫货科技+消费，机构看好高股息公司,Wind
5211,2020-04-17,北水三天200亿加仓A股 扫货科技+消费 机构看好高股息公司,Wind
5212,2020-04-17,证券时报头版：茅台A股市值登顶折射经济趋势变迁,Wind
5213,2020-04-16,安记食品2019年度拟派7056万元红包,证券时报网
5214,2020-04-16,年报高分红“大幕”拉开 互联网、医药股“最大方”,大众证券报
5215,2020-04-16,送转股现涨停潮 两大因素决定走势表现,大众证券报
5216,2020-04-16,茅台市值击败可口可乐 成全球食品饮料行业第一,快科技
5217,2020-04-16,福布斯2020富豪榜公布食品行业富豪榜：宗庆后585亿，钟睒睒141亿，第一竟是他？,云南糖网
5218,2020-04-16,茅台市值A股第一顶1.5个特斯拉成全球食品业冠军,砍柴网
5219,2020-04-16,A股成交缩至6000亿以下，高股息股成北上资金避风港,Wind
