,2021-12-30,大化工专题策划二|能控纠偏煤化龙头有望长期走强 煤氢联动成行业新看点,财联社
1147,2020-09-28,【研报掘金】供给偏紧需求恢复煤价持续反弹 看好业绩向好、股息率有保障低估值龙头,证券时报网
1148,2020-09-28,千股遭减仓，北上资金本周连卖5天，茅台“风向”有变？,证券时报网
1149,2020-09-27,基础化工周报：政策加码助推半导体材料发展 万华上调MDI挂牌价,光大证券
1150,2020-09-27,石油石化、基础化工、新材料行业北上资金流向周报,新浪
1151,2020-09-27,石油化工行业周报：原油基本面或有承压 长丝销售节前明显好转,新浪
1152,2020-09-27,基础化工：油价下跌 液氯、环氧丙烷、碳酸二甲酯DMC、三聚氰胺、纯MDI等产品价格上涨,新浪
1153,2020-09-25,宝丰能源：相关项目建成后，将牢牢巩固公司煤制烯烃的龙头地位,Wind
1154,2020-09-25,21股获券商买入评级，三诺生物目标涨幅达50.66%,Wind
1155,2020-09-25,【银河化工】四季度策略：量价角度探寻高成长标的，优质细分龙头业绩可期,中国银河证券研究
1156,2020-09-24,宝丰能源聚烯烃新项目升级 煤基新材料产业链创新智造,中新网
1157,2020-09-23,强化产业“内循环” 宝丰能源聚烯烃新项目扩容产能翻番,中国经济网
1158,2020-09-23,宝丰能源新项目扩容烯烃产业链 助推宁夏重点产业发展,中证网
1159,2020-09-23,百万吨级烯烃项目开工，宝丰能源逆势扩产发力高端,第一财经
1160,2020-09-23,着眼规模化高端化水平整体提升 宝丰能源50万吨/年煤制烯烃项目开建,上证报
1161,2020-09-21,煤炭周观点：顺周期和现金价值显现，板块持续贡献超额收益【国君煤炭翟堃】,煤市乾坤
1162,2020-09-21,宝丰能源：公司有项目属于新能源领域,Wind
1163,2020-09-16,基础化工行业2020H财报总结：Q2恢复增长趋势 上半年业绩触底反弹,新浪
1164,2020-09-13,煤炭开采行业周报：淡季不淡煤价上涨 “金九银十”煤炭股犹显韧性,新浪
1165,2020-09-10,北上资金8月概况及9月展望,新浪
1166,2020-09-07,宝丰能源：获得交通银行200亿元授信,e公司
1167,2020-09-07,交通银行与宝丰能源(600989.SH)签订200亿元授信战略合作协议,格隆汇
1168,2020-09-05,上市公司正负面新闻2020年9月5日星期六,Wind
1169,2020-09-04,宝丰能源与交通银行签署战略合作协议 将获200亿元授信额度,中证网
1170,2020-09-04,晚间重要公告2020年9月4日星期五,Wind
1171,2020-09-04,9月4日晚间上市公司十大重磅公告,巨丰财经
1172,2020-09-04,宝丰能源：与交通银行签订战略合作协议,Wind
1173,2020-09-04,宝丰能源(600989.SH)签订战略合作协议 交通银行拟提供200亿元授信等金融服务,格隆汇
1174,2020-09-04,A股中报季900只超预期个股名单,锦缎
1175,2020-09-02,券商金股出炉！看“金九月”如何布局？,上证报
1176,2020-09-01,陆股通8月增仓幅度排行榜（附股）,证券时报网
1177,2020-08-31,基础化工行业周报：油价上涨 聚合MDI、液氯、PVC糊树脂、纯碱、DMF等产品价格上升,新浪
1178,2020-08-30,煤炭行业：板块二季度盈利改善 神华H股回购彰显价值,新浪
1179,2020-08-28,【重磅|深度系列三，开源煤炭&石化】宝丰能源：鉴宝求真，再议成本优势&周期成长,能源观察站
1180,2020-08-25,百名投资者集中调研宝丰能源,凤凰网
1181,2020-08-24,宝丰能源(600989)深度报告：产能持续扩张 一体化推动盈利上行,新浪
1182,2020-08-23,煤炭开采行业周报：煤企中报业绩频超预期 关注挖潜及成长性标的,新浪
1183,2020-08-23,原油周报第162期：OPEC+减产规模仍将保持稳定,光大证券
1184,2020-08-23,基础化工行业周报：核心布油价格下跌 丙酮、维生素、TDI、纯MDI、ABS等产品价格上涨,新浪
1185,2020-08-21,现代煤化工龙头宝丰能源 持续打造煤炭清洁高效利用项目,中证网
1186,2020-08-21,低油价时代煤制烯烃遇“劫”：成本优势缩小 巨头加码前景如何？,中国网
1187,2020-08-20,低油价时代煤制烯烃遇“劫”：成本优势缩小 巨头加码前景如何？,新浪
1188,2020-08-20,宝丰能源近期将启动50万吨/年煤制烯烃项目建设 一体化规模优势凸显,证券时报
1189,2020-08-18,氢能以奖代补政策正在研讨 六股迎腾飞契机,证券时报
1190,2020-08-17,煤炭开采Ⅱ行业周报：煤炭三大子行业均见底探涨 继续看好板块估值修复,新浪
1191,2020-08-17,快讯：宝丰能源涨停 报于13.62元,金融界
1192,2020-08-17,【华安证券 | 中报点评】宝丰能源：烯烃产品助力营收利润双增长,化工阿尔法
1193,2020-08-17,能源行业日报：OPEC会议周三召开 关注印染行业整合,新浪
1194,2020-08-13,风格大变，这些冷门股获机构首次关注，社保基金扎堆持股煤化工龙头,搜狐
1195,2020-08-13,【开源煤炭&石化-张绪成】宝丰能源：十问十答，鉴宝求真,能源观察站
1196,2020-08-13,解盘：大盘止跌，生物育种、乡村振兴、军工、光伏略涨,Wind
1197,2020-08-13,宝丰能源研发投入劲增12倍 股价给力31天飙涨47%,产业经济新闻网
1198,2020-08-13,券商重仓股名单新鲜出炉！新进13只，增持11只,中证报
1199,2020-08-13,券商调仓重点出炉：新进增持24只个股,Wind
1200,2020-08-12,北上资金8月增持榜：高盛14亿建仓科技龙头,证券时报网
1201,2020-08-12,研发投入劲增12倍 宝丰能源完善产业链立体化提升核心竞争力,证券日报
1202,2020-08-12,宝丰能源上半年营收75亿同比增长15% 经营现金流增长超6成,经济观察网
1203,2020-08-12,宝丰能源(600989)：业绩符合预期 产能扩张持续驱动增长,新浪
1204,2020-08-12,宝丰能源(600989)：盈利稳步增长 成长空间广阔,新浪
1205,2020-08-12,宝丰能源(600989)：疫情凸显竞争优势 烯烃巨头已起航,光大证券
1206,2020-08-12,宝丰能源项目投产助推业绩向好 上半年净利20.92亿同比增超10%,长江商报
1207,2020-08-11,宝丰能源：多渠道维护好投资者关系 以互动促互信,中证网
1208,2020-08-11,宝丰能源(600989)2020年中报点评：Q2净利率大幅回升 公司业绩再超预期,新浪
1209,2020-08-11,【方正化工】宝丰能源2020中报点评：业绩亮眼，一体化配套进一步提升成本优势,靠谱化工股
1210,2020-08-11,外资A股持仓更新，高盛、小摩、瑞银重仓名单抢先看,Wind
1211,2020-08-11,上半年盈利21亿，宝丰能源逆势扩产,第一财经
1212,2020-08-11,【面包财报】宝丰能源：2020年上半年归母净利润20.92亿元，同比增长10.75%,面包财经
1213,2020-08-11,【财报智读】宝丰能源：2020年上半年归母净利润20.92亿元，同比增长10.75%,面包财经
1214,2020-08-11,项目投产推升业绩 宝丰能源上半年营收75亿元同比增15%,中国网
1215,2020-08-11,宝丰能源（600989）2020年半年报业绩点评：盈利能力突出，业绩逆势增长,国信研究
1216,2020-08-11,宝丰能源太阳能电解制氢储能项目一期年底投运,北极星电力
1217,2020-08-11,宝丰能源2020年中报业绩交流,中信证券研究
1218,2020-08-11,【开源煤炭&石化-张绪成】宝丰能源中报点评：半年报业绩对冲疫情影响，成本优势&产能规模继续强化,能源观察站
1219,2020-08-10,宝丰能源公布半年报 上半年净利增加10.75%,新浪
1220,2020-08-10,打造循环经济产业链 宝丰能源上半年实现净利润21亿元,中证网
1221,2020-08-10,煤化工龙头宝丰能源上半年营收净利双增 转产口罩无纺布用聚丙烯产品获益,和讯
1222,2020-08-10,能源行业日报：环氧丙烷价格及价差扩大 关注生产企业,新浪
1223,2020-08-10,宝丰能源上半年营收增长15.35%,北京商报
1224,2020-08-10,宝丰能源上半年实现净利润21亿元 循环经济产业链进一步完善,证券时报
1225,2020-08-10,宝丰能源(600989.SH)：上半年净利升10.75%至20.92亿元,格隆汇
1226,2020-08-10,宝丰能源：上半年净利润同比增长10.75%,Wind
1227,2020-08-10,煤炭开采Ⅱ行业周报：焦炭近期偏强 动力煤和焦煤筑底,新浪
1228,2020-08-10,北上资金流出速度放缓重点加仓轻工制造业,证券时报
1229,2020-08-07,宝丰能源(600989)：无惧低油价逆势增长 甲醇煤炭投产成本优势再提升！,新浪
1230,2020-08-05,宝丰能源(600989)：煤制烯烃标杆 焦化值得看好,新浪
1231,2020-08-03,A股核心资产股价纷创新高背后：“内循环”经济下的估值重构,证券时报网
1232,2020-08-03,7月金股组合盈利13.53% 8月荐股名单出炉,新浪
1233,2020-07-31,A股“期中考”发榜 贵州茅台、宝丰能源等成绩亮眼 未来可期,红周刊
1234,2020-07-31,开源晨会0731丨开源金股，8月推荐；创业板注册制展望；金石资源、宝丰能源,开源证券研究所
1235,2020-07-30,【开源煤炭石化-张绪成】宝丰能源中报点评：半年报业绩同比大涨，成本优势强化&产能快速扩张,能源观察站
1236,2020-07-29,产销放量 宝丰能源上半年营收75.2亿增15.35%,证券时报网
1237,2020-07-29,宝丰能源（600989）2020年半年度业绩快报点评：上半年逆势增长，成本优势持续强化,国信研究
1238,2020-07-28,宝丰能源：上半年实现营收75.2亿元 同比增长15.35%,中证网
1239,2020-07-28,基础化工：油价上涨 丁二烯、MDI-50、R125、环氧树脂、软泡聚醚等产品价格上涨,新浪
1240,2020-07-28,宝丰能源(600989)：Q2环比大幅改善 重回增长轨道,新浪
1241,2020-07-28,宝丰能源：上半年实现净利20.9亿元 同比增长11%,我的钢铁
1242,2020-07-28,宝丰能源业绩快报：上半年净利润20.92亿元 同比增长11%,金融界
1243,2020-07-28,宝丰能源(600989.SH)业绩快报：上半年净利升10.75%至20.92亿元,格隆汇
1244,2020-07-28,宝丰能源：上半年净利润同比增长10.75%（业绩快报）,Wind
1245,2020-07-27,中证指数公司：8月6日发布中证兴业证券ESG盈利100指数,Wind
1246,2020-07-25,煤炭开采行业周报：看好经济复苏和行业变革 继续看多煤炭股-行业周报,新浪
1247,2020-07-24,宝丰能源(600989)：红四煤矿获采矿许可证 煤炭自给率提高巩固低成本优势,新浪
1248,2020-07-24,基础化工行业基建地产材料产业梳理：基建地产风来了 哪些化工品受益？,新浪
1249,2020-07-24,红四煤矿获采矿许可 宝丰能源俩月连发仨“大招”提质增效,红周刊
1250,2020-07-24,晨会0724 | 国内免税业市场争夺,中信建投证券研究
1251,2020-07-23,宝丰能源子公司红四煤业收到采矿许可证,资本邦
1252,2020-07-23,宝丰能源(600989)：红四煤矿取得采矿许可证 有望近期投产 进一步增加煤炭自给,新浪
1253,2020-07-23,基础化工行业周报：PPI从环比转正趋向同比转正 加配化工正当时,光大证券
1254,2020-07-23,银行系调研路径揭晓：医药、科技、消费和可转债,上证报
1255,2020-07-22,红四煤矿获采矿许可证 宝丰能源进一步提升原料自给率,上证报
1256,2020-07-22,宝丰能源产业链优化加速 红四煤矿获采矿许可证,中证网
1257,2020-07-21,宝丰能源(600989.SH)：全资子公司红四煤业取得采矿许可证,格隆汇
1258,2020-07-20,石油化工行业周报：IEA预测下半年需求好转 重点关注OPEC+减产规模调整,光大证券
1259,2020-07-16,券商首次关注8股并给予买入评级（7月16日）,Wind
1260,2020-07-15,化工龙头宝丰能源屡获推荐 股价大幅拉升创4个月新高,红周刊
1261,2020-07-15,【产业梳理|国信化工】基建地产风来了，哪些化工品受益？,化工之诚
1262,2020-07-14,A股早报2020年7月14日星期二,Wind
1263,2020-07-13,煤炭石化行业周报：油煤价格短期见顶 焦炭宜积极看待,新浪
1264,2020-07-09,[路演]宝丰能源：公司生产经营正常 主要生产装置保持高负荷稳定运行,全景网
1265,2020-07-08,5次“买入”3次“增持”评级 宝丰能源连获推荐 新启内蒙布局,红周刊
1266,2020-07-06,基础化工行业周报：关注低估值及较高成长性的二线蓝筹,光大证券
1267,2020-07-06,大宗商品行业周报：国内经济持续改善 大宗商品或延续涨势,新浪
1268,2020-07-06,内蒙古异地产能布局上线 宝丰能源全力开拓聚烯烃“顶配”市场,网易
1269,2020-07-06,宝丰能源瞄准高端化“新版图” 10亿元异地布局煤化工项目,证券日报
1270,2020-07-05,石化行业周报：油价及政策推动石化行业发展,新浪
1271,2020-07-04,煤炭开采行业周报：低估值+业绩改善 煤炭股底部配置正当时,新浪
1272,2020-07-03,一周通读：光大证券重点报告精选,光大证券
1273,2020-07-03,宝丰能源(600989)开启产业版图扩张计划复制宁东基地经验打开新一轮成长周期,格隆汇
1274,2020-07-03,宝丰能源拟9.5亿设立煤制烯烃子公司,中国煤炭资源网
1275,2020-07-03,新版图！首启异地产能扩张 宝丰能源拟设内蒙古子公司,凤凰网
1276,2020-07-03,宝丰能源9.5亿设子公司，继续押宝煤制烯烃,华夏能源网
1277,2020-07-02,能源行业日报：上周EIA原油库存减少719.50万桶,新浪
1278,2020-07-02,40股获机构买入型评级 宝通科技、宝丰能源关注度最高,证券时报网
1279,2020-07-02,以发展践行责任 煤化工龙头宝丰能源首启宁夏内蒙两地推进,中国经济网
1280,2020-07-02,10亿元内蒙古设立子公司，宝丰能源首次异地扩产,第一财经
1281,2020-07-02,宝丰能源(600989)：延伸煤化工循环产业链 布局内蒙基地成本或更具优势,新浪
