,2021-12-31,年内最后一次油价调整，汽、柴油价格每吨分别提高140元和135元,Wind
4286,2020-08-31,中石化(00386-HK)中期转蚀217亿派特殊股息每股0.07元 亏损,财华社
4287,2020-08-31,中石化上半年亏229亿元“三桶油”仅中海油盈利 亏损,新浪
4288,2020-08-30,两大石油巨头上半年共计亏损528.63亿，消费者:还好油价没怎么涨 亏损,搜狐
4289,2020-08-30,周蓬安：油价暴跌“两桶油”却巨亏，哪里讲理去？ 重大损失,搜狐
4290,2020-08-30,“两桶油”上半年合计亏损超500亿 哪些板块亏最多？ 亏损,腾讯网
4291,2020-08-30,中国石化二季度经营收益48亿元 实现扭亏为盈,上证报
4292,2020-08-30,晚间重要公告2020年8月30日星期日,Wind
4293,2020-08-30,“石化双雄”上半年日亏2.9亿，挑战“前所未有”,中新经纬
4294,2020-08-30,周末要闻2020年8月30日星期日,Wind
4295,2020-08-30,上半年净亏超500亿　“两桶油”业绩艰难回暖 亏损,北京商报
4296,2020-08-30,上半年净亏超500亿　“两桶油”业绩艰难回暖,北京商报
4297,2020-08-30,中石化上半年亏损逾228亿元，下半年行业将转好 亏损,第一财经
4298,2020-08-30,中国石化：二季度经营收益环比扭亏为盈达48亿元 拟派发特殊股息0.07元/股,中证网
4299,2020-08-30,中国石化半年报：上半年亏损228.82亿元 亏损,金融界
4300,2020-08-30,中国石化：独立非执行董事辞职 董监高成员变化,Wind
4301,2020-08-30,中国石化(600028.SH)半年度业绩盈转亏至228.82亿元拟派特殊股息每股0.07元 亏损,格隆汇
4302,2020-08-30,中石化：展望下半年，国际经济形势严峻复杂，不稳定性不确定性明显增强,金十数据
4303,2020-08-30,中石化：2020年上半年本公司实现营业额人民币10080亿元，同比降低31.3%,金十数据
4304,2020-08-30,中石化：上半年净利润为亏损228.82亿元 亏损,网易
4305,2020-08-30,中石化：上半年加工原油1.11亿吨，同比下降10.5%，生产成品油6719万吨，其中柴油产量3047万吨，汽油产量2682万吨，煤油产量990万吨,金十数据
4306,2020-08-30,中石化：上半年实现油气当量产量225.71百万桶，其中境内原油产量124.05百万桶，天然气产量5124亿立方英尺,金十数据
4307,2020-08-30,中石化：上半年营收为10342.46亿元，同比下降31% 盈利能力下降,金十数据
4308,2020-08-30,中国石化：上半年净亏损228.8亿元，营收下降31% 亏损,Wind
4309,2020-08-30,中石化：上半年国际会计准则净亏损217亿元，上年同期净利322亿元 亏损,金十数据
4310,2020-08-30,中石化：上半年净亏损229亿元 亏损,金十数据
4311,2020-08-30,奥福环保(688021)：国六催化业绩稳健增长 客户拓展持续进行 募投项目放量在即,新浪
4312,2020-08-29,中石化从传统油企向综合服务商转型：探索跨界新零售 布局氢能显优势,证券日报
4313,2020-08-28,卖石油不如打酱油 市值远超中石化 海天味业半年赚了33亿,时代财经
4314,2020-08-28,我国国际LNG贸易实现线上交易 中国海油与道达尔达成首单,新华网
4315,2020-08-28,中国石化泉州石油：固本强基着力打造“发展高地”,凤凰网
4316,2020-08-28,中国石化南平石油：以成效为标杆，以不足为警惕，切实筑牢内控根基,凤凰网
4317,2020-08-28,中国石化泉州石油：“五管齐下”提升监督执纪实效,凤凰网
4318,2020-08-28,中石化福州石油：以服务提升为重点助力持续攻坚创效,凤凰网
4319,2020-08-28,中石化福州石油：党员亮身份做表率助力“攻坚”“创效”,凤凰网
4320,2020-08-28,中石化厦门：“轻润一体”主题营销助推持续攻坚,凤凰网
4321,2020-08-28,中石化厦门：精准帮扶助力持续攻坚创效,凤凰网
4322,2020-08-28,中石化厦门：强化作业培训 筑牢持续攻坚创效安全防线,凤凰网
4323,2020-08-28,生意社：8月28日中石化各销售公司丁二烯报价汇总,生意社
4324,2020-08-27,海外信用评级汇总2020年8月27日星期四,Wind
4325,2020-08-27,中国石化南平石油水北油库:落实“反腐倡廉教育月”活动,凤凰网
4326,2020-08-27,中国石化南平石油武夷山党支部:便利店改造促销量增长,凤凰网
4327,2020-08-27,"中国石化南平石油建瓯片区:做好演练培训,为安全攻坚保驾护航",凤凰网
4328,2020-08-27,穆迪：确认中石化和中国石化发行人评级为“A1”，展望“稳定”,Wind
4329,2020-08-27,玉溪市与中石化易捷携手助力云品出滇,云南网
4330,2020-08-27,恒指收跌0.83%，科技股大涨,Wind
4331,2020-08-27,中俄合作建设全球最大聚合物工厂，中国石化持股40%,Wind
4332,2020-08-27,中俄合作建设全球最大聚合物工厂,中证网
4333,2020-08-27,减负！中石化森美莆田分公司为个体工商户减免三个月租金,凤凰网
4334,2020-08-27,中国石化上饶石油：惊险！加油站内一汽车突然油箱破裂,凤凰网
4335,2020-08-27,中国石化易派客平台交易金额突破万亿元,中新网
4336,2020-08-26,六大国际石油巨头上半年均陷入亏损 国内油企基本面正在持续向好 亏损,证券日报
4337,2020-08-26,企业扶贫一马当先,北京商报网
4338,2020-08-26,中国石化为甘肃东乡提供133个就业岗位,中证网
4339,2020-08-26,全国政协委员、光汇石油创始人薛光林：数字能源助力智慧城市建设 献礼深圳特区40年,中国能源网china5e
4340,2020-08-26,华测检测(300012)：Q2业绩逆势大涨 外延并购、大客户战略稳步推进,创业板
4341,2020-08-26,中石化仪征化纤水刺无纺布短纤全力满足医卫市场需求,中国经济周刊
4342,2020-08-26,石化油服(600871)：2Q20业绩超预期 2H20毛利率仍具有不确定性 关注成本管控,新浪
4343,2020-08-26,中国石化南平石油:企业法律风险防范内外兼顾,凤凰网
4344,2020-08-26,中石化森美三明石油：智慧食堂入驻易捷便利店,凤凰网
4345,2020-08-26,中国石化常州华东加油站光伏发电项目运行良好,中国有色
4346,2020-08-26,大宗商品晨报：美油价快速走强 黑色系持续回调,新浪
4347,2020-08-26,生意社：8月26日中石化各销售公司丁二烯报价汇总,生意社
4348,2020-08-26,中国石化在东乡援建两座光伏发电项目,石化新闻网
4349,2020-08-26,中石化在30座输油站都装上光伏电站 一年省电费81万！站长们都说好！,北极星电力
4350,2020-08-26,A股融资融券日报：两融余额减少7.68亿元（8月25日）,Wind
4351,2020-08-25,石化油服(600871.SH)：与中石化签署《设备租赁框架协议》 租入以及出租部分设备,格隆汇
4352,2020-08-25,长城润滑油新品上市 国六时代畅行无忧,卡车之家
4353,2020-08-25,阻击疫情防御战，纳通口罩倾尽全力大力生产口罩,凤凰网
4354,2020-08-25,生意社：8月25日中石化三井苯酚价格稳定,生意社
4355,2020-08-25,和顺石油(603353)：发展空间广阔的民营加油站先锋,新浪
4356,2020-08-25,久立特材(002318)：二季度盈利环比同比双增,新浪
4357,2020-08-25,传统药店开启售药新模式,中国商报
4358,2020-08-25,市值超5000亿，超越中国石化，这家卖酱油的为啥这么牛？,前瞻研究院
4359,2020-08-24,中国石化资本加码布局光伏产业,中投网
4360,2020-08-24,外管局：将继续坚持改革开放和风险防范双轮驱动,Wind
4361,2020-08-24,中国石化今日大宗交易成交63.44万股，成交价4.03元折价0.25%,Wind
4362,2020-08-24,美团市值超1.5万亿港元，超“中石油+中石化”成港股第三大市值公司 美团外卖小哥却灵魂三问王兴,金融界
4363,2020-08-24,"中国石化南平石油:三融三促,打造党建品牌",凤凰网
4364,2020-08-24,生意社：8月24日中石化三井丙酮价格稳定,生意社
4365,2020-08-24,中国石油化工：出售资产暨对外投资 资产异常,Wind
4366,2020-08-24,环保及公用事业周报：江苏发文加快生态环境治理现代化建设 着力打造环境治理样本区、引领区,新浪
4367,2020-08-24,生意社：8月24日邻二甲苯价格维稳,生意社
4368,2020-08-24,国资委启动国有重点企业对标世界一流管理提升行动,Wind
4369,2020-08-24,中国石化入股亚玛顿，布局超薄光伏及光电显示特种玻璃产业链,集邦新能源网
4370,2020-08-24,生意社：8月24日中石化各销售公司丁二烯报价汇总,生意社
4371,2020-08-24,生意社：本周华北纯苯跌跌不休（2020年8月17日-8月23日）,生意社
4372,2020-08-24,中国石化南平石油邵武片区:抓岗位技能培训 提升服务质量,凤凰网
4373,2020-08-24,中国石化南平石油:开启建瓯新区站重建攻坚篇章,凤凰网
4374,2020-08-24,中国石化南平石油东坑油库：积极配合“打非治违”工作显成效,凤凰网
4375,2020-08-24,生意社：8月24日中石化华中对二甲苯价格暂稳,生意社
4376,2020-08-24,海天味业近五年净利复合增长率20% 市值突破5300亿入局火锅底料转换赛道,长江商报
4377,2020-08-23,基础化工行业周报：核心布油价格下跌 丙酮、维生素、TDI、纯MDI、ABS等产品价格上涨,新浪
4378,2020-08-22,酱油中的“茅台”火了！市值5300亿，干翻中石化,天下网商
4379,2020-08-22,8月21日，中国石化集团资本有限公司宣布，投资入股凤阳硅谷智能有限公司，布局超薄光伏及光电显示特种玻璃产业链。,中证报
4380,2020-08-21,亚玛顿集团与中国石化携手，加码布局光伏产业,Wind
4381,2020-08-21,中石化入局光伏产业链,21世纪经济报道
4382,2020-08-21,天津港保税区全力打造氢能产业先行区和聚集区,中新网
4383,2020-08-21,中石化厦门：“双示范”共建助力持续攻坚创效,凤凰网
4384,2020-08-21,中石化厦门：发挥绩效考核“指挥棒”作用 助力持续攻坚创效,凤凰网
4385,2020-08-21,中石化森美宁德分公司：多措并举 持续攻坚创效,凤凰网
4386,2020-08-21,西布尔特大型轻烃裂解项目在俄罗斯破土动工中石化为唯一外资股东,搜狐
4387,2020-08-21,中国石化资本投资凤阳硅谷智能 布局光伏产业链,新浪
4388,2020-08-21,市值超过“卖石油的” 海天味业被高估了吗？,南方日报
4389,2020-08-21,榨菜火了：10倍大牛股这几年涨幅比茅台还高,中国基金报
4390,2020-08-21,焦点 | 亚玛顿与中国石化携手，加码布局光伏产业,中国能源网china5e
4391,2020-08-21,中国石化南平石油:强化数质量管理助力持续攻坚创效,凤凰网
4392,2020-08-21,中国石化南平石油:聚焦价值创造持续创效,凤凰网
4393,2020-08-21,攻坚克难，天然气直分销实现历史零突破,凤凰网
4394,2020-08-21,生意社：8月21日中石化各销售公司丁二烯报价汇总,生意社
4395,2020-08-21,聚烯烃日报：现货跟涨有限 谨防资金带涨后的回撤,新浪
4396,2020-08-21,海天味业市值超过中国石化 投资者“打酱油”就OK,搜狐
4397,2020-08-21,长鸿高科上市登陆A股锐意进取争当国内热塑性弹性体行业龙头,每日经济新闻
4398,2020-08-20,【钛媒体视频】海天味业市值突破5000亿，超越中国石化,钛媒体
4399,2020-08-20,金洲管道(002443)：20H1原料成本下降 扣非净利增长,新浪
4400,2020-08-20,市场全面调整，沪指相继失守5、10日均线,Wind
4401,2020-08-20,日评：中石油跟涨石蜡价格市场投机仍存,百川盈孚
4402,2020-08-20,2020中国黄酒市场发展前景分析 海天味业市值超越中石化,中研网
4403,2020-08-20,中国石化上饶石油：多元化经营走活非油棋,凤凰网
4404,2020-08-20,生意社：8月20日中石化各销售公司丁二烯报价汇总,生意社
4405,2020-08-20,大宗商品晨报：美联储纪要公布 金银期价大跌,新浪
4406,2020-08-20,5300亿！A股最贵酱油诞生：跑赢银行、地产、石油,21世纪经济报道
4407,2020-08-20,“一瓶酱油”超过“一桶油” 卖石油不如卖酱油？,金融界
4408,2020-08-20,酱油赢了石油 海天泡沫论又起,北京商报
4409,2020-08-20,海天装的是“泡沫”吗,北京商报
4410,2020-08-19,上海市市场监管局：5批次柴油发动机尾气处理液产品不合格 产品问题,质量新闻网
4411,2020-08-19,"中国石化南平石油:机关联社区,共创共享新机制",凤凰网
4412,2020-08-19,超中石化追中石油 海天味业凭什么撑起5300亿市值,北京商报
4413,2020-08-19,一看吓一跳！“炒石油”竟不如“打酱油”，1100亿市场销售规模，这才是大牛股温床！,每日经济新闻
4414,2020-08-19,超中石化、宁德时代 海天味业市值达5300亿元,北京商报
4415,2020-08-19,真“油比金贵”！赶超中石化，海天味业市值突破5000亿,搜狐
4416,2020-08-19,"5300亿市值海天味业又火了：一瓶酱油""干翻""中石化 超过万科+保利",中国基金报
4417,2020-08-19,一瓶酱油“干翻”中石化！海天味业市值突破5300亿元,中国基金报
4418,2020-08-19,"一瓶酱油""干翻""中石化！海天味业又火了：5300亿市值，超过万科+保利！",中国基金报
4419,2020-08-19,海天味业市值超越中石化 2020年中国酱油行业市场投资风险评估,中研网
4420,2020-08-19,中国石化销售公司与中国移动签署框架协议,Wind
4421,2020-08-19,炼油产能继续增长 “十四五”时期控制在9亿吨,新浪
4422,2020-08-19,中国石化销售公司与中国移动签框架协议互相开放渠道,新浪
